ticker,NMSCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.0
2000-01-11,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-24,0.0
2000-01-26,3.9215999999999998
2000-02-04,-3.7736
2000-02-08,1.9607999999999999
2000-02-15,-17.3077
2000-02-16,0.0
2000-02-22,0.0
2000-02-24,20.9302
2000-03-06,-17.3077
2000-03-10,0.0
2000-03-13,20.9302
2000-03-14,-3.8462
2000-03-15,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-27,0.0
2000-03-28,16.5
2000-03-29,12.6609
2000-03-30,14.2857
2000-03-31,-8.3333
2000-04-11,18.1818
2000-04-13,-15.3846
2000-04-17,-27.2727
2000-05-15,0.0
2000-05-17,2.0
2000-05-19,0.0
2000-05-23,0.0
2000-06-22,47.0588
2000-08-08,-33.3333
2000-09-22,0.0
2000-09-25,0.0
2000-09-27,6.25
2000-10-17,0.0
2000-10-18,-5.8824
2000-10-23,12.5
2000-10-24,-16.6667
2000-10-31,0.0
2000-11-06,0.0
2000-11-07,6.6667
2000-11-10,-6.25
2000-11-13,46.6667
2000-11-16,-9.0909
2000-11-17,-20.0
2000-11-21,0.0
2000-11-22,-12.5
2000-11-27,-7.1429
2000-11-29,-6.4615
2000-11-30,-1.3158
2000-12-04,20.0
2000-12-05,-16.6667
2000-12-06,0.0
2000-12-08,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-27,0.0
2000-12-28,0.0
2001-01-04,0.0
2001-01-11,33.3333
2001-01-30,-12.5
2001-02-07,-14.2857
2001-02-08,0.0
2001-02-09,0.0
2001-02-20,41.6667
2001-03-28,-29.4118
2001-04-20,0.0
2001-04-27,0.0
2001-06-05,-14.6667
2001-06-11,-6.25
2001-06-14,-13.3333
2001-06-18,0.0
2001-06-28,44.2308
2001-07-16,-30.6667
2001-07-20,53.8462
2001-08-09,-35.0
2001-08-17,0.0
2001-08-29,0.0
2001-09-17,15.3846
2001-09-24,-13.3333
2001-10-02,0.0
2001-10-08,15.3846
2001-10-11,-10.0
2001-10-18,0.0
2001-10-26,22.2222
2001-11-02,-9.0909
2001-11-28,-13.3333
2001-11-29,0.0
2001-11-30,0.0
2001-12-03,15.3846
2001-12-05,-13.3333
2001-12-06,0.0
2001-12-12,0.0
2001-12-19,0.0
2001-12-28,0.0
2001-12-31,15.3846
2002-01-11,-30.0
2002-01-16,0.0
2002-02-05,0.4762
2002-02-08,0.0
2002-02-28,42.1801
