ticker,ARNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-01,35.0
2008-07-10,1.8519
2008-07-25,5.4545
2008-07-28,3.4483
2008-08-07,0.0
2008-09-08,0.0
2008-09-18,-40.0
2008-09-19,66.6667
2008-09-22,0.0
2008-09-25,0.0
2008-10-06,-30.0
2008-10-08,42.8571
2008-10-27,-20.0
2008-10-28,-12.5
2008-11-07,54.7619
2008-11-20,-15.3846
2008-12-23,0.0
2008-12-24,-27.2727
2008-12-29,0.0
2009-02-24,-5.0
2009-02-25,0.0
2009-03-06,-7.8947
2009-04-09,-14.2857
2009-05-04,-33.3333
2010-04-09,-49.0
2011-11-15,194.1176
2012-02-08,-16.6667
2012-02-09,-4.0
2012-02-14,0.0
2012-02-16,0.0
2012-02-21,0.0
2012-03-26,-41.6667
2012-03-28,0.0
2012-03-29,-27.1429
2012-03-30,17.647100000000002
2012-04-16,68.3333
2012-04-20,-1.9802
2012-04-23,0.0
2012-04-24,-24.2424
2012-04-26,0.0
2012-05-14,32.0
2012-05-23,-4.0404
2012-05-25,0.0
2012-06-11,-84.2105
2012-06-14,33.3333
2012-06-15,175.0
2012-06-25,-81.8182
2012-07-17,10.0
2012-08-28,9.0909
2012-09-14,275.0
2012-09-18,0.0
2012-09-24,0.0
2012-09-26,0.0
2012-10-01,0.0
2012-10-03,0.0
2012-10-31,-77.7778
2012-11-01,150.0
2012-11-07,92.0
2012-11-12,4.1667
2013-01-25,44.0
2013-02-25,-16.6667
2013-02-28,0.0
2013-03-19,1.6667
2013-04-01,0.0
2013-04-05,0.0
2013-04-09,0.0
2013-04-22,0.0
2013-04-24,-1.6393
2013-04-30,2.5
2013-05-16,-47.9675
2013-05-21,56.25
2013-05-22,2.0
2013-05-23,7.8431
2013-05-29,0.0
2013-05-30,0.0
2013-06-06,-9.0909
2013-06-10,0.0
2013-06-11,-10.0
2013-06-12,0.0
2013-06-24,-8.8889
2013-06-26,-14.6341
2013-07-02,15.0
2013-07-10,-0.6211
2013-07-12,0.0
2013-07-23,-2.5
2013-08-01,-10.2564
2013-08-02,-14.2857
2013-08-05,-6.6667
2013-08-08,-17.8571
2013-08-09,-4.3478
2013-08-12,31.8182
2013-08-13,-20.6897
2013-08-14,4.3478
2013-08-15,4.1667
2013-08-16,-4.0
2013-08-21,-33.3333
2013-08-23,18.75
2013-08-27,47.3684
2013-09-20,-7.1429
2013-09-24,15.3846
2013-09-27,21.6667
2013-09-30,23.2877
2013-10-01,0.0
2013-10-02,17.7778
