ticker,BRZL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-26,0.0
2010-01-27,14.2857
2010-01-28,-8.125
2010-01-29,2.0408
2010-02-01,0.0
2010-02-02,-1.6667
2010-02-03,-86.4407
2010-02-04,650.0
2010-02-05,0.0
2010-04-07,-32.6667
2010-04-27,0.0
2010-11-08,102.9703
2010-11-16,46.3415
2010-11-17,6.6667
2010-11-18,0.0
2010-11-19,-25.0
2010-11-22,79.1667
2010-12-02,-20.9302
2010-12-06,-41.1765
2010-12-07,50.0
2011-01-24,-6.6667
2011-01-25,-85.7143
2011-01-26,350.0
2011-01-31,-40.0
2011-02-01,0.0
2011-02-02,-18.5185
2011-02-03,-9.0909
2011-02-04,-22.5
2011-02-07,32.2581
2011-02-08,-24.0854
2011-02-09,0.0
2011-02-10,31.7269
2011-02-11,-2.439
2011-02-14,-7.9688
2011-02-15,-37.5212
2011-02-16,17.3913
2011-02-17,7.4074
2011-02-18,-32.7586
2011-02-22,-24.0385
2011-02-23,-40.0844
2011-02-24,44.3662
2011-02-25,-2.439
2011-03-01,0.0
2011-03-02,-32.0
2011-03-03,41.1765
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,69.7917
2011-03-11,-46.0123
2011-03-14,-4.5455
2011-03-15,9.5238
2011-03-16,-4.3478
2011-03-17,-30.6818
2011-03-18,-8.1967
2011-03-21,7.1429
2011-03-22,13.3333
2011-03-23,41.1765
2011-03-24,27.6042
2011-03-25,-20.8163
2011-03-28,-20.1031
2011-03-29,-47.0968
2011-03-30,-6.0976
2011-03-31,-6.4935
2011-04-01,6.9444
2011-04-04,3.8961
2011-04-05,-6.25
2011-04-06,-10.6667
2011-04-07,0.0
2011-04-08,23.8806
2011-04-11,22.8916
2011-04-12,-8.8235
2011-04-13,1.0753
2011-04-14,2.1277
2011-04-15,0.0
2011-04-18,-5.2083
2011-04-19,-29.6703
2011-04-20,20.3125
2011-04-21,14.2857
2011-04-25,88.6364
2011-04-26,-24.0964
2011-04-27,-8.7302
2011-04-28,1.7391
2011-04-29,66.6667
2011-05-02,6.6667
2011-05-03,-11.538499999999999
2011-05-04,-9.7826
2011-05-05,28.3133
2011-05-06,-18.3099
2011-05-09,1.1494
2011-05-10,4.5455
2011-05-11,-2.7174
2011-05-12,-7.8212
2011-05-13,9.697
2011-05-16,-12.7072
2011-05-17,-18.9873
2011-05-18,-12.5
2011-05-19,-1.7856999999999998
2011-05-20,-18.1818
