ticker,ESTC US Equity
2019-02-28,-8.5899
2019-03-01,2.871
2019-03-04,-3.2847
2019-03-05,-3.2852
2019-03-06,-3.5460000000000003
2019-03-07,1.0589
2019-03-08,-0.6593
2019-03-11,0.7229
2019-03-12,-2.6238
2019-03-13,-0.9183
2019-03-14,2.439
2019-03-15,1.3214000000000001
2019-03-18,-0.1645
2019-03-19,2.7304
2019-03-20,3.1046
2019-03-21,1.0111
2019-03-22,-2.849
2019-03-25,-4.6196
2019-03-26,-1.9112
2019-03-27,-1.186
2019-03-28,0.3062
2019-03-29,-2.4786
2019-04-01,3.7937
2019-04-02,-0.7238
2019-04-03,0.5468
2019-04-04,0.858
2019-04-05,-2.9475
2019-04-08,-1.2346
2019-04-09,2.8
2019-04-10,0.7539
2019-04-11,-0.0121
2019-04-12,-0.6156
2019-04-15,-0.4372
2019-04-16,0.7441
2019-04-17,0.3511
2019-04-18,-0.4344
2019-04-22,1.6238000000000001
2019-04-23,2.4922
2019-04-24,-0.1745
2019-04-25,-2.1212
2019-04-26,3.0603
2019-04-29,-1.3634
2019-04-30,0.2108
2019-05-01,-0.713
2019-05-02,-0.4356
2019-05-03,1.6909
2019-05-06,-1.7208999999999999
2019-05-07,-0.1183
2019-05-08,-1.3267
2019-05-09,2.557
2019-05-10,3.4063
2019-05-13,-5.8184000000000005
2019-05-14,1.9952
2019-05-15,-2.3804
2019-05-16,1.9073
2019-05-17,-1.5044
2019-05-20,0.1203
2019-05-21,0.8889
2019-05-22,-0.0595
2019-05-23,-0.5123
2019-05-24,-0.5987
2019-05-28,0.9035
2019-05-29,-1.9102000000000001
2019-05-30,2.0691
2019-05-31,-2.1584
2019-06-03,-3.2054
2019-06-04,2.8204000000000002
2019-06-05,0.2817
2019-06-06,-2.0027
2019-06-07,1.4205999999999999
2019-06-10,-2.359
2019-06-11,0.3398
2019-06-12,-1.6679
2019-06-13,-3.9663
2019-06-14,-1.1023
2019-06-17,1.3965
2019-06-18,0.49
2019-06-19,-1.0411
2019-06-20,3.6356
2019-06-21,-2.0817
2019-06-24,-1.5091999999999999
2019-06-25,-1.1059
2019-06-26,-2.1423
2019-06-27,2.1616
2019-06-28,0.6199
2019-07-01,1.0447
2019-07-02,4.149
2019-07-03,-1.5146
2019-07-05,1.4344999999999999
2019-07-08,0.1147
2019-07-09,2.6852
2019-07-10,4.3128
2019-07-11,5.9285
2019-07-12,4.5985
2019-07-15,0.9543
2019-07-16,0.9134
2019-07-17,1.042
2019-07-18,1.8437999999999999
2019-07-19,1.0637
2019-07-22,0.5769
2019-07-23,-2.5558
2019-07-24,2.4164
2019-07-25,-0.9478
2019-07-26,4.4279
2019-07-29,-2.1542
2019-07-30,0.0797
2019-07-31,-1.6225
2019-08-01,-1.3356
2019-08-02,-3.2612
2019-08-05,-5.2157
2019-08-06,-0.5369
2019-08-07,-0.596
2019-08-08,1.3009
2019-08-09,-3.3836
2019-08-12,0.4508
2019-08-13,-0.5753
2019-08-14,-1.5507
2019-08-15,-1.3871
2019-08-16,1.6093
2019-08-19,-0.5162
2019-08-20,-3.3255
2019-08-21,2.5494
2019-08-22,-0.9754
2019-08-23,-3.3634
2019-08-26,-0.5469
2019-08-27,-0.5249
2019-08-28,0.6785
2019-08-29,10.77
2019-08-30,-0.9802
2019-09-03,-6.4171
2019-09-04,3.9878
2019-09-05,4.0571
2019-09-06,-0.236
2019-09-09,-4.2798
2019-09-10,2.5297
2019-09-11,10.511800000000001
2019-09-12,-2.3676
2019-09-13,-0.2872
2019-09-16,-2.24
2019-09-17,2.4112999999999998
2019-09-18,-1.9284
2019-09-19,1.7925
2019-09-20,0.6083
2019-09-23,-2.1534
2019-09-24,-6.4289
2019-09-25,-1.4714
2019-09-26,-0.0823
2019-09-27,-2.4362
2019-09-30,-0.6755
2019-10-01,-0.1579
2019-10-02,-2.822
2019-10-03,3.5799
2019-10-04,3.577
2019-10-07,1.8201
2019-10-08,-3.6095
2019-10-09,1.3909
2019-10-10,-2.1222
2019-10-11,2.1083
2019-10-14,0.5514
2019-10-15,-0.5834
2019-10-16,-7.6399
2019-10-17,-4.8285
2019-10-18,-4.9132
2019-10-21,-0.6599
2019-10-22,-1.583
2019-10-23,2.3409
2019-10-24,4.7432
2019-10-25,-0.0536
2019-10-28,-0.8847
2019-10-29,0.284
2019-10-30,0.5125
2019-10-31,-3.3811999999999998
2019-11-01,3.2912
2019-11-04,0.484
2019-11-05,0.6824
2019-11-06,-2.99
2019-11-07,-0.1096
2019-11-08,-0.7405
2019-11-11,-2.2935
2019-11-12,1.4847000000000001
2019-11-13,2.926
2019-11-14,-2.3284000000000002
2019-11-15,2.9106
2019-11-18,2.0337
2019-11-19,1.4256
2019-11-20,1.3014000000000001
2019-11-21,-0.3983
2019-11-22,1.78
2019-11-25,0.3929
2019-11-26,0.3156
2019-11-27,0.6418
2019-11-29,-0.7127
2019-12-02,-3.7779
2019-12-03,1.7930000000000001
2019-12-04,0.54
2019-12-05,-17.8772
2019-12-06,-0.5917
2019-12-09,-2.4436
2019-12-10,0.3051
2019-12-11,-0.7684
2019-12-12,-1.5809
2019-12-13,1.8849
2019-12-16,-0.0161
2019-12-17,0.4344
2019-12-18,2.2429
2019-12-19,-0.3604
2019-12-20,-0.7077
2019-12-23,2.4232
2019-12-24,0.5721
2019-12-26,-0.0615
2019-12-27,0.0308
2019-12-30,-1.5072
2019-12-31,0.406
2020-01-02,2.3173
2020-01-03,0.4408
2020-01-06,2.618
2020-01-07,2.3448
2020-01-08,0.5331
2020-01-09,-0.5733
2020-01-10,-0.2162
2020-01-13,-0.7657
2020-01-14,2.8825
2020-01-15,1.1745
2020-01-16,0.5175
2020-01-17,-1.948
2020-01-21,-0.1987
2020-01-22,-2.0048
2020-01-23,-1.2913999999999999
2020-01-24,-2.4107
2020-01-27,-1.928
2020-01-28,1.3516
2020-01-29,0.4243
2020-01-30,-0.1962
2020-01-31,-1.905
2020-02-03,0.9556
2020-02-04,6.458
2020-02-05,-3.6856
2020-02-06,2.8291
2020-02-07,0.7819
2020-02-10,2.7298999999999998
2020-02-11,0.0
2020-02-12,0.993
2020-02-13,-0.0969
2020-02-14,0.6515
2020-02-18,0.8126
2020-02-19,0.4918
2020-02-20,0.0272
2020-02-21,-1.0873
2020-02-24,-2.0335
2020-02-25,-7.223
2020-02-26,-3.5525
2020-02-27,12.7429
2020-02-28,2.6832000000000003
2020-03-02,-1.5164
2020-03-03,-6.97
2020-03-04,6.1475
2020-03-05,0.0418
2020-03-06,-10.7431
2020-03-09,-12.9093
2020-03-10,3.831
2020-03-11,-8.9655
2020-03-12,-7.6515
2020-03-13,5.6604
2020-03-16,-11.937100000000001
2020-03-17,0.8596
2020-03-18,-3.5839
2020-03-19,9.1795
2020-03-20,3.716
2020-03-23,-2.462
2020-03-24,12.8668
2020-03-25,2.3273
2020-03-26,0.231
2020-03-27,-4.9459
2020-03-30,3.8605
2020-03-31,0.2155
2020-04-01,-7.3822
2020-04-02,-5.9973
2020-04-03,-2.4696
2020-04-06,10.9728
2020-04-07,-1.5782
2020-04-08,7.6507
2020-04-09,-3.0869
2020-04-13,-0.1296
2020-04-14,5.229
2020-04-15,2.326
2020-04-16,0.7405
2020-04-17,4.906
2020-04-20,-0.1467
2020-04-21,-4.4386
2020-04-22,2.9372
2020-04-23,-0.4811
2020-04-24,1.9337
2020-04-27,1.7006999999999999
2020-04-28,-2.3959
2020-04-29,4.7941
2020-04-30,0.8332
2020-05-01,-3.1182
2020-05-04,1.5127000000000002
2020-05-05,0.9512
2020-05-06,2.9209
2020-05-07,7.6747
2020-05-08,1.6296
2020-05-11,-0.1394
2020-05-12,-1.3963
2020-05-13,-2.0816
2020-05-14,0.9978
2020-05-15,1.1598
2020-05-18,1.2031
2020-05-19,3.3706
2020-05-20,2.1107
2020-05-21,1.2985
2020-05-22,9.1825
2020-05-26,1.7731
2020-05-27,-5.0853
2020-05-28,1.327
2020-05-29,5.1652000000000005
2020-06-01,4.3529
2020-06-02,-1.0261
2020-06-03,0.5973
2020-06-04,-3.8311
2020-06-05,1.2231
2020-06-08,-5.42
2020-06-09,-0.292
2020-06-10,0.0488
2020-06-11,-3.5248
2020-06-12,5.5499
2020-06-15,3.2579000000000002
2020-06-16,1.218
2020-06-17,0.5386
2020-06-18,2.029
2020-06-19,1.2959
2020-06-22,3.0881
2020-06-23,-0.6526
2020-06-24,-1.8415
2020-06-25,1.9967000000000001
2020-06-26,-0.925
2020-06-29,-0.38
2020-06-30,0.4904
2020-07-01,2.722
2020-07-02,-0.1478
2020-07-06,-1.0996
2020-07-07,-0.2352
2020-07-08,3.5041
2020-07-09,1.7911000000000001
2020-07-10,-3.1428
2020-07-13,-5.807
2020-07-14,-0.8584
2020-07-15,0.9333
2020-07-16,-1.4929000000000001
2020-07-17,2.1941
2020-07-20,2.8994999999999997
2020-07-21,-1.3766
2020-07-22,0.1527
2020-07-23,-0.5335
2020-07-24,-2.7696
2020-07-27,1.8239
2020-07-28,-0.6192
2020-07-29,3.9386
2020-07-30,1.2845
2020-07-31,1.6593
