ticker,QRRY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-29,-5.5814
2013-07-30,-0.4926
2013-08-01,0.9901
2013-08-06,1.9607999999999999
2013-08-07,-1.4423
2013-08-08,1.4634
2013-08-09,-1.4423
2013-08-12,-0.0976
2013-08-14,-1.2695
2013-08-15,0.3956
2013-08-16,-1.4778
2013-08-19,0.0
2013-08-20,0.1
2013-08-21,0.3996
2013-08-23,0.0
2013-08-26,-0.4975
2013-08-27,-1.0
2013-08-29,1.5152
2013-09-06,-2.8856
2013-09-17,1.4344000000000001
2013-09-23,1.1111
2013-10-09,-0.0999
2013-10-10,0.1
2013-10-22,2.8971
2013-11-21,0.9709
2013-11-25,-2.9808
2013-11-29,3.0723
2013-12-10,-0.9615
2013-12-11,0.0
2014-01-17,-1.9417
2014-01-28,-0.495
2014-02-28,1.99
2014-03-25,1.4634
2014-03-26,0.0
2014-03-28,1.9231
2014-04-01,0.0
2014-04-04,-2.3585
2014-04-07,0.0
2014-04-16,1.3527
2014-04-23,-1.1439
2014-04-24,-0.1929
2014-04-29,-1.3527
2014-05-06,1.3712
2014-05-08,0.9662
2014-05-09,0.0
2014-05-12,1.4354
2014-05-13,1.4151
2014-05-16,-0.9302
2014-05-20,0.939
2014-06-09,-2.3256
2014-06-10,-2.3810000000000002
2014-07-02,0.0
2014-08-01,4.878
2014-08-28,0.186
2014-09-12,0.0
2014-09-30,0.7428
2014-10-03,0.0
2014-11-14,0.0
2014-11-20,-2.765
2014-11-21,0.0
2014-11-24,0.0948
2014-11-25,0.0
2014-12-05,0.0
2014-12-12,0.0
2014-12-18,1.7992
2015-01-20,8.3721
2015-01-21,0.1717
2015-02-03,1.9708999999999999
2015-02-19,-5.042
2015-03-12,0.0
2015-03-25,7.0796
2015-03-27,4.9587
2015-03-30,1.4961
2015-04-20,2.4050000000000002
2015-05-04,1.1364
2015-05-15,-4.0449
2015-06-12,-6.3232
2015-06-15,-1.6667
2015-06-22,7.6271
2015-06-29,-5.5118
2015-07-10,-0.8333
2015-08-12,1.9327999999999999
2015-08-21,-1.0717
2015-09-10,-0.4167
2015-11-20,1.0879
2015-12-01,0.1656
2016-01-20,-0.3306
2016-02-04,-0.3317
2016-03-24,0.6656
2016-04-14,-1.6529
2016-04-18,5.042
2016-04-20,0.0
2016-04-25,0.0
2016-04-27,5.52
2016-07-28,0.0
2016-08-25,-1.4405000000000001
2016-09-09,-0.7692
2016-09-19,0.0572
2016-09-30,2.2671
2016-10-03,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-14,0.3788
2016-11-23,1.8868
2016-11-30,2.1481
2016-12-01,16.6062
2016-12-09,-16.0448
2016-12-13,0.3704
2016-12-20,3.321
2016-12-22,0.0
2017-01-04,0.3571
2017-04-21,9.6085
2017-04-28,4.3506
2017-05-08,-4.6056
2017-05-31,-2.3802
2017-06-05,3.575
2017-06-22,-4.8387
2017-07-11,3.0508
2017-07-21,1.3158
2017-08-07,0.0
2017-10-06,0.6494
2017-11-28,-4.5161
2017-12-07,3.1892
2017-12-27,-0.7988
2018-01-31,0.6601
2018-02-06,-0.3279
2018-02-21,0.0
2018-02-23,1.9737
2018-02-27,-2.9032
2018-03-08,0.0
2018-04-23,-0.3322
2018-04-25,-0.3333
2018-04-26,-0.6689
2018-05-04,0.0
2018-05-09,1.3468
2018-05-21,2.9894
2018-07-23,4.1942
2018-07-25,2.1672
2018-10-05,-4.2424
2018-10-24,1.5823
2018-11-19,0.0
2018-11-20,0.0
2018-12-13,0.0
2018-12-18,-4.9844
2018-12-21,-1.6393
2018-12-24,-1.3333
2018-12-31,-1.6892
2019-01-07,2.0619
2019-02-06,-2.0202
2019-02-08,-3.7801
2019-02-21,0.0
2019-05-23,6.7857
2019-05-28,-8.8294
2019-06-03,-0.5869
2019-06-05,3.321
2019-06-17,0.0
2019-06-18,0.6429
2019-09-25,-2.4131
2019-09-26,0.3636
2019-10-10,11.9565
2019-11-20,-10.6796
2020-01-15,1.087
2020-01-16,3.9427
2020-02-28,-3.4483
2020-03-06,0.0
2020-03-09,-1.4285999999999999
2020-03-16,-4.7101
2020-03-19,-8.7452
2020-03-23,-10.0
2020-04-09,0.463
2020-04-15,1.2903
2020-04-16,0.091
2020-04-17,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-05-28,-1.8182
2020-05-29,0.0
2020-06-24,1.4815
2020-06-25,0.365
2020-07-10,0.9091
2020-07-13,1.8018
2020-07-23,3.4513
2020-07-30,0.2566
