ticker,KCMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-22,13.6364
2007-05-25,0.0
2007-08-21,0.0
2007-11-30,-40.0
2008-01-25,-64.0
2008-01-28,0.0
2008-01-29,307.4074
2008-01-30,-72.7273
2008-01-31,0.0
2008-02-01,16.6667
2008-02-04,0.0
2008-02-05,5.7143
2008-02-06,0.0
2008-02-07,8.1081
2008-02-08,12.5
2008-02-11,0.0
2008-02-12,-17.7778
2008-02-13,2.7027
2008-02-15,23.6513
2008-02-19,-14.871
2008-02-20,-2.5
2008-02-21,0.0
2008-02-25,-5.1282
2008-02-26,-8.1081
2008-02-27,-2.9412000000000003
2008-02-28,0.0
2008-03-03,-24.2424
2008-03-04,-6.0
2008-03-05,-46.8085
2008-03-06,-4.0
2008-03-10,25.0
2008-03-11,-20.0
2008-03-12,8.3333
2008-03-14,0.0
2008-03-17,-11.538499999999999
2008-03-18,-21.7391
2008-03-20,11.1111
2008-03-24,-40.0
2008-03-25,0.0
2008-03-27,16.6667
2008-03-28,0.0
2008-03-31,0.0
2008-04-02,0.0
2008-04-11,0.0
2008-04-14,42.8571
2008-04-15,0.0
2008-04-16,0.0
2008-04-18,5.0
2008-04-21,-14.2857
2008-04-22,-11.1111
2008-04-23,3.125
2008-04-25,3.0303
2008-04-29,-5.8824
2008-04-30,0.0
2008-05-02,12.5
2008-05-06,-33.3333
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,-16.6667
2008-05-12,0.0
2008-05-13,-20.0
2008-05-14,0.0
2008-05-15,12.5
2008-05-16,-11.1111
2008-05-19,-25.0
2008-05-20,0.0
2008-05-23,33.3333
2008-05-27,0.0
2008-05-28,25.0
2008-05-29,-20.0
2008-06-03,0.0
2008-06-04,0.0
2008-06-09,0.0
2008-06-10,75.0
2008-06-11,-28.5714
2008-06-16,0.0
2008-06-18,-20.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-24,-12.5
2008-06-25,-14.2857
2008-06-26,16.6667
2008-06-30,0.0
2008-07-02,0.0
2008-07-09,-71.4286
2008-07-10,100.0
2008-07-11,25.0
2008-07-14,40.0
2008-07-15,0.0
2008-07-16,0.0
2008-07-21,-14.2857
2008-07-23,-16.6667
2008-07-24,0.0
2008-07-29,-40.0
2008-07-30,0.0
2008-08-01,-33.3333
2008-08-06,0.0
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-27,0.0
2008-08-28,0.0
2008-09-02,-10.0
