ticker,HTSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,16.6667
2000-01-04,0.0
2000-01-06,-14.2857
2000-01-07,0.0
2000-01-10,16.6667
2000-01-13,28.5714
2000-01-20,-33.3333
2000-01-24,50.0
2000-01-26,-22.2222
2000-01-27,14.2857
2000-01-31,12.5
2000-02-04,0.0
2000-02-07,0.0
2000-02-09,-22.2222
2000-02-11,0.0
2000-02-14,28.5714
2000-02-17,-0.0889
2000-02-23,-22.153
2000-02-29,14.2857
2000-03-01,-12.5
2000-03-02,14.2857
2000-03-03,0.0
2000-03-06,-12.5
2000-03-07,0.0
2000-03-08,14.2857
2000-03-09,0.0
2000-03-10,75.0
2000-03-14,-14.2857
2000-03-15,-16.6667
2000-03-16,30.0
2000-03-17,-23.0769
2000-03-20,-20.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-30,-12.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-07,0.0
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,-31.8182
2000-04-20,0.0
2000-04-25,-80.0
2000-05-03,66.6667
2000-05-05,0.0
2000-05-11,-60.0
2000-05-15,-25.0
2000-05-16,0.0
2000-05-19,433.3333
2000-05-22,-87.5
2000-05-23,50.0
2000-05-24,0.0
2000-05-25,-26.6667
2000-05-30,0.0
2000-06-01,-9.0909
2000-06-02,10.0
2000-06-06,-9.0909
2000-06-07,-40.0
2000-06-12,66.6667
2000-06-13,0.0
2000-06-14,0.0
2000-06-19,0.0
2000-06-30,-20.0
2000-07-18,0.0
2000-07-25,0.0
2000-08-02,0.0
2000-08-14,0.0
2000-08-16,0.0
2000-08-18,0.0
2000-08-25,0.0
2000-08-29,12.5
2000-09-05,11.1111
2000-09-08,0.0
2000-09-19,0.0
2000-09-20,0.0
2000-09-21,0.0
2000-09-22,0.0
2000-10-06,0.0
2000-10-12,0.0
2000-10-16,-10.0
2000-10-19,0.0
2000-10-23,0.0
2000-10-24,-55.5556
2000-10-31,0.0
2000-11-03,0.0
2000-11-06,0.0
2000-11-10,0.0
2000-11-13,0.0
2000-11-15,-90.625
2000-11-16,966.6667
2000-11-21,0.0
2000-11-28,0.0
2000-12-07,75.0
2000-12-15,-42.8571
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-10,0.0
2001-02-06,0.0
2001-02-12,0.0
2001-03-06,0.0
2001-03-12,0.0
2001-04-25,-75.0
