ticker,BPCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,5.2632
2000-01-25,0.0
2000-01-26,0.0
2000-02-23,0.0
2000-02-28,0.0
2000-03-13,0.0
2000-03-15,5.0
2000-04-19,109.5238
2000-07-12,-52.2727
2000-08-22,-4.7619
2000-08-23,0.0
2000-09-08,0.0
2000-09-12,5.0
2000-09-13,33.3333
2000-09-14,17.8571
2000-09-15,0.0
2000-09-22,0.0
2000-10-04,-32.1212
2000-10-06,0.0
2000-10-20,0.0
2000-10-23,0.0
2000-10-24,0.0
2000-10-31,16.0714
2000-11-03,-17.5385
2000-11-14,0.0
2000-11-28,0.0
2000-12-11,0.0
2000-12-19,0.0
2000-12-20,49.2537
2000-12-28,-33.0
2001-01-02,0.0
2001-01-08,67.9104
2001-01-09,13.8889
2001-01-19,0.0
2001-01-26,7.3171
2001-02-01,-13.6364
2001-02-05,0.0
2001-02-12,-18.4211
2001-02-27,0.0
2001-03-21,0.0
2001-03-29,-25.8065
2001-04-02,30.4348
2001-04-04,-28.5333
2001-04-05,39.9254
2001-04-20,-28.5333
2001-04-27,0.0
2001-05-04,0.0
2001-05-09,-4.4776
2001-05-17,110.9375
2001-05-25,-25.9259
2001-05-30,0.0
2001-06-22,0.0
2001-06-25,-25.0
2001-07-19,41.6667
2001-09-04,8.2353
2001-10-05,-7.6087
2001-10-11,8.2353
2001-10-18,2.6087
2001-12-05,-7.6271
2001-12-17,0.9174
2001-12-20,13.6364
2001-12-27,0.0
2002-01-07,-8.0
2002-01-30,0.0
2002-02-14,9.1304
2002-02-19,-56.1753
2002-04-03,90.9091
2002-04-04,0.0
2002-04-24,0.0
2002-05-07,14.2857
2002-05-20,20.8333
2002-06-25,3.4483
2002-07-02,-16.6667
2002-07-11,0.0
2002-07-18,0.0
2002-07-23,20.0
2002-08-05,-23.3333
2002-08-07,8.6957
2002-08-23,-19.2
2002-08-27,0.0
2002-08-30,0.0
2002-09-10,0.0
2002-09-23,-45.5446
2002-10-14,0.0
2002-11-19,0.0
2002-11-27,0.0
2002-12-13,0.0
2002-12-16,0.0
2002-12-27,9.0909
2002-12-31,68.3333
2003-01-21,-0.9901
2003-01-22,0.0
2003-03-03,-45.0
2003-03-07,81.8182
2003-03-18,-45.0
2003-05-09,81.8182
2003-05-16,-25.0
2003-05-22,0.0
2003-06-02,33.3333
2003-06-20,0.0
2003-07-15,-35.0
2003-07-18,-15.3846
2003-07-21,0.0
2003-08-12,36.3636
2003-08-13,100.0
2003-08-28,-86.6667
2003-09-09,0.0
2003-11-17,0.0
2003-12-04,0.0
2003-12-30,405.0
2004-01-21,-30.6931
2004-01-27,71.4286
2004-01-28,-15.0
2004-02-04,7.8431
2004-03-10,13.6364
2004-04-15,8.0
2004-05-05,22.2222
2004-05-06,-3.0303
2004-05-07,6.25
2004-05-10,-2.9412000000000003
2004-05-11,0.0
2004-05-12,-12.1212
2004-05-13,-10.3448
2004-05-14,11.538499999999999
2004-05-17,-3.4483
2004-06-08,0.0
2004-06-09,1.4285999999999999
2004-06-10,2.1127
2004-07-01,3.4483
2004-07-12,0.0
2004-07-13,0.0
2004-07-19,50.0
2004-07-20,0.0
2004-07-29,0.0
2004-08-23,-33.3333
2004-09-01,0.0
2004-10-01,0.0
2004-10-06,3.3333
2004-10-11,-3.2258
2004-11-02,50.0
2004-11-10,-31.1111
2004-11-11,-0.5161
2004-11-16,-12.4514
2004-11-17,0.0
2004-11-18,3.7037
2004-11-30,-3.5714
2004-12-14,11.1111
2004-12-29,0.0
2005-01-31,-10.0
2005-03-16,66.6667
2005-03-18,0.0
2005-03-22,-33.3333
2005-04-06,50.0
2005-04-14,0.0
2005-04-21,0.0
2005-04-22,0.0
2005-04-29,-15.5556
2005-05-18,-7.8947
2005-06-30,-14.2857
2006-03-29,141.1765
2009-09-24,-53.3333
2010-01-11,57.1429
2010-04-14,400.0
2010-11-16,-24.4444
2011-02-16,20.5882
2011-03-28,0.0
2011-04-27,-3.8462
2011-06-10,4.0
2011-06-16,9.6154
2011-09-30,57.8947
2011-11-14,0.0
2012-01-11,0.0
2012-06-15,2.2222
2012-07-13,0.0
2012-07-20,0.0
2012-08-10,-14.8936
2012-12-13,55.05
2013-05-06,6.4173
2013-07-16,0.0
2013-09-27,3.0303
2013-11-13,0.0
2013-11-15,0.0
2014-01-08,2.9412000000000003
2014-02-11,2.8571
2014-06-10,2.7778
2015-04-14,27.027
2015-05-05,4.2553
2015-05-11,2.0408
2015-08-13,12.0
2015-08-14,7.1429
2015-09-23,-1.6667
2015-10-22,0.0
2015-12-09,0.0
2015-12-29,0.0
2016-01-14,0.0
2016-01-27,-1.6949
2016-03-14,1.7241
2016-04-20,0.0
2016-05-10,0.0
2016-07-01,1.6949
2016-11-28,0.0
2017-01-18,8.3333
2017-03-14,-6.1538
2017-05-05,0.0002
2017-07-05,-0.0002
2017-10-23,0.0
2017-10-25,0.0
2017-11-02,0.0
2017-11-08,186.8852
2017-11-30,-65.1429
2017-12-29,0.0
2018-01-29,0.0
2018-02-27,0.0
2018-06-07,0.0
2018-09-24,0.0
2019-03-25,0.0
2020-05-04,-1.6393
2020-05-06,-16.6667
2020-05-12,-0.4
