ticker,JKHY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.1164
2000-01-04,-8.1395
2000-01-05,2.0253
2000-01-06,-0.9926
2000-01-07,0.0
2000-01-10,3.6967
2000-01-11,0.423
2000-01-12,-0.4813
2000-01-13,0.6046
2000-01-14,1.4423
2000-01-18,4.7393
2000-01-19,1.9231
2000-01-20,0.9989
2000-01-21,2.1978
2000-01-24,0.2151
2000-01-25,-0.3219
2000-01-26,-0.1076
2000-01-27,0.2155
2000-01-28,0.4301
2000-01-31,-1.9272
2000-02-01,-3.9301
2000-02-02,0.0
2000-02-03,0.4545
2000-02-04,6.3347999999999995
2000-02-07,0.8511
2000-02-08,1.7932000000000001
2000-02-09,0.5181
2000-02-10,-1.4948000000000001
2000-02-11,2.1455
2000-02-14,-1.2705
2000-02-15,-1.1435
2000-02-16,1.0515
2000-02-17,-0.1041
2000-02-18,-0.1042
2000-02-22,-0.7299
2000-02-23,3.6239
2000-02-24,1.3685
2000-02-25,2.0
2000-02-28,1.4216
2000-02-29,8.0715
2000-03-01,0.8945
2000-03-02,-0.6206
2000-03-03,0.1784
2000-03-06,0.2671
2000-03-07,-2.3091
2000-03-08,2.0
2000-03-09,5.7041
2000-03-10,5.5649
2000-03-13,-5.2716
2000-03-14,3.204
2000-03-15,-2.7778
2000-03-16,-3.1933
2000-03-17,0.2604
2000-03-20,-5.8009
2000-03-21,0.1838
2000-03-22,5.5046
2000-03-23,3.1304
2000-03-24,0.0
2000-03-27,-2.8668
2000-03-28,-4.6875
2000-03-29,0.1821
2000-03-30,-3.4545
2000-03-31,11.1111
2000-04-03,-4.7458
2000-04-04,-3.9146
2000-04-05,3.5185
2000-04-06,3.7567
2000-04-07,7.5862
2000-04-10,-11.2179
2000-04-11,3.5199
2000-04-12,-0.0872
2000-04-13,-5.7592
2000-04-14,-5.3704
2000-04-17,11.1546
2000-04-18,6.6901
2000-04-19,6.6007
2000-04-20,-4.4892
2000-04-24,2.5932
2000-04-25,-0.7899
2000-04-26,-8.2803
2000-04-27,11.8056
2000-04-28,-1.8634
2000-05-01,1.2658
2000-05-02,-6.4375
2000-05-03,1.6722000000000001
2000-05-04,3.9474
2000-05-05,0.9494
2000-05-08,-8.1505
2000-05-09,0.5119
2000-05-10,-1.3582
2000-05-11,7.401
2000-05-12,-6.0897
2000-05-15,-0.3413
2000-05-16,5.1370000000000005
2000-05-17,3.7459
2000-05-18,-6.4364
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,-2.1812
