ticker,MDTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-24,-5.9406
2011-11-11,278.9474
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,33.3333
2011-11-17,-21.875
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,-4.0
2011-11-25,-4.1667
2011-11-28,4.3478
2011-11-29,0.8333
2011-11-30,-0.8264
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,8.3333
2011-12-06,7.6923
2011-12-07,-13.5714
2011-12-08,0.8264
2011-12-09,-1.6393
2011-12-12,1.6667
2011-12-13,-1.6393
2011-12-14,-2.5
2011-12-16,2.5641
2011-12-19,0.8333
2011-12-20,-0.8264
2011-12-22,-4.1667
2011-12-23,21.7391
2011-12-27,-14.2857
2011-12-28,0.8333
2011-12-30,-0.8264
2012-01-03,0.0
2012-01-04,0.8333
2012-01-05,-2.4793
2012-01-09,0.0
2012-01-10,1.6949
2012-01-11,16.6667
2012-01-17,-15.7143
2012-01-18,10.1695
2012-01-20,-7.6923
2012-01-23,0.0
2012-01-24,15.8333
2012-01-25,-13.6691
2012-01-26,8.3333
2012-02-01,-7.6923
2012-02-02,15.0
2012-02-03,-2.8986
2012-02-06,-14.1791
2012-02-07,16.5217
2012-02-08,-9.7015
2012-02-09,-0.8264
2012-02-10,0.0
2012-02-14,-16.6667
2012-02-15,0.0
2012-02-16,1.0
2012-02-17,3.9604
2012-02-21,1.9048
2012-02-22,-43.9252
2012-02-23,3.3333
2012-02-24,-17.7419
2012-02-28,-21.5686
2012-03-02,-12.5
2012-03-05,-28.5714
2012-03-09,-4.0
2012-03-15,0.0
2012-03-20,-16.6667
2012-03-21,-15.0
2012-03-22,0.0
2012-03-23,-11.7647
2012-03-28,-33.3333
2012-04-17,10.0
2012-04-19,-9.0909
2012-04-20,70.0
2012-04-23,47.0588
2012-04-24,0.0
2012-04-25,-4.0
2012-04-26,-8.3333
2012-04-27,4.5455
2012-05-10,-13.0435
2012-05-16,-30.0
2012-05-22,621.4286
2012-05-23,-75.2475
2012-05-24,140.0
2012-05-30,-7.5
2012-05-31,-78.3784
2012-06-01,-16.6667
2012-06-13,-50.0
2012-06-15,40.0
2012-06-18,-28.5714
2012-06-19,40.0
2012-06-20,14.2857
2012-06-22,-31.25
2012-06-26,0.0
2012-06-27,45.4545
2012-07-02,0.0
2012-07-09,-43.75
2012-07-11,-11.1111
2012-07-16,0.0
2012-07-17,-47.5
2012-07-23,66.6667
2012-07-24,25.7143
2012-07-25,2.2727
2012-08-03,-53.3333
2012-11-02,-4.7619
2012-11-05,0.0
2012-11-06,0.0
2012-11-08,-35.0
2012-11-20,-90.8654
2012-11-29,205.2632
2012-12-12,-12.069
2013-04-29,45.098
2013-05-13,-75.6757
2013-05-31,122.2222
2013-06-26,20.0
2013-09-16,6.25
2013-09-17,0.0
2013-11-25,0.0
2013-12-12,-58.8235
2014-03-17,2185.7143
2014-03-18,166.6667
2014-03-19,0.0
2014-03-25,12.5
2014-03-31,-38.8889
2014-04-02,18.1818
2014-04-03,0.0
2014-04-07,-59.2308
2014-04-22,-47.1698
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,0.0
2014-05-02,-10.7143
2014-05-19,-76.0
2014-05-20,0.0
2014-06-05,6.25
2014-06-27,0.0
2014-08-11,0.0
2015-02-09,-33.3333
2015-04-06,8.8235
2015-04-10,0.0
2015-05-26,0.0
2015-06-18,-29.7297
2015-07-20,23.0769
2015-07-21,100.0
2015-07-23,0.0
2015-07-24,-25.0
2015-08-11,0.0
2015-12-29,-6.25
2015-12-30,0.0
2016-03-22,73.3333
2016-05-02,66.6667
2016-05-25,-1.5385
2016-06-02,-73.4375
2016-08-29,-5.8824
2017-01-13,275.0
2017-01-17,-73.3333
2017-01-18,218.75
2017-01-19,-10.7843
2017-02-03,0.0
2017-02-22,0.0
2017-03-22,2.1978
2017-06-26,-31.1828
2017-06-30,-37.5
2018-02-28,180.0
2018-03-01,-17.1429
2018-03-08,12.069
2018-03-29,-50.7692
2018-04-05,0.0
2018-05-16,-18.75
2018-06-15,280.7692
2018-06-25,-10.101
2018-09-18,27.2472
2018-10-04,-17.8808
2018-10-09,-3.2258
2018-12-31,-50.0
2019-02-22,11.1111
2019-02-25,328.0
2019-02-27,0.0
2019-02-28,16.822400000000002
2019-03-01,-60.0
2019-03-05,1.0
2019-03-22,0.0
2019-04-17,14.8515
2019-04-30,72.4138
2019-05-30,-25.0
2019-06-13,-16.6667
2019-06-19,0.0
2019-07-02,-4.0
2019-08-06,-8.3333
2019-08-22,-9.0909
2019-09-12,-15.0
2019-09-17,-11.7647
2019-09-27,-5.3333
2019-10-10,0.0
2019-10-18,0.0
2019-10-29,5.6338
2019-10-30,0.0
2019-11-18,-18.6667
2019-12-05,0.0
2019-12-06,195.082
2019-12-10,-5.5556
2019-12-19,-40.5882
2019-12-26,38.6139
2019-12-27,-49.2857
2020-02-03,-1.4085
2020-02-12,0.0
2020-02-26,0.0
2020-03-18,7.1429
2020-03-25,100.0
2020-03-26,93.3333
2020-04-02,-56.3966
2020-04-13,-44.6422
2020-04-15,7.8571
2020-04-20,3.3113
2020-04-22,-16.6667
2020-04-24,0.0
2020-05-06,100.0
2020-05-19,-73.0769
2020-05-22,14.2857
2020-05-26,100.0
2020-05-27,12.5
2020-06-05,-11.1111
2020-06-25,-60.0
2020-06-29,150.0
2020-06-30,-50.0
2020-07-01,275.0
2020-07-06,-3.3333
2020-07-07,-72.4138
2020-07-09,0.0
2020-07-31,-12.5
