ticker,QNTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-06,1.0204
2007-07-09,-1.5152
2007-07-11,-7.1795
2007-07-12,2.7624
2007-07-13,0.0
2007-07-16,0.5376
2007-07-17,-0.5348
2007-07-18,0.0
2007-07-19,-2.6882
2007-07-20,-0.5525
2007-07-23,0.0
2007-07-24,0.5556
2007-07-25,0.0
2007-07-26,-0.5525
2007-07-27,0.0
2007-07-30,-3.3333
2007-07-31,0.5747
2007-08-01,0.0
2007-08-02,1.7143000000000002
2007-08-06,-3.3708
2007-08-07,4.6512
2007-08-08,-2.7778
2007-08-09,0.0
2007-08-10,0.0
2007-08-15,0.9143
2007-08-16,-0.3398
2007-08-17,0.5682
2007-08-20,-0.565
2007-08-21,0.0
2007-08-22,0.0
2007-08-23,0.0
2007-08-24,0.5682
2007-08-28,-0.565
2007-08-29,0.5682
2007-08-30,1.6949
2007-09-04,0.0
2007-09-05,-0.1111
2007-09-06,0.1112
2007-09-10,1.1111
2007-09-17,-1.0989
2007-09-19,0.5556
2007-09-21,2.2099
2007-09-24,-1.6216
2007-09-26,-1.0989
2007-09-27,0.0
2007-10-03,0.0
2007-10-04,0.4444
2007-10-05,0.3319
2007-10-08,-0.7718
2007-10-10,2.2222
2007-10-11,-0.5435
2007-10-12,1.0929
2007-10-15,0.0
2007-10-16,0.2162
2007-10-18,0.863
2007-10-19,0.0
2007-10-22,0.0
2007-10-24,1.6042999999999998
2007-10-25,1.0526
2007-10-29,1.5625
2007-10-30,0.5128
2007-10-31,0.5102
2007-11-01,0.0
2007-11-02,-1.0152
2007-11-05,0.0
2007-11-06,-0.5128
2007-11-07,-2.0619
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,-2.6316
2007-11-13,3.7838000000000003
2007-11-19,0.0
2007-11-28,2.0833
2007-12-03,0.5102
2007-12-07,-8.6294
2007-12-12,-4.6667
2007-12-13,1.9814
2007-12-14,2.8571
2007-12-18,0.1111
2007-12-19,0.0
2007-12-20,-0.111
2007-12-21,2.2222
2007-12-24,-0.9783
2007-12-27,-1.2075
2007-12-28,0.0
2007-12-31,1.1111
2008-01-14,-1.0989
2008-01-15,0.0
2008-01-16,0.0
2008-01-18,2.7778
2008-01-22,-2.7027
2008-01-23,0.0
2008-01-28,0.0
2008-01-31,1.1111
2008-02-20,3.2967
2008-02-26,-1.0638
2008-02-27,0.0
2008-03-04,-0.5376
2008-03-06,2.3784
2008-03-12,-2.8510999999999997
2008-03-13,0.5435
2008-03-17,0.0
