ticker,PVBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-16,28.5
2015-07-17,-0.3891
2015-07-20,0.7813
2015-07-21,-0.3876
2015-07-22,-0.3113
2015-07-23,-0.3893
2015-07-24,0.5476
2015-07-27,0.1559
2015-07-28,0.0
2015-07-29,-0.4669
2015-07-30,0.4691
2015-07-31,-0.6226
2015-08-03,-0.0783
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.5486
2015-08-07,-0.0779
2015-08-10,-0.546
2015-08-11,0.3922
2015-08-12,-0.0781
2015-08-13,0.0
2015-08-14,0.0782
2015-08-17,0.0
2015-08-18,-1.0937999999999999
2015-08-19,-0.0395
2015-08-20,0.7507
2015-08-21,-0.549
2015-08-24,-2.7603
2015-08-25,0.8921
2015-08-26,-0.0804
2015-08-27,0.0805
2015-08-28,-0.1608
2015-08-31,0.7649
2015-09-01,-0.6792
2015-09-02,-1.1263
2015-09-03,1.3019
2015-09-04,-0.0803
2015-09-08,0.4019
2015-09-09,0.9608
2015-09-10,0.3172
2015-09-11,1.1067
2015-09-14,-0.1564
2015-09-15,1.2529
2015-09-16,-0.232
2015-09-17,-0.0775
2015-09-18,-12.6455
2015-09-21,9.4583
2015-09-22,0.4057
2015-09-23,1.2525
2015-09-24,-0.2394
2015-09-25,-3.12
2015-09-28,0.2477
2015-09-29,1.4827
2015-09-30,0.5682
2015-10-01,0.565
2015-10-02,-0.7223
2015-10-05,0.0808
2015-10-06,0.4039
2015-10-07,-0.3218
2015-10-08,1.4527999999999999
2015-10-12,-0.8751
2015-10-13,0.0
2015-10-14,0.4013
2015-10-15,1.4388
2015-10-16,-1.576
2015-10-19,0.9608
2015-10-20,-1.0309
2015-10-21,0.2404
2015-10-22,-0.3997
2015-10-23,-0.0803
2015-10-26,-1.4859
2015-10-27,1.1007
2015-10-28,-0.3629
2015-10-29,0.3642
2015-10-30,0.0806
2015-11-02,0.0806
2015-11-03,-0.0805
2015-11-04,-0.5641
2015-11-05,0.2431
2015-11-06,-0.1617
2015-11-09,-0.1619
2015-11-12,0.1622
2015-11-13,0.8907
2015-11-16,-0.8026
2015-11-17,0.7282
2015-11-18,-0.6426
2015-11-19,1.1318
2015-11-20,-0.001
2015-11-23,0.4806
2015-11-24,-1.1138
2015-11-25,0.2414
2015-11-27,1.2841
2015-11-30,-0.317
2015-12-01,0.476
2015-12-02,0.3174
2015-12-03,0.5521
2015-12-04,-1.1764999999999999
2015-12-07,1.9841
2015-12-08,0.0
2015-12-09,0.0778
