ticker,NWIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,-3.4884
2000-01-13,0.0
2000-01-21,0.0
2000-01-25,2.4096
2000-01-26,0.0
2000-01-27,2.3529
2000-01-31,-2.2989
2000-02-01,0.0
2000-02-02,0.0
2000-02-08,0.0
2000-02-09,2.3529
2000-02-11,-1.1494
2000-03-03,0.0
2000-03-07,-4.6512
2000-03-08,6.0976
2000-03-15,-5.7471
2000-03-17,0.0
2000-03-21,2.439
2000-03-22,-2.3810000000000002
2000-03-24,3.6585
2000-03-31,-9.5669
2000-04-07,0.0
2000-04-14,7.8947
2000-05-05,3.6585
2000-05-08,-1.1764999999999999
2000-05-09,-1.1905000000000001
2000-05-10,-1.2048
2000-06-16,0.0
2000-06-23,-0.6098
2000-07-03,-0.6705
2000-07-18,0.0
2000-07-27,0.0
2000-08-25,0.0
2000-08-31,0.0
2000-09-01,3.125
2000-10-30,-3.115
2000-11-06,0.0
2000-11-13,0.0
2000-11-14,4.4304
2000-11-21,-5.4545
2000-11-30,0.0
2000-12-08,0.0
2000-12-20,2.5641
2001-01-25,3.7449
2001-02-09,-7.3171
2001-02-13,6.5789
2001-02-26,3.0864
2001-03-06,-1.7964
2001-03-29,1.2846
2001-05-01,-2.439
2001-05-03,2.5
2001-05-07,-2.439
2001-05-17,1.4
2001-05-21,-1.3807
2001-05-22,2.5
2001-05-24,2.439
2001-06-05,-1.4285999999999999
2001-06-15,-3.3816
2001-06-22,0.0
2001-07-03,5.1165
2001-07-13,-2.4096
2001-07-25,1.2346
2001-08-06,-1.2195
2001-08-10,0.0
2001-08-16,0.0
2001-09-06,2.2222
2001-09-18,0.0
2001-10-30,3.7182
2001-11-12,-0.9434
2001-11-13,-2.3810000000000002
2001-11-16,2.439
2001-12-11,-2.3810000000000002
2001-12-12,3.6585
2001-12-24,0.0
2002-01-04,0.5241
2002-01-07,0.9479
2002-01-08,-1.4085
2002-01-10,1.1905000000000001
2002-01-22,0.9412
2002-01-23,0.0
2002-01-24,0.0
2002-02-25,3.0303
2002-03-18,-2.7149
2002-03-26,4.7907
2002-03-27,-2.2472
2002-04-05,2.5286999999999997
2002-04-18,3.1390000000000002
2002-04-22,-1.5217
2002-05-01,-1.1038000000000001
2002-05-15,1.5625
2002-05-16,1.0989
2002-05-29,0.0
2002-06-10,0.8696
2002-06-11,-0.8621
2002-06-20,0.0
2002-06-25,0.0
2002-07-10,2.1127
2002-07-11,-0.8621
2002-07-18,0.0
2002-07-19,0.0
