ticker,RPAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-05,9.375
2012-04-09,3.0857
2012-04-10,-3.2151
2012-04-11,3.6654999999999998
2012-04-12,1.105
2012-04-13,-1.6393
2012-04-16,0.2222
2012-04-17,-0.3326
2012-04-18,0.2225
2012-04-19,0.5549
2012-04-20,1.1038000000000001
2012-04-23,-0.2183
2012-04-24,0.1094
2012-04-25,0.0
2012-04-26,-0.5464
2012-04-27,-0.2198
2012-04-30,-0.3304
2012-05-01,0.5525
2012-05-02,-0.3297
2012-05-03,-0.2205
2012-05-04,-0.884
2012-05-07,0.0
2012-05-08,0.1115
2012-05-09,-0.5568
2012-05-10,1.9037
2012-05-11,-0.1099
2012-05-14,0.22
2012-05-15,-0.1098
2012-05-16,-1.0989
2012-05-17,-2.3333
2012-05-18,-1.7065000000000001
2012-05-21,3.3565
2012-05-22,-0.5599
2012-05-23,-0.1126
2012-05-24,0.6764
2012-05-25,-0.224
2012-05-29,1.2346
2012-05-30,0.2217
2012-05-31,1.2168
2012-06-01,-3.1694
2012-06-04,-2.3702
2012-06-05,2.7746
2012-06-06,1.2373
2012-06-07,-0.6667
2012-06-08,4.9216999999999995
2012-06-11,-5.3305
2012-06-12,4.1667
2012-06-13,1.8378
2012-06-14,0.2123
2012-06-15,2.2246
2012-06-18,0.6218
2012-06-19,-0.309
2012-06-20,-2.0661
2012-06-21,-2.8481
2012-06-22,0.5429
2012-06-25,1.6199
2012-06-26,1.2752
2012-06-27,2.8922
2012-06-28,0.0
2012-06-29,0.8299
2012-07-02,-0.7202
2012-07-03,1.2435
2012-07-05,-0.8188
2012-07-06,-0.2064
2012-07-09,-0.4137
2012-07-10,0.5192
2012-07-11,0.3099
2012-07-12,0.5149
2012-07-13,0.0
2012-07-16,-0.3074
2012-07-17,0.1028
2012-07-18,-0.1027
2012-07-19,-0.2055
2012-07-20,0.0
2012-07-23,0.5149
2012-07-24,0.1025
2012-07-25,-0.2047
2012-07-26,1.641
2012-07-27,-0.6054
2012-07-30,1.5228000000000002
2012-07-31,-0.3
2012-08-01,-0.3009
2012-08-02,0.2012
2012-08-03,0.8032
2012-08-06,0.5976
2012-08-07,-0.9901
2012-08-08,2.2
2012-08-09,-0.5871
2012-08-10,0.5906
2012-08-13,0.1957
2012-08-14,1.1719
2012-08-15,0.0
2012-08-16,0.1931
2012-08-17,-0.289
2012-08-20,0.5797
2012-08-21,0.4803
2012-08-22,1.6252
2012-08-23,1.5992
2012-08-24,1.4815
