ticker,ORHB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-08,31.5789
2006-08-21,20.0
2006-10-13,-8.3333
2008-08-13,0.0
2008-09-09,36.3636
2008-09-10,0.0
2008-09-26,13.3333
2008-11-20,-58.8235
2008-12-08,42.8571
2008-12-12,0.0
2009-09-01,-70.0
2009-12-17,33.3333
2010-10-26,-50.0
2010-11-15,0.0
2012-07-12,-89.8125
2014-07-03,1372.3926
2014-07-07,0.0
2016-07-25,66.6667
2016-08-10,80.0
2016-08-23,11.1111
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,30.0
2016-08-30,15.3846
2016-08-31,33.3333
2016-09-01,0.0
2016-09-02,80.0
2016-09-06,0.0
2016-09-07,-16.6667
2016-09-12,0.0
2016-09-13,0.0
2016-09-16,-26.6667
2016-09-22,9.0909
2016-09-27,0.0
2016-09-28,0.0
2016-09-30,0.0
2016-10-07,3.3333
2016-10-18,0.8065
2016-10-21,0.0
2016-10-24,1.52
2016-11-02,-21.1978
2016-11-07,25.0
2016-11-09,0.0
2016-11-11,0.0
2016-11-18,0.0
2016-11-25,1.6
2016-11-28,0.0
2016-11-29,0.0
2016-12-01,-20.4724
2016-12-02,-0.9901
2017-01-03,5.0
2017-01-10,-2.8571
2017-01-11,-1.9607999999999999
2017-01-18,-50.0
2017-01-19,0.0
2017-01-20,20.0
2017-01-30,-25.0
2017-02-02,-11.1111
2017-02-03,0.0
2017-02-06,12.4688
2017-02-07,0.0278
2017-02-08,0.0
2017-02-09,2.2222
2017-02-10,-6.5217
2017-02-13,14.4622
2017-02-14,143.8095
2017-02-15,-1.6667
2017-02-16,-5.5931999999999995
2017-02-17,-37.1634
2017-02-21,-2.1429
2017-02-22,7.2993
2017-02-23,3.4013999999999998
2017-02-24,-1.3158
2017-02-27,4.0
2017-02-28,8.9744
2017-03-01,-16.4706
2017-03-02,-1.4085
2017-03-03,0.0
2017-03-06,-1.4285999999999999
2017-03-07,0.163
2017-03-08,-5.9233
2017-03-09,4.5852
2017-03-10,2.9412000000000003
2017-03-13,0.0
2017-03-14,4.2857
2017-03-15,1.3699
2017-03-16,-5.4054
2017-03-17,-1.4285999999999999
2017-03-20,1.4493
2017-03-21,-2.1429
2017-03-22,-12.3905
2017-03-23,-0.0208
2017-03-24,-6.6667
2017-03-27,-23.2143
2017-03-28,-15.3488
2017-03-29,-3.9835000000000003
2017-03-30,8.7268
2017-03-31,-2.6316
2017-04-03,-10.8108
2017-04-04,-1.5152
2017-04-05,10.7308
