ticker,WLOLQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-29,400.0
2008-08-15,4639.1168
2008-08-18,2.5
2008-08-19,0.0
2008-08-20,-2.439
2008-08-21,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,2.5
2008-08-28,-1.2195
2008-09-03,-1.2346
2008-09-04,2.5
2008-09-05,-2.439
2008-09-09,0.0
2008-09-11,2.5
2008-09-12,0.0
2008-09-15,-2.1951
2008-09-29,-0.2494
2008-09-30,0.0
2008-10-01,0.0
2008-10-03,0.0
2008-10-07,0.0
2008-10-17,1.25
2008-10-22,0.0
2008-10-24,-0.2469
2008-11-04,-0.9901
2008-11-10,0.0
2008-11-14,-12.75
2008-11-17,2.5788
2008-11-18,-30.1676
2008-11-20,28.0
2008-11-21,-48.4375
2008-11-24,81.8182
2008-11-26,-16.6667
2008-11-28,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,2.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-10,0.0
2008-12-11,-1.9607999999999999
2008-12-12,2.0
2008-12-15,-1.9607999999999999
2008-12-16,0.0
2008-12-17,2.0
2008-12-18,1.9607999999999999
2008-12-19,-1.9231
2008-12-23,0.0
2008-12-26,0.0
2008-12-29,1.9607999999999999
2008-12-30,-1.9231
2008-12-31,27.451
2009-01-05,-20.3077
2009-01-06,0.3861
2009-01-07,0.0
2009-01-08,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-27,47.6923
2009-01-29,6.7708
2009-01-30,0.0
2009-02-02,-20.7317
2009-02-05,7.6923
2009-02-18,-11.4286
2009-02-19,-28.3871
2009-02-20,66.6667
2009-02-23,2.7027
2009-03-02,0.0
2009-03-11,-0.2632
2009-03-13,6.5963
2009-03-18,-6.9307
2009-03-20,-13.5638
2009-03-24,3.0769
2009-03-25,0.0
2009-03-26,-1.4925
2009-03-27,0.0
2009-03-30,0.0
2009-03-31,-9.697
2009-04-01,0.6711
2009-04-07,30.0
2009-04-08,-29.4872
2009-04-09,-3.6364
2009-04-13,-5.6604
2009-04-14,0.0
2009-04-15,0.0
2009-04-17,19.6
2009-04-20,0.0
2009-04-21,33.7793
2009-04-27,-2.5
2009-04-28,2.5641
2009-04-29,-2.5
2009-05-04,3.8462
2009-05-05,47.9012
2009-05-06,-4.8414
2009-05-07,-3.5088
2009-05-08,3.6364
2009-05-11,0.0
2009-05-12,0.3509
2009-05-13,-0.5245
2009-05-14,-12.1265
2009-05-15,-5.0
