ticker,ADT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-19,-11.5
2018-01-22,-7.5868
2018-01-23,4.0175
2018-01-24,0.0
2018-01-25,-0.084
2018-01-26,0.0
2018-01-29,1.5126
2018-01-30,2.649
2018-01-31,0.6452
2018-02-01,2.1635
2018-02-02,0.8627
2018-02-05,-1.7107
2018-02-06,-2.6898999999999997
2018-02-07,1.7073
2018-02-08,-1.1191
2018-02-09,2.1827
2018-02-12,0.3165
2018-02-13,-4.1798
2018-02-14,-1.7284000000000002
2018-02-15,-2.0938
2018-02-16,-0.941
2018-02-20,0.0864
2018-02-21,0.5177
2018-02-22,2.2318
2018-02-23,0.5877
2018-02-26,1.419
2018-02-27,-4.5267
2018-02-28,-8.9655
2018-03-01,1.1364
2018-03-02,3.6517
2018-03-05,-3.1617
2018-03-06,-3.4515000000000002
2018-03-07,0.4831
2018-03-08,1.1538
2018-03-09,0.0951
2018-03-12,1.7094
2018-03-13,-1.5873
2018-03-14,-3.1309
2018-03-15,-12.5367
2018-03-16,-2.2396
2018-03-19,4.6964
2018-03-20,-1.9694
2018-03-21,0.1116
2018-03-22,-3.3445
2018-03-23,-6.1707
2018-03-26,-1.8519
2018-03-27,-4.9056999999999995
2018-03-28,0.5291
2018-03-29,4.3421
2018-04-02,-1.2610000000000001
2018-04-03,-3.576
2018-04-04,3.9735
2018-04-05,12.2293
2018-04-06,-0.681
2018-04-09,4.2286
2018-04-10,-0.7675
2018-04-11,-0.3315
2018-04-12,0.8869
2018-04-13,-1.2088
2018-04-16,0.0
2018-04-17,2.8921
2018-04-18,3.3514
2018-04-19,-1.8828
2018-04-20,-0.8529
2018-04-23,-3.7634
2018-04-24,0.4469
2018-04-25,1.4461
2018-04-26,-0.4386
2018-04-27,0.3304
2018-04-30,-2.1954
2018-05-01,-2.5814
2018-05-02,0.2304
2018-05-03,-4.8276
2018-05-04,-2.4154999999999998
2018-05-07,4.4554
2018-05-08,1.5403
2018-05-09,-8.7515
2018-05-10,1.2788
2018-05-11,-6.5657
2018-05-14,-1.3514
2018-05-15,-2.3288
2018-05-16,-1.8233000000000001
2018-05-17,2.4286
2018-05-18,1.3947
2018-05-21,6.6025
2018-05-22,-1.4194
2018-05-23,0.3927
2018-05-24,0.3911
2018-05-25,-2.987
2018-05-29,-0.1339
2018-05-30,2.815
2018-05-31,-1.9557
2018-06-01,1.5957
2018-06-04,2.0942
2018-06-05,2.0513
2018-06-06,0.0
2018-06-07,0.5025
2018-06-08,2.75
