ticker,QD US Equity
2018-03-09,-5.9905
2018-03-12,4.164
2018-03-13,-7.7529
2018-03-14,-6.763
2018-03-15,1.6901000000000002
2018-03-16,3.4626
2018-03-19,-2.075
2018-03-20,-4.1012
2018-03-21,-1.7106
2018-03-22,-5.2212
2018-03-23,-2.3718
2018-03-26,-3.7618
2018-03-27,-4.2345
2018-03-28,-2.2109
2018-03-29,1.7391
2018-04-02,1.6239
2018-04-03,0.1682
2018-04-04,-1.7631999999999999
2018-04-05,-1.6239
2018-04-06,-4.9522
2018-04-09,-8.5923
2018-04-10,2.5
2018-04-11,0.878
2018-04-12,-0.0967
2018-04-13,1.2585
2018-04-16,-2.2945
2018-04-17,3.5225
2018-04-18,2.3629
2018-04-19,3.4164
2018-04-20,-3.9286
2018-04-23,-4.8327
2018-04-24,-0.3906
2018-04-25,-1.9607999999999999
2018-04-26,-1.9
2018-04-27,1.0194
2018-04-30,-0.1009
2018-05-01,-0.202
2018-05-02,-0.8097
2018-05-03,-1.0204
2018-05-04,3.8144
2018-05-07,4.1708
2018-05-08,2.6692
2018-05-09,1.857
2018-05-10,-0.0912
2018-05-11,-1.3686
2018-05-14,6.2905
2018-05-15,1.6536
2018-05-16,3.4247
2018-05-17,-1.5728
2018-05-18,-3.4483
2018-05-21,-16.4634
2018-05-22,-4.0667
2018-05-23,-2.0652
2018-05-24,-0.5549
2018-05-25,-2.2321
2018-05-29,-8.2192
2018-05-30,1.3682
2018-05-31,1.227
2018-06-01,4.3636
2018-06-04,5.6911000000000005
2018-06-05,4.3956
2018-06-06,1.4737
2018-06-07,-0.2075
2018-06-08,-4.0541
2018-06-11,-1.1918
2018-06-12,4.1667
2018-06-13,-2.9474
2018-06-14,0.6508
2018-06-15,1.7241
2018-06-18,4.4492
2018-06-19,-2.3327
2018-06-20,3.6345
2018-06-21,2.1042
2018-06-22,-1.5702
2018-06-25,-5.5833
2018-06-26,3.9071
2018-06-27,-6.0976
2018-06-28,-1.6234
2018-06-29,-2.5303
2018-07-02,1.8058999999999998
2018-07-03,-2.3282
2018-07-05,-2.4972
2018-07-06,-0.2328
2018-07-09,-0.7001
2018-07-10,-6.8155
2018-07-11,2.2699
2018-07-12,1.8496000000000001
2018-07-13,2.0581
2018-07-16,0.949
2018-07-17,-3.7603
2018-07-18,0.9768
2018-07-19,-4.3531
2018-07-20,-4.5512
2018-07-23,5.0331
2018-07-24,2.1438
2018-07-25,1.8519
2018-07-26,0.6061
2018-07-27,0.4819
2018-07-30,-8.753
2018-07-31,1.8397000000000001
2018-08-01,-2.5806
2018-08-02,-3.8411
2018-08-03,1.6529
2018-08-06,-4.607
2018-08-07,3.4091
2018-08-08,-5.2198
2018-08-09,2.3188
2018-08-10,-0.7082
2018-08-13,-1.8545
2018-08-14,-1.5988
2018-08-15,4.579
2018-08-16,-0.9887
2018-08-17,4.8502
2018-08-20,3.9455999999999998
2018-08-21,-3.9267
2018-08-22,5.3134
2018-08-23,-11.2549
2018-08-24,-12.2449
2018-08-27,0.6645
2018-08-28,3.1353
2018-08-29,1.6
2018-08-30,-4.7244
2018-08-31,-1.6529
2018-09-04,-2.0168
2018-09-05,-3.7736
2018-09-06,-0.3565
2018-09-07,-6.2612
2018-09-10,-4.771
2018-09-11,-0.8016
2018-09-12,6.2626
2018-09-13,-2.0913
2018-09-14,3.8834999999999997
2018-09-17,-1.6822
2018-09-18,2.2814
2018-09-19,2.4164
2018-09-20,0.5445
2018-09-21,-0.9025
2018-09-24,-9.1075
2018-09-25,0.4008
2018-09-26,-0.1996
2018-09-27,-0.2
2018-09-28,4.4088
2018-10-01,-5.3743
2018-10-02,0.8114
2018-10-03,2.8169
2018-10-04,-2.9354
2018-10-05,-0.4032
2018-10-08,0.6073
2018-10-09,-2.2133
2018-10-10,-11.3169
2018-10-11,0.6961
2018-10-12,5.7604
2018-10-15,0.2179
2018-10-16,-2.8261
2018-10-17,2.2371
2018-10-18,-3.5011
2018-10-19,1.3605
2018-10-22,4.0268
2018-10-23,-2.7957
2018-10-24,-2.8761
2018-10-25,4.5558
2018-10-26,1.7429000000000001
2018-10-29,-7.9229
2018-10-30,-4.6512
2018-10-31,1.7073
2018-11-01,11.5108
2018-11-02,0.4301
2018-11-05,0.4283
2018-11-06,-0.4264
2018-11-07,-2.1413
2018-11-08,-4.1575
2018-11-09,-4.1096
2018-11-12,1.6667
2018-11-13,3.5129
2018-11-14,3.3937
2018-11-15,0.2188
2018-11-16,0.0
2018-11-19,-3.2751
2018-11-20,-3.1603
2018-11-21,36.8298
2018-11-23,-14.9915
2018-11-26,-1.002
2018-11-27,-1.8218999999999999
2018-11-28,6.5979
2018-11-29,-1.354
2018-11-30,0.0
2018-12-03,0.7843
2018-12-04,-4.6693
2018-12-06,2.2449
2018-12-07,-0.998
2018-12-10,2.621
2018-12-11,0.1965
2018-12-12,3.1373
2018-12-13,20.1521
2018-12-14,-8.2278
2018-12-17,-4.8276
2018-12-18,-2.5362
2018-12-19,-5.5762
2018-12-20,-0.9843
2018-12-21,-8.1511
2018-12-24,1.0823
2018-12-26,0.2141
2018-12-27,-1.7094
2018-12-28,-4.7826
2018-12-31,-2.0548
2019-01-02,3.0303
2019-01-03,-1.1312
2019-01-04,9.1533
2019-01-07,0.2096
2019-01-08,-3.1381
2019-01-09,8.8553
2019-01-10,1.5873
2019-01-11,0.1953
2019-01-14,2.924
2019-01-15,-1.5152
2019-01-16,1.9231
2019-01-17,4.1509
2019-01-18,-2.8986
2019-01-22,1.306
2019-01-23,-1.4733
2019-01-24,-5.7943999999999996
2019-01-25,1.3889
2019-01-28,-4.1096
2019-01-29,1.4285999999999999
2019-01-30,6.4386
2019-01-31,0.3781
2019-02-01,-0.9416
2019-02-04,-1.7109999999999999
2019-02-05,-0.3868
2019-02-06,-1.3592
2019-02-07,-1.5748
2019-02-08,-0.8
2019-02-11,1.2097
2019-02-12,2.7888
2019-02-13,-2.3256
2019-02-14,0.1984
2019-02-15,-0.198
2019-02-19,1.9841
2019-02-20,6.6148
2019-02-21,-1.2774
2019-02-22,7.3937
2019-02-25,9.8107
2019-02-26,0.3135
2019-02-27,8.9062
2019-02-28,-9.6126
2019-03-01,0.1587
2019-03-04,-0.9509
2019-03-05,-2.56
2019-03-06,-7.0608
2019-03-07,-0.8834
2019-03-08,-1.6042999999999998
2019-03-11,2.3551
2019-03-12,0.531
2019-03-13,-4.5775
2019-03-14,-2.7675
2019-03-15,1.518
2019-03-18,2.9907
2019-03-19,-1.2704
2019-03-20,-0.5515
2019-03-21,0.5545
2019-03-22,-6.4338
2019-03-25,-2.3576
2019-03-26,-0.8048
2019-03-27,-1.8256000000000001
2019-03-28,3.5124
2019-03-29,0.998
2019-04-01,1.9763
2019-04-02,-1.938
2019-04-03,2.9644
2019-04-04,1.1516
2019-04-05,0.759
2019-04-08,2.4482
2019-04-09,-0.5515
2019-04-10,-5.7301
2019-04-11,0.9804
2019-04-12,10.8738
2019-04-15,-2.8021000000000003
2019-04-16,3.4234
2019-04-17,6.2718
2019-04-18,8.1967
2019-04-22,0.4545
2019-04-23,1.0558
2019-04-24,-5.0746
2019-04-25,-3.4591
2019-04-26,4.886
2019-04-29,6.3665
2019-04-30,2.7737
2019-05-01,6.6761
2019-05-02,10.6525
2019-05-03,-1.6846999999999999
2019-05-06,-3.3048
2019-05-07,-1.5190000000000001
2019-05-08,-2.9563
2019-05-09,-4.5033
2019-05-10,2.7739000000000003
2019-05-13,-6.7476
2019-05-14,4.631
2019-05-15,-3.1812
2019-05-16,0.4286
2019-05-17,-2.7027
2019-05-20,-10.2339
2019-05-21,15.4723
2019-05-22,7.1932
2019-05-23,-1.1842
2019-05-24,-1.9973
2019-05-28,-4.4837
2019-05-29,-4.1252
2019-05-30,0.4451
2019-05-31,1.1817
2019-06-03,1.6058
2019-06-04,5.8908000000000005
2019-06-05,-5.6988
2019-06-06,-2.446
2019-06-07,1.3274
2019-06-10,6.6958
2019-06-11,5.1842
2019-06-12,0.5188
2019-06-13,-4.0
2019-06-14,-1.8817
2019-06-17,-1.6438000000000001
2019-06-18,4.7354
2019-06-19,4.3883
2019-06-20,4.586
2019-06-21,-0.3654
2019-06-24,6.6015
2019-06-25,-2.9817
2019-06-26,-12.766
2019-06-27,6.2331
2019-06-28,-4.3367
2019-07-01,0.1333
2019-07-02,3.0626
2019-07-03,0.0
2019-07-05,4.0052
2019-07-08,3.4783
2019-07-09,6.3625
2019-07-10,-0.6772
2019-07-11,-0.5682
2019-07-12,-4.4571
2019-07-15,-0.5981
2019-07-16,2.7677
2019-07-17,-0.4684
2019-07-18,-2.4706
2019-07-19,-3.2569
2019-07-22,-1.995
2019-07-23,8.3969
2019-07-24,0.1174
2019-07-25,1.0551
2019-07-26,1.3921000000000001
2019-07-29,-0.5721
2019-07-30,0.0
2019-07-31,5.1784
2019-08-01,-5.7987
2019-08-02,2.6713
2019-08-05,-5.0905
2019-08-06,1.4303
2019-08-07,0.5875
2019-08-08,4.2056000000000004
2019-08-09,0.0
2019-08-12,-4.2600999999999996
2019-08-13,3.63
2019-08-14,-2.1469
2019-08-15,0.3464
2019-08-16,2.6467
2019-08-19,-9.0807
2019-08-20,2.4661
2019-08-21,-0.4813
2019-08-22,-7.497
2019-08-23,2.3529
2019-08-26,0.894
2019-08-27,-0.2532
2019-08-28,1.1421000000000001
2019-08-29,-0.1255
2019-08-30,0.3769
2019-09-03,-1.5019
2019-09-04,2.2872
2019-09-05,0.1242
2019-09-06,-1.6129
2019-09-09,-0.6305
2019-09-10,-7.9949
2019-09-11,2.8966
2019-09-12,-4.4236
2019-09-13,0.561
2019-09-16,-1.3947
2019-09-17,0.9901
2019-09-18,0.7003
2019-09-19,0.2782
2019-09-20,-1.1096
2019-09-23,0.561
2019-09-24,-2.6499
2019-09-25,1.8625
2019-09-26,-2.8129
2019-09-27,-1.5918999999999999
2019-09-30,1.3235000000000001
2019-10-01,0.1451
2019-10-02,-0.2899
2019-10-03,1.1628
2019-10-04,-1.4368
2019-10-07,-5.5394
2019-10-08,-1.6975
2019-10-09,0.7849
2019-10-10,0.6231
2019-10-11,1.0836
2019-10-14,-0.7657
2019-10-15,2.4691
2019-10-16,-0.6024
2019-10-17,1.9697
2019-10-18,-0.8915
2019-10-21,-2.5487
2019-10-22,-1.8462
2019-10-23,1.8809
2019-10-24,2.3077
2019-10-25,-0.9023
2019-10-28,4.8558
2019-10-29,-0.4342
2019-10-30,1.4535
2019-10-31,-0.7163
2019-11-01,2.7417
2019-11-04,0.0
2019-11-05,-3.5112
2019-11-06,0.0
2019-11-07,1.6012
2019-11-08,7.0201
2019-11-11,2.1419
2019-11-12,0.1311
2019-11-13,1.9634
2019-11-14,-2.3106999999999998
2019-11-15,-1.4455
2019-11-18,-21.0667
2019-11-19,-5.0676
2019-11-20,-18.3274
2019-11-21,-10.6754
2019-11-22,10.7317
2019-11-25,4.8458
2019-11-26,0.6303
2019-11-27,3.7578
2019-11-29,-0.2012
2019-12-02,-2.2177
2019-12-03,-0.4124
2019-12-04,-2.2774
2019-12-05,-1.0593
2019-12-06,2.9979
2019-12-09,-0.4158
2019-12-10,0.4175
2019-12-11,-4.3659
2019-12-12,-4.5652
2019-12-13,0.4556
2019-12-16,2.9478
2019-12-17,6.3877
2019-12-18,-1.2422
2019-12-19,-1.4675
2019-12-20,2.1277
2019-12-23,-4.375
2019-12-24,0.8715
2019-12-26,2.5918
2019-12-27,-2.3158
2019-12-30,-1.5086
2019-12-31,3.0635
2020-01-02,7.2187
2020-01-03,-3.5644
2020-01-06,-5.9548
2020-01-07,-1.9651
2020-01-08,-2.0045
2020-01-09,3.1818
2020-01-10,-4.185
2020-01-13,0.9195
2020-01-14,4.5558
2020-01-15,-4.3573
2020-01-16,-19.1344
2020-01-17,-0.8451
2020-01-21,-6.25
2020-01-22,1.8182
2020-01-23,-0.2976
2020-01-24,-4.1791
2020-01-27,1.2461
2020-01-28,0.9231
2020-01-29,-4.2683
2020-01-30,-6.051
2020-01-31,-2.3729
2020-02-03,-7.6389
2020-02-04,8.2707
2020-02-05,-3.4722
2020-02-06,2.518
2020-02-07,-3.1579
2020-02-10,-2.1739
2020-02-11,-2.963
2020-02-12,-3.4351
2020-02-13,-11.4625
2020-02-14,0.4464
2020-02-18,-1.7778
2020-02-19,8.1448
2020-02-20,11.2971
2020-02-21,2.6316
2020-02-24,-8.4249
2020-02-25,-5.2
2020-02-26,1.6878
2020-02-27,2.9046
2020-02-28,5.6452
2020-03-02,-3.8167999999999997
2020-03-03,-7.9365
2020-03-04,5.1724
2020-03-05,-5.7377
2020-03-06,-8.2609
2020-03-09,0.9479
2020-03-10,0.939
2020-03-11,-3.7209
2020-03-12,-12.5604
2020-03-13,16.0221
2020-03-16,-24.7619
2020-03-17,7.5949
2020-03-18,-20.5882
2020-03-19,2.963
2020-03-20,35.2518
2020-03-23,14.3617
2020-03-24,-0.9302
2020-03-25,-0.4695
2020-03-26,0.0
2020-03-27,-4.717
2020-03-30,-7.9208
2020-03-31,-3.2258
2020-04-01,3.3333
2020-04-02,-7.5269
2020-04-03,-3.4884
2020-04-06,2.4096
2020-04-07,7.0588
2020-04-08,-2.7473
2020-04-09,1.6949
2020-04-13,-3.8889
2020-04-14,3.4682
2020-04-15,-7.8212
2020-04-16,-1.8182
2020-04-17,3.0864
2020-04-20,-4.1916
2020-04-21,-5.0
2020-04-22,3.9474
2020-04-23,2.5316
2020-04-24,0.0
2020-04-27,6.1728
2020-04-28,-4.0698
2020-04-29,8.4848
2020-04-30,-3.352
2020-05-01,-7.5145
2020-05-04,-5.0
2020-05-05,-2.6316
2020-05-06,0.0
2020-05-07,3.3784
2020-05-08,14.3791
2020-05-11,1.7143000000000002
2020-05-12,-5.0562
2020-05-13,-5.9172
2020-05-14,3.1447
2020-05-15,0.6098
2020-05-18,10.9091
2020-05-19,-7.1038
2020-05-20,-3.5294
2020-05-21,-5.4878
2020-05-22,-3.2258
2020-05-26,12.6667
2020-05-27,-5.9172
2020-05-28,-6.9182
2020-05-29,1.3514
2020-06-01,-2.0
2020-06-02,0.0
2020-06-03,5.4422
2020-06-04,-1.9355
2020-06-05,1.3158
2020-06-08,14.9351
2020-06-09,-7.3446
2020-06-10,1.8293
2020-06-11,-7.1856
2020-06-12,-1.9355
2020-06-15,7.2368
2020-06-16,0.6135
2020-06-17,4.878
2020-06-18,-2.907
2020-06-19,3.5928
2020-06-22,2.8902
2020-06-23,6.1798
2020-06-24,-6.3492
2020-06-25,1.6949
2020-06-26,-3.3333
2020-06-29,-2.8736
2020-06-30,0.5917
2020-07-01,-4.1176
2020-07-02,5.5215
2020-07-06,29.6512
2020-07-07,-13.901299999999999
2020-07-08,36.4583
2020-07-09,-6.8702
2020-07-10,-2.459
2020-07-13,-10.084
2020-07-14,-4.6729
2020-07-15,0.0
2020-07-16,-1.4706000000000001
2020-07-17,1.4925
2020-07-20,-2.9412000000000003
2020-07-21,9.0909
2020-07-22,-9.7222
2020-07-23,-6.6667
2020-07-24,-8.7912
2020-07-27,2.4096
2020-07-28,-1.1764999999999999
2020-07-29,1.1905000000000001
2020-07-30,-1.7647
2020-07-31,-2.9939999999999998
