ticker,PBNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-09,-13.0435
2007-01-24,2.5
2007-01-30,2.439
2007-02-01,-9.5238
2007-02-02,5.2632
2007-02-09,0.0
2007-02-16,0.0
2007-02-28,10.0
2007-03-02,-4.5455
2007-03-05,0.0
2007-03-09,0.0
2007-03-13,0.0
2007-03-14,-3.8095
2007-03-15,3.9604
2007-03-16,-3.8095
2007-03-22,0.0
2007-03-30,0.9901
2007-04-05,0.4902
2007-04-09,1.9512
2007-04-13,-2.7751
2007-04-27,2.3622
2007-04-30,0.0
2007-05-02,1.4423
2007-05-03,-0.4739
2007-05-04,-3.3333
2007-05-07,3.9409
2007-05-08,0.0
2007-05-10,-1.4218
2007-05-11,0.0
2007-05-16,0.4808
2007-05-22,-2.3923
2007-05-25,1.4706000000000001
2007-06-08,0.0
2007-06-12,-6.2802
2007-06-13,6.1856
2007-06-26,-1.9417
2007-07-05,3.9604
2007-07-06,-2.3810000000000002
2007-07-09,-1.9512
2007-07-11,-4.9751
2007-07-12,-3.6649000000000003
2007-07-13,2.1739
2007-07-16,-1.0638
2007-07-17,0.0
2007-07-20,2.1505
2007-07-23,-5.2632
2007-07-24,0.0
2007-07-25,0.0
2007-07-27,0.0
2007-07-30,0.0
2007-08-14,5.5556
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-24,0.0
2007-09-25,-2.6316
2007-09-26,-2.7027
2007-10-16,2.2222
2007-10-22,-1.087
2007-10-23,-0.5495
2007-10-24,0.0
2007-10-25,1.6575
2007-10-31,-3.2609
2007-11-06,-10.1124
2007-11-07,0.0
2007-11-12,-12.5
2007-11-19,4.2857
2007-11-20,2.7397
2007-11-29,3.3333
2007-12-05,-3.2258
2007-12-07,-2.6667
2007-12-17,0.0
2007-12-19,6.1644
2007-12-20,0.0
2007-12-26,0.0
2007-12-31,-3.2258
2008-01-03,0.0
2008-01-15,6.6667
2008-01-16,9.375
2008-01-25,-0.5714
2008-02-08,0.0
2008-02-11,-2.2989
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-22,1.1764999999999999
2008-02-26,-3.4884
2008-02-27,-3.253
2008-02-29,-12.8269
2008-03-03,-3.5714
2008-03-04,-3.7037
2008-03-07,2.3077
2008-03-10,-2.2556
2008-03-20,8.461500000000001
2008-04-11,0.0
2008-04-18,-2.8369
2008-05-15,2.1898
2008-07-09,0.0
2008-07-14,-2.8571
2008-07-15,-4.4118
2008-07-16,-12.3077
