ticker,PW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.885
2000-01-04,-1.7856999999999998
2000-01-06,1.8182
2000-01-07,-1.7856999999999998
2000-01-10,-1.8182
2000-01-11,3.7037
2000-01-13,3.5714
2000-01-14,0.0
2000-01-18,-1.7241
2000-01-19,0.0
2000-01-24,-1.7544
2000-01-26,-1.7856999999999998
2000-01-27,3.6364
2000-01-28,-1.7544
2000-01-31,-1.7856999999999998
2000-02-01,-0.9091
2000-02-03,-0.9174
2000-02-04,1.8519
2000-02-07,-1.8182
2000-02-09,1.8519
2000-02-10,1.8182
2000-02-11,-3.5714
2000-02-14,3.7037
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,-1.7856999999999998
2000-02-22,-3.6364
2000-02-23,0.9434
2000-02-24,4.6729
2000-02-25,-0.8929
2000-02-28,0.0
2000-02-29,-2.7027
2000-03-01,-3.7037
2000-03-03,0.0
2000-03-06,3.8462
2000-03-07,-1.8519
2000-03-08,3.7736
2000-03-10,0.0741
2000-03-13,-1.8519
2000-03-17,1.8868
2000-03-21,-2.7778
2000-03-22,1.9048
2000-03-23,-1.8692
2000-03-24,2.8571
2000-03-29,0.9259
2000-03-30,-2.7523
2000-03-31,5.6604
2000-04-03,0.0
2000-04-05,-1.7856999999999998
2000-04-06,-1.8182
2000-04-07,0.0
2000-04-10,1.8519
2000-04-11,-1.8182
2000-04-12,1.8519
2000-04-13,-1.8182
2000-04-14,-3.7037
2000-04-17,0.0
2000-04-18,1.9231
2000-04-20,1.8868
2000-04-27,-2.7778
2000-05-01,2.8571
2000-05-02,1.8519
2000-05-04,-1.8182
2000-05-09,-1.8519
2000-05-11,-0.9434
2000-05-17,-0.9524
2000-05-19,2.8846
2000-05-22,-1.8692
2000-05-24,1.9048
2000-05-25,2.8037
2000-05-26,0.9091
2000-05-30,-4.5045
2000-06-01,0.0
2000-06-02,0.0
2000-06-06,1.8868
2000-06-07,1.1481
2000-06-09,2.8037
2000-06-15,-1.8182
2000-06-19,-1.8519
2000-06-21,0.0
2000-06-22,3.7736
2000-06-23,-1.8182
2000-06-27,0.0
2000-06-28,1.8519
2000-06-29,1.8182
2000-06-30,-1.7856999999999998
2000-07-03,-3.6364
2000-07-05,0.0
2000-07-06,0.0
2000-07-07,1.8868
2000-07-10,0.0
2000-07-11,3.7037
2000-07-12,0.0
2000-07-13,-3.5714
2000-07-14,-0.9259
2000-07-17,-0.9346
2000-07-18,0.0
2000-07-19,1.8868
