ticker,AIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4194
2000-01-04,-5.3719
2000-01-05,1.31
2000-01-06,-2.1552
2000-01-07,3.9648
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.8475
2000-01-13,-0.4202
2000-01-14,-0.4219
2000-01-18,0.4237
2000-01-19,-0.4219
2000-01-20,-0.8475
2000-01-21,-4.2735
2000-01-24,-0.8929
2000-01-25,-8.1081
2000-01-26,6.8627
2000-01-27,2.7523
2000-01-28,6.6964
2000-01-31,-0.8368
2000-02-01,0.0
2000-02-02,-1.2658
2000-02-03,1.7094
2000-02-04,-4.6218
2000-02-07,-0.4405
2000-02-08,0.4425
2000-02-09,-1.3216
2000-02-10,0.8929
2000-02-11,-1.7699
2000-02-14,7.6577
2000-02-15,0.4184
2000-02-16,-2.0833
2000-02-17,0.0
2000-02-18,-0.8511
2000-02-22,2.1459
2000-02-23,-2.1008
2000-02-24,-1.7167
2000-02-25,-1.31
2000-02-28,-0.4425
2000-02-29,3.1111
2000-03-01,-1.2931
2000-03-02,-5.6769
2000-03-03,6.0185
2000-03-06,-3.4934
2000-03-07,-2.7149
2000-03-08,-2.3256
2000-03-09,0.4762
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,-1.8957000000000002
2000-03-15,0.0
2000-03-16,9.6618
2000-03-17,0.4405
2000-03-20,1.3158
2000-03-21,-1.7316
2000-03-22,0.8811
2000-03-23,0.0
2000-03-24,0.4367
2000-03-27,-3.4783
2000-03-28,-2.2523
2000-03-29,3.2258
2000-03-30,2.6786
2000-03-31,3.0435
2000-04-03,-1.2658
2000-04-04,-3.8462
2000-04-05,-4.0
2000-04-06,0.9259
2000-04-07,-1.3761
2000-04-10,0.4651
2000-04-11,-0.9259
2000-04-12,0.9346
2000-04-13,-2.7778
2000-04-14,-0.9524
2000-04-17,1.4423
2000-04-18,-0.9479
2000-04-19,2.8708
2000-04-20,4.186
2000-04-24,-4.4643
2000-04-25,2.8037
2000-04-26,0.9091
2000-04-27,-1.8018
2000-04-28,11.4679
2000-05-01,-1.2346
2000-05-02,-0.4167
2000-05-03,-3.3473
2000-05-04,1.7316
2000-05-05,2.1277
2000-05-08,-0.4167
2000-05-09,0.0
2000-05-10,-2.5105
2000-05-11,0.0
2000-05-12,-0.8584
2000-05-15,0.0
2000-05-16,3.4632
2000-05-17,-0.8368
2000-05-18,-0.4219
2000-05-19,-1.2711999999999999
2000-05-22,-2.5751
2000-05-23,-0.4405
