ticker,CRDE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-08,-74.3935
2011-02-22,-6.5789
2011-02-25,-1.4085
2011-03-14,0.0
2011-03-18,0.0
2011-04-19,0.0
2011-05-27,0.0
2011-07-06,0.0
2011-08-23,12.857099999999999
2011-12-21,-2.5316
2012-02-01,0.0
2012-02-08,2.5974
2012-02-16,1.2658
2012-05-23,-3.75
2012-05-29,3.8961
2012-07-13,0.0
2012-09-05,-5.0
2012-09-24,-7.8947
2012-10-08,0.0
2013-01-14,5.7143
2013-02-28,-2.7027
2013-03-11,-2.7778
2013-03-20,11.4857
2013-03-25,-5.1768
2013-03-26,8.1081
2013-04-11,-1.125
2013-04-23,1.3906
2013-04-29,-0.2494
2013-05-03,1.25
2013-05-13,-1.2346
2013-05-14,0.0
2013-05-15,0.0
2013-06-20,18.175
2013-07-12,0.4866
2013-07-26,-9.3684
2013-08-19,10.3368
2013-08-26,-8.1053
2013-10-01,5.7274
2013-10-02,8.3424
2013-10-03,0.0
2013-10-08,0.0
2013-10-22,0.0
2013-10-24,2.5
2013-12-03,0.4878
2013-12-26,8.7379
2013-12-30,0.0
2014-01-14,-3.5714
2014-01-21,3.9074
2014-01-24,3.1011
2014-02-03,7.1737
2014-02-04,-8.0645
2014-02-24,8.7719
2014-02-26,0.0
2014-03-17,29.0323
2014-05-27,53.125
2014-07-25,1.2245
2014-09-29,53.2258
2014-11-03,-28.947400000000002
2014-11-19,5.9259
2014-12-12,-0.3497
2014-12-30,-0.1754
2015-01-16,5.4482
2015-01-26,0.0
2015-01-29,0.0
2015-03-12,-4.6667
2015-03-30,-2.0979
2015-05-06,1.9714
2015-05-14,-1.9333
2015-05-19,2.2143
2015-06-08,1.3277
2015-06-15,-1.3793
2015-09-03,-12.5874
2015-09-04,0.0
2015-09-08,0.0
2015-11-23,-14.0
2015-12-08,16.2791
2015-12-11,0.0
2015-12-14,0.0
2016-01-04,0.0
2016-01-07,-2.8
2016-02-05,-1.2346
2016-03-02,-8.3333
2016-05-26,13.6364
2016-06-28,4.0
2016-08-22,3.8462
2016-09-15,1.1852
2016-09-22,4.429
2016-09-29,1.7946
2016-11-14,-7.0312
2016-11-15,0.0
2016-11-16,7.4074
2016-11-18,-6.8966
2016-11-21,0.0
2016-12-19,3.7037
2016-12-27,0.0
2017-01-05,3.2143
2017-01-09,4.8443000000000005
2017-01-11,-4.6205
2017-01-23,1.4533
2017-02-13,0.2729
2017-02-23,-1.3605
2017-03-02,-3.4483
2017-03-13,0.0
2017-03-17,0.0
2017-03-29,0.0
2017-04-03,3.5714
2017-04-07,0.0
2017-04-10,-1.3793
2017-04-21,3.1469
2017-06-12,-5.0847
2017-07-03,7.8571
2017-07-19,2.649
2017-10-30,-9.6774
2018-01-02,0.0
2018-04-09,-14.2857
2018-08-13,-20.8333
2018-09-13,5.1053
2018-11-14,-2.8543
2018-12-27,-2.0619
2019-02-11,-14.7368
2019-08-23,-13.5802
2019-09-03,2.9286
2019-09-17,0.0972
2019-09-20,-2.9395
2019-09-24,1.4571
2019-10-02,0.0
2019-10-07,-4.2101
2020-01-21,4.3951
2020-01-30,-1.225
2020-02-07,-7.3414
2020-02-12,4.6154
2020-02-14,-4.4118
2020-05-21,-20.6154
2020-06-05,-3.1008
