ticker,WEQL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-21,104.0
2009-04-22,-1.9607999999999999
2009-04-24,-30.0
2009-04-27,0.0
2009-05-04,-8.5714
2009-05-11,-9.375
2009-05-14,75.8621
2009-05-20,-3.9215999999999998
2009-05-27,-18.3673
2009-06-01,-25.0
2009-06-08,-66.6667
2009-06-12,50.0
2009-06-19,0.0
2009-06-25,0.0
2009-06-26,-33.3333
2009-06-30,10.0
2009-07-09,-13.6364
2009-07-13,15.7895
2009-07-14,0.0
2009-07-15,0.0
2009-07-21,-9.0909
2009-07-27,-10.0
2009-08-04,-22.2222
2009-08-05,28.5714
2009-08-21,0.0
2009-08-25,-15.5556
2009-09-01,-7.8947
2009-09-03,-14.2857
2009-09-08,0.0
2009-09-09,-16.6667
2009-09-15,0.0
2009-09-17,-80.0
2009-09-22,450.0
2009-09-23,27.2727
2009-09-24,0.0
2009-09-25,-14.2857
2009-09-29,16.6667
2009-10-01,0.0
2009-10-13,0.0
2009-10-19,-11.4286
2009-10-20,4.8387
2009-10-21,-52.3077
2009-10-22,0.0
2009-11-02,0.0
2009-11-05,125.8065
2009-11-09,-14.2857
2009-11-12,0.0
2009-11-25,25.0
2009-11-27,0.0
2009-11-30,-13.3333
2009-12-14,-50.7692
2009-12-28,9.375
2010-01-04,114.2857
2010-01-05,0.0
2010-01-07,-6.6667
2010-01-08,-7.1429
2010-01-22,-53.8462
2010-01-26,3.3333
2010-01-27,-3.2258
2010-02-01,0.0
2010-02-02,-26.6667
2010-02-03,0.0
2010-02-04,36.3636
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,3.3333
2010-02-10,32.2581
2010-02-11,36.5854
2010-02-12,7.1429
2010-02-17,-50.0
2010-02-18,66.6667
2010-02-19,0.0
2010-02-23,20.0
2010-02-26,0.0
2010-03-02,0.0
2010-03-03,8.3333
2010-03-04,-7.6923
2010-03-05,-32.5
2010-03-08,-23.4568
2010-03-09,29.0323
2010-03-10,25.0
2010-03-11,-20.0
2010-03-15,-17.5
2010-03-18,21.2121
2010-03-22,0.0
2010-03-23,0.0
2010-03-25,-22.5
2010-03-26,3.2258
2010-03-29,-37.5
2010-03-30,0.0
2010-03-31,70.0
2010-04-01,47.0588
2010-04-05,80.0
2010-04-06,-22.2222
2010-04-07,-11.4286
2010-04-08,0.0
2010-04-13,0.0
2010-04-16,-3.2258
2010-04-20,0.0
2010-04-21,-33.3333
2010-04-22,-25.0
2010-04-23,83.3333
2010-04-29,-34.2045
