ticker,TALN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4444
2000-01-04,0.0
2000-01-05,-6.9767
2000-01-06,6.25
2000-01-07,-2.3529
2000-01-10,20.4819
2000-01-11,-8.0
2000-01-12,4.3478
2000-01-13,-10.4167
2000-01-14,4.6512
2000-01-18,-2.2222
2000-01-19,-2.2727
2000-01-20,2.3256
2000-01-21,-6.8182
2000-01-24,2.439
2000-01-25,2.3810000000000002
2000-01-26,-2.3256
2000-01-27,-2.3810000000000002
2000-01-28,-2.439
2000-01-31,-2.5
2000-02-01,2.5641
2000-02-02,0.0
2000-02-03,-5.0
2000-02-04,5.2632
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-1.25
2000-02-10,-2.5316
2000-02-11,-3.8961
2000-02-14,1.3514
2000-02-15,0.0
2000-02-16,2.6667
2000-02-17,0.0
2000-02-18,2.5974
2000-02-22,0.0
2000-02-23,-3.7975
2000-02-24,0.0
2000-02-25,2.6316
2000-02-28,-2.5641
2000-02-29,0.0
2000-03-01,-2.6316
2000-03-02,2.7027
2000-03-03,0.0
2000-03-06,2.6316
2000-03-07,-2.5641
2000-03-08,0.0
2000-03-09,-6.5789
2000-03-10,12.6761
2000-03-13,-5.0
2000-03-14,5.2632
2000-03-15,-2.5
2000-03-16,0.0
2000-03-17,-2.5641
2000-03-20,0.0
2000-03-21,-2.6316
2000-03-22,8.1081
2000-03-23,-7.5
2000-03-24,4.0541
2000-03-27,0.0
2000-03-28,-1.2987
2000-03-29,1.3158
2000-03-30,-5.1948
2000-04-04,-1.3699
2000-04-05,0.0
2000-04-06,-1.3889
2000-04-07,-2.8169
2000-04-10,-1.4493
2000-04-11,2.9412000000000003
2000-04-12,10.0
2000-04-13,-1.2987
2000-04-14,-5.2632
2000-04-17,0.0
2000-04-18,15.2778
2000-04-19,3.6145
2000-04-20,-4.6512
2000-04-24,-7.3171
2000-04-26,0.0
2000-04-27,2.6316
2000-04-28,-2.5641
2000-05-02,0.0
2000-05-03,-5.2632
2000-05-04,-2.7778
2000-05-05,2.8571
2000-05-08,0.0
2000-05-10,2.7778
2000-05-11,-2.7027
2000-05-16,-2.7778
2000-05-17,5.7143
2000-05-19,2.7027
2000-05-22,1.3158
2000-05-23,1.2987
2000-05-24,2.5641
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,-5.0
2000-05-31,1.3158
2000-06-01,-1.2987
2000-06-02,2.6316
2000-06-05,0.0
2000-06-06,1.2821
2000-06-07,-3.7975
