ticker,LIQT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-26,-2.4615
2011-08-29,2.5237
2011-08-30,-1.5385
2011-08-31,4.375
2011-09-01,-1.1976
2011-09-02,-1.8182
2011-09-06,0.6173
2011-09-07,2.1471999999999998
2011-09-08,-2.4024
2011-09-09,2.4615
2011-09-12,-6.9069
2011-09-13,4.8387
2011-09-14,3.0769
2011-09-15,1.4925
2011-09-16,0.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,2.9412000000000003
2011-09-22,-2.8571
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-29,2.9412000000000003
2011-10-03,-0.2857
2011-10-04,-5.1576
2011-10-06,3.9275
2011-10-07,-4.0698
2011-10-10,4.2424
2011-10-12,-1.1628
2011-10-13,2.3529
2011-10-14,-3.7356
2011-10-18,0.0
2011-10-19,1.4925
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,-4.4118
2011-10-25,0.0
2011-10-26,1.5385
2011-10-31,3.0303
2011-11-01,0.0
2011-11-02,-4.4118
2011-11-03,0.0
2011-11-04,-1.5385
2011-11-07,0.0
2011-11-08,3.125
2011-11-09,0.0
2011-11-10,3.0303
2011-11-11,0.0
2011-11-14,0.5882
2011-11-15,2.3392
2011-11-16,0.0
2011-11-17,-2.8571
2011-11-18,5.8824
2011-11-21,-2.5
2011-11-22,-0.2849
2011-11-23,5.4286
2011-11-25,2.981
2011-11-28,-2.3684
2011-11-29,0.8086
2011-11-30,0.2674
2011-12-01,0.0
2011-12-02,-2.6667
2011-12-05,3.8356
2011-12-06,-0.2639
2011-12-07,-2.3810000000000002
2011-12-08,0.271
2011-12-09,2.7027
2011-12-12,0.0
2011-12-13,-3.6842
2011-12-14,-5.7377
2011-12-15,1.4493
2011-12-16,2.8571
2011-12-19,0.0
2011-12-20,0.5556
2011-12-21,-0.5525
2011-12-22,3.3333
2011-12-23,-1.8817
2011-12-27,-6.8493
2011-12-28,0.0
2011-12-29,0.5882
2011-12-30,10.8187
2012-01-03,-5.0132
2012-01-04,0.0
2012-01-05,1.3889
2012-01-06,-1.3699
2012-01-09,2.7778
2012-01-10,0.0
2012-01-11,-2.7027
2012-01-12,0.0
2012-01-13,-5.5556
2012-01-17,5.8824
2012-01-18,5.5556
2012-01-19,1.3158
2012-01-20,-2.5974
2012-01-23,0.8
2012-01-24,1.8519
2012-01-25,3.8961
2012-01-26,3.75
2012-01-27,1.2048
2012-01-30,6.4286
2012-01-31,-1.5659999999999998
