ticker,RETA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-05-26,18.8182
2016-05-27,9.2578
2016-05-31,-3.0112
2016-06-01,3.2491
2016-06-02,7.2727
2016-06-03,21.9687
2016-06-06,-6.7344
2016-06-07,5.7307
2016-06-08,17.8862
2016-06-09,6.4368
2016-06-10,7.0842
2016-06-13,0.8471
2016-06-14,-12.8
2016-06-15,6.6514
2016-06-16,-5.3763
2016-06-17,0.0
2016-06-20,-19.2727
2016-06-21,12.5563
2016-06-22,-1.3007
2016-06-23,0.8109
2016-06-24,1.2569
2016-06-27,-2.8798
2016-06-28,2.4029
2016-06-29,-0.3495
2016-06-30,-1.0521
2016-07-01,1.2152
2016-07-05,-11.0055
2016-07-06,1.1804000000000001
2016-07-07,-0.0556
2016-07-08,-3.6131
2016-07-11,-6.3437
2016-07-12,3.5099
2016-07-13,2.9149000000000003
2016-07-14,1.2717
2016-07-15,1.0274
2016-07-18,4.6893
2016-07-19,0.1619
2016-07-20,-6.5194
2016-07-21,1.2104
2016-07-22,-4.2711
2016-07-25,-3.0339
2016-07-26,-3.3742
2016-07-27,1.3333
2016-07-28,1.5038
2016-07-29,-1.0493999999999999
2016-08-01,-0.4367
2016-08-02,-2.2556
2016-08-03,3.0769
2016-08-04,-1.306
2016-08-05,1.1342
2016-08-08,-0.1869
2016-08-09,0.9988
2016-08-10,-1.5451000000000001
2016-08-11,-0.5022
2016-08-12,-2.1451000000000002
2016-08-15,2.8369
2016-08-16,3.511
2016-08-17,4.1793
2016-08-18,1.686
2016-08-19,5.0886
2016-08-22,-4.3526
2016-08-23,1.5927
2016-08-24,0.9518
2016-08-25,0.2219
2016-08-26,6.3088
2016-08-29,-1.1452
2016-08-30,0.8425
2016-08-31,-0.4178
2016-09-01,-0.4719
2016-09-02,1.2645
2016-09-06,9.5213
2016-09-07,18.7173
2016-09-08,3.3213
2016-09-09,-0.3873
2016-09-12,13.2582
2016-09-13,-4.9777000000000005
2016-09-14,-4.4436
2016-09-15,3.138
2016-09-16,8.3578
2016-09-19,1.6576
2016-09-20,-11.98
2016-09-21,4.7637
2016-09-22,-6.4958
2016-09-23,-10.8452
2016-09-26,0.5195
2016-09-27,1.2059
2016-09-28,5.617
2016-09-29,-0.6446
2016-09-30,6.8938
2016-10-03,-3.1108
2016-10-04,0.0
2016-10-05,7.4393
2016-10-06,2.0773
2016-10-07,3.5345
2016-10-10,3.7586
2016-10-11,-8.2419
2016-10-12,-6.3745
2016-10-13,-7.3114
