ticker,AGS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-26,15.625
2018-01-29,2.1622
2018-01-30,2.8042
2018-01-31,0.7205
2018-02-01,-0.7665
2018-02-02,0.0515
2018-02-05,-1.2867
2018-02-06,-0.8342
2018-02-07,1.8927
2018-02-08,-1.1868
2018-02-09,3.0287
2018-02-12,1.9767000000000001
2018-02-13,-1.7893
2018-02-14,2.581
2018-02-15,-2.1214
2018-02-16,0.5544
2018-02-20,-1.0526
2018-02-21,0.5066
2018-02-22,-1.4113
2018-02-23,2.3006
2018-02-26,-0.7996
2018-02-27,-0.3023
2018-02-28,4.6488
2018-03-01,3.3317
2018-03-02,-0.7009
2018-03-05,-1.5529
2018-03-06,0.1912
2018-03-07,-0.5725
2018-03-08,0.2399
2018-03-09,-0.2393
2018-03-12,0.6238
2018-03-13,-0.3815
2018-03-14,2.9679
2018-03-15,2.371
2018-03-16,-0.5904
2018-03-19,-2.1928
2018-03-20,0.1868
2018-03-21,2.7506
2018-03-22,-1.4064999999999999
2018-03-23,-1.9327999999999999
2018-03-26,1.8771
2018-03-27,0.9673
2018-03-28,2.5547
2018-03-29,3.4698
2018-04-02,-8.3835
2018-04-03,0.9385
2018-04-04,1.6272
2018-04-05,0.0457
2018-04-06,0.5487
2018-04-09,0.1819
2018-04-10,-1.9064999999999999
2018-04-11,1.2031
2018-04-12,-1.6461000000000001
2018-04-13,-2.9754
2018-04-16,2.1562
2018-04-17,1.7355
2018-04-18,4.1955
2018-04-19,0.177
2018-04-20,0.9276
2018-04-23,0.4814
2018-04-24,0.0436
2018-04-25,-1.1319
2018-04-26,-0.7926
2018-04-27,0.8433
2018-04-30,-0.4842
2018-05-01,-3.4939999999999998
2018-05-02,1.3291
2018-05-03,2.7137000000000002
2018-05-04,2.1136
2018-05-07,2.8461
2018-05-08,-8.5115
2018-05-09,-1.0082
2018-05-10,4.6296
2018-05-11,1.1062
2018-05-14,0.8753
2018-05-15,-2.0824
2018-05-16,0.3101
2018-05-17,1.1484
2018-05-18,0.0
2018-05-21,0.5677
2018-05-22,-0.9553
2018-05-23,0.5261
2018-05-24,0.0872
2018-05-25,3.6166
2018-05-29,2.8175
2018-05-30,0.0409
2018-05-31,3.5159000000000002
2018-06-01,-1.0269
2018-06-04,-1.9553
2018-06-05,-1.2617
2018-06-06,0.5359
2018-06-07,0.246
2018-06-08,-1.5951
2018-06-11,0.4572
2018-06-12,-0.662
2018-06-13,0.0
2018-06-14,3.1653000000000002
2018-06-15,2.3012
