ticker,INSW US Equity
2017-04-17,1.3418999999999999
2017-04-18,0.6356
2017-04-19,-0.2632
2017-04-20,0.2111
2017-04-21,0.7899
2017-04-24,0.2612
2017-04-25,1.1464
2017-04-26,0.8243
2017-04-27,-0.1533
2017-04-28,-1.0747
2017-05-01,0.776
2017-05-02,1.3860000000000001
2017-05-03,-0.6076
2017-05-04,0.9679
2017-05-05,0.6559
2017-05-08,-0.802
2017-05-09,0.4042
2017-05-10,6.2406
2017-05-11,-0.5211
2017-05-12,-2.7143
2017-05-15,-2.3005
2017-05-16,0.1002
2017-05-17,2.0521
2017-05-18,1.2261
2017-05-19,1.3566
2017-05-22,-1.2428
2017-05-23,-1.6457000000000002
2017-05-24,-1.0827
2017-05-25,0.398
2017-05-26,1.8831
2017-05-30,-2.8696
2017-05-31,-0.9514
2017-06-01,0.1011
2017-06-02,0.2525
2017-06-05,0.0504
2017-06-06,0.0504
2017-06-07,0.6543
2017-06-08,0.15
2017-06-09,-0.9985
2017-06-12,0.6051
2017-06-13,3.0576
2017-06-14,-2.0914
2017-06-15,-2.6329000000000002
2017-06-16,1.4796
2017-06-19,2.8155
2017-06-20,0.6357
2017-06-21,-0.7775
2017-06-22,0.1469
2017-06-23,2.1516
2017-06-26,1.2925
2017-06-27,0.3781
2017-06-28,0.1883
2017-06-29,1.5977000000000001
2017-06-30,0.2313
2017-07-03,1.0152
2017-07-05,0.9593
2017-07-06,-1.448
2017-07-07,-0.8264
2017-07-10,-0.4167
2017-07-11,2.185
2017-07-12,1.6833
2017-07-13,-0.0895
2017-07-14,-1.03
2017-07-17,0.4072
2017-07-18,0.0451
2017-07-19,1.3963999999999999
2017-07-20,0.6219
2017-07-21,0.3532
2017-07-24,-0.4399
2017-07-25,1.7234
2017-07-26,-0.5213
2017-07-27,0.262
2017-07-28,-2.047
2017-07-31,1.4229
2017-08-01,0.0438
2017-08-02,-1.4899
2017-08-03,-0.2669
2017-08-04,0.1338
2017-08-07,-1.069
2017-08-08,-0.8555
2017-08-09,-2.4069
2017-08-10,-0.698
2017-08-11,-1.6401
2017-08-14,-1.5245
2017-08-15,-6.2409
2017-08-16,0.6708
2017-08-17,-4.9206
2017-08-18,1.0782
2017-08-21,-3.04
2017-08-22,0.33
2017-08-23,0.8772
2017-08-24,2.0109
2017-08-25,0.2131
2017-08-28,-2.9771
2017-08-29,3.3973
2017-08-30,-2.9147
2017-08-31,0.655
2017-09-01,-0.1085
2017-09-05,0.0
2017-09-06,-1.0315
2017-09-07,-0.5485
2017-09-08,-0.7722
2017-09-11,0.6115
2017-09-12,1.6575
2017-09-13,-1.087
2017-09-14,0.5495
2017-09-15,-0.0546
2017-09-18,1.6949
2017-09-19,1.2366
2017-09-20,4.3016
2017-09-21,-1.8839000000000001
2017-09-22,3.3731
2017-09-25,1.6566
2017-09-26,-1.9752999999999998
2017-09-27,1.2594
2017-09-28,-2.0896
2017-09-29,0.1016
2017-10-02,1.066
2017-10-03,1.2557
2017-10-04,-1.2897
2017-10-05,2.0101
2017-10-06,-0.5419
2017-10-09,0.842
2017-10-10,-0.4912
2017-10-11,0.7404
2017-10-12,-0.343
2017-10-13,0.1967
2017-10-16,0.4907
2017-10-17,0.5859
2017-10-18,-1.6505
2017-10-19,-0.2468
2017-10-20,-0.2474
2017-10-23,-1.5377
2017-10-24,-0.4534
2017-10-25,0.4049
2017-10-26,0.0
2017-10-27,1.2601
2017-10-30,-0.3982
2017-10-31,0.6497
2017-11-01,0.4965
2017-11-02,0.3458
2017-11-03,2.0187
2017-11-06,-1.2548
2017-11-07,-1.3195999999999999
2017-11-08,3.4175
2017-11-09,-7.567
2017-11-10,-1.658
2017-11-13,-3.2139
2017-11-14,-4.736
2017-11-15,-2.8
2017-11-16,0.8818
2017-11-17,0.0583
2017-11-20,0.4077
2017-11-21,-0.232
2017-11-22,0.2907
2017-11-24,0.8696
2017-11-27,-2.1839
2017-11-28,1.1751
2017-11-29,-1.9163999999999999
2017-11-30,0.5921
2017-12-01,-1.4126
2017-12-04,2.2687
2017-12-05,-1.2259
2017-12-06,-1.4184
2017-12-07,0.1199
2017-12-08,0.1198
2017-12-11,0.299
2017-12-12,1.7889
2017-12-13,0.2343
2017-12-14,-0.3507
2017-12-15,4.6921
2017-12-18,-0.2241
2017-12-19,-2.8074
2017-12-20,0.4044
2017-12-21,8.3429
2017-12-22,3.7175000000000002
2017-12-26,-3.3794
2017-12-27,-1.3778000000000001
2017-12-28,0.2687
2017-12-29,-1.0718
2018-01-02,3.5753
2018-01-03,-0.6276
2018-01-04,1.0526
2018-01-05,-1.875
2018-01-08,-4.1401
2018-01-09,0.7752
2018-01-10,1.044
2018-01-11,1.7945
2018-01-12,-0.1068
2018-01-16,1.2299
2018-01-17,-1.9017
2018-01-18,-0.8078
2018-01-19,0.2714
2018-01-22,-1.1911
2018-01-23,-0.3288
2018-01-24,-0.6597
2018-01-25,-1.3835
2018-01-26,-1.5152
2018-01-29,-1.9943
2018-01-30,-1.2209
2018-01-31,-1.7657
2018-02-01,-0.2397
2018-02-02,-0.1201
2018-02-05,-3.6681
2018-02-06,1.4981
2018-02-07,-0.246
2018-02-08,-3.3909000000000002
2018-02-09,0.1914
2018-02-12,1.9108
2018-02-13,0.375
2018-02-14,1.2453
2018-02-15,3.69
2018-02-16,-0.4745
2018-02-20,-0.5959
2018-02-21,1.199
2018-02-22,-1.2441
2018-02-23,-1.4397
2018-02-26,0.913
2018-02-27,0.2413
2018-02-28,-2.1059
2018-03-01,-0.0615
2018-03-02,2.583
2018-03-05,4.1367
2018-03-06,0.4606
2018-03-07,-3.4384
2018-03-08,4.273
2018-03-09,5.5777
2018-03-12,3.558
2018-03-13,-1.1452
2018-03-14,-1.5271
2018-03-15,-3.2086
2018-03-16,5.3039
2018-03-19,-1.4689999999999999
2018-03-20,-2.8754
2018-03-21,2.193
2018-03-22,-3.8627000000000002
2018-03-23,0.8371
2018-03-26,0.7194
2018-03-27,-2.033
2018-03-28,-2.5799
2018-03-29,1.3241
2018-04-02,-2.8977
2018-04-03,0.1755
2018-04-04,1.986
2018-04-05,4.1237
2018-04-06,1.2651
2018-04-09,0.2173
2018-04-10,3.3062
2018-04-11,3.043
2018-04-12,0.9674
2018-04-13,0.353
2018-04-16,0.3518
2018-04-17,0.5508
2018-04-18,1.5438
2018-04-19,-0.2943
2018-04-20,2.1151
2018-04-23,0.578
2018-04-24,0.3831
2018-04-25,-0.8588
2018-04-26,-0.5775
2018-04-27,-3.001
2018-04-30,0.4491
2018-05-01,-1.0929
2018-05-02,2.2099
2018-05-03,-1.1302
2018-05-04,-3.827
2018-05-07,1.2403
2018-05-08,1.9908000000000001
2018-05-09,-0.5506
2018-05-10,-1.6608
2018-05-11,1.0747
2018-05-14,-0.6582
2018-05-15,-3.0071
2018-05-16,0.6306
2018-05-17,-2.0366
2018-05-18,-1.9723000000000002
2018-05-21,4.6221
2018-05-22,2.3909000000000002
2018-05-23,-0.0508
2018-05-24,-4.1138
2018-05-25,-1.3771
2018-05-29,4.0816
2018-05-30,5.0052
2018-05-31,2.7027
2018-06-01,-2.201
2018-06-04,-2.3483
2018-06-05,-1.002
2018-06-06,3.998
2018-06-07,2.7251
2018-06-08,1.8475000000000001
2018-06-11,1.3488
2018-06-12,-1.285
2018-06-13,-5.0674
2018-06-14,-1.8609
2018-06-15,-1.6966
2018-06-18,5.3807
2018-06-19,2.2157999999999998
2018-06-20,1.508
2018-06-21,0.325
2018-06-22,9.8565
2018-06-25,2.8222
2018-06-26,-0.2048
2018-06-27,-1.0263
2018-06-28,-0.9125
2018-06-29,-3.1394
2018-07-02,0.5618
2018-07-03,0.8595
2018-07-05,0.4261
2018-07-06,0.3394
2018-07-09,0.3805
2018-07-10,0.9267
2018-07-11,-5.217
2018-07-12,-1.9815
2018-07-13,-1.9317
2018-07-16,-2.3362
2018-07-17,0.4221
2018-07-18,0.6072
2018-07-19,0.3714
2018-07-20,-0.7401
2018-07-23,-1.9571
2018-07-24,-0.7605
2018-07-25,3.1609
2018-07-26,3.9461
2018-07-27,-2.5904
2018-07-30,-1.1921
2018-07-31,1.0209
2018-08-01,-0.689
2018-08-02,2.0352
2018-08-03,-2.4479
2018-08-06,0.0465
2018-08-07,-0.5109
2018-08-08,-1.634
2018-08-09,-2.6103
2018-08-10,1.1209
2018-08-13,-2.3614
2018-08-14,-1.3820000000000001
2018-08-15,-1.6016
2018-08-16,-1.2716
2018-08-17,-0.2061
2018-08-20,2.5813
2018-08-21,2.5164
2018-08-22,2.8473
2018-08-23,-0.4296
2018-08-24,1.2464
2018-08-27,-0.7102
2018-08-28,0.6199
2018-08-29,-0.2844
2018-08-30,0.903
2018-08-31,-3.3443
2018-09-04,-4.191
2018-09-05,-3.4079
2018-09-06,-4.1601
2018-09-07,2.2527
2018-09-10,2.0956
2018-09-11,-0.5263
2018-09-12,-0.6349
2018-09-13,-1.278
2018-09-14,-1.7799
2018-09-17,-0.2746
2018-09-18,2.9185
2018-09-19,3.9593
2018-09-20,0.3088
2018-09-21,3.3864
2018-09-24,-1.0422
2018-09-25,2.658
2018-09-26,-4.5921
2018-09-27,0.512
2018-09-28,1.9868000000000001
2018-10-01,7.6424
2018-10-02,1.6240999999999999
2018-10-03,0.9589
2018-10-04,-2.6685
2018-10-05,-0.4182
2018-10-08,0.6066
2018-10-09,1.6234
2018-10-10,-3.3318
2018-10-11,-3.0689
2018-10-12,0.1948
2018-10-15,1.3126
2018-10-16,2.8791
2018-10-17,0.9328
2018-10-18,-2.7725999999999997
2018-10-19,2.2338
2018-10-22,-1.1158
2018-10-23,-1.1754
2018-10-24,-5.9467
2018-10-25,0.1012
2018-10-26,3.2845
2018-10-29,6.0176
2018-10-30,0.3692
2018-10-31,-1.1034
2018-11-01,1.1158
2018-11-02,0.0
2018-11-05,-0.046
2018-11-06,2.4379
2018-11-07,-11.9443
2018-11-08,-4.0796
2018-11-09,-5.4226
2018-11-12,-2.136
2018-11-13,-1.838
2018-11-14,0.7607
2018-11-15,1.0453
2018-11-16,-1.954
2018-11-19,-2.2274
2018-11-20,-3.4772
2018-11-21,4.9068000000000005
2018-11-23,1.6578
2018-11-26,1.5725
2018-11-27,10.0344
2018-11-28,-0.5211
2018-11-29,0.681
2018-11-30,0.3122
2018-12-03,0.8817
2018-12-04,-5.6555
2018-12-06,0.545
2018-12-07,-0.4336
2018-12-10,-1.9053
2018-12-11,0.7214
2018-12-12,2.5895
2018-12-13,1.6112
2018-12-14,-3.0655
2018-12-17,-3.1625
2018-12-18,-3.3221
2018-12-19,-0.3494
2018-12-20,-1.5779999999999998
2018-12-21,-0.772
2018-12-24,0.1795
2018-12-26,5.0179
2018-12-27,-3.868
2018-12-28,-0.6509
2018-12-31,0.2978
2019-01-02,5.1068999999999996
2019-01-03,0.5085
2019-01-04,5.4525
2019-01-07,1.8657
2019-01-08,-0.7326
2019-01-09,-2.8993
2019-01-10,-4.9946
2019-01-11,0.1714
2019-01-14,-0.2852
2019-01-15,0.2288
2019-01-16,1.8265
2019-01-17,0.6726
2019-01-18,2.8396
2019-01-22,-4.3313
2019-01-23,-3.9049
2019-01-24,0.1767
2019-01-25,2.5279
2019-01-28,-0.0573
2019-01-29,0.0
2019-01-30,2.6391
2019-01-31,1.2856
2019-02-01,-0.6623
2019-02-04,0.8889
2019-02-05,-3.7996
2019-02-06,-2.0034
2019-02-07,-3.5047
2019-02-08,-0.5448
2019-02-11,0.2435
2019-02-12,6.3145
2019-02-13,-2.1702
2019-02-14,-0.0584
2019-02-15,3.4463
2019-02-19,3.1056
2019-02-20,-5.4765
2019-02-21,0.4056
2019-02-22,4.5009
2019-02-25,-3.4234999999999998
2019-02-26,-1.5436999999999999
2019-02-27,-1.4518
2019-02-28,-1.9445999999999999
2019-03-01,0.1202
2019-03-04,2.521
2019-03-05,2.1077
2019-03-06,-2.9817
2019-03-07,-0.8274
2019-03-08,0.0
2019-03-11,3.3969
2019-03-12,8.9337
2019-03-13,-1.3228
2019-03-14,-1.5013
2019-03-15,1.1976
2019-03-18,1.6676
2019-03-19,-2.2222
2019-03-20,0.0
2019-03-21,-0.974
2019-03-22,-3.9344
2019-03-25,3.2423
2019-03-26,-0.8264
2019-03-27,-1.3889
2019-03-28,-2.1972
2019-03-29,-1.2673
2019-04-01,0.8751
2019-04-02,-0.8097
2019-04-03,-0.1749
2019-04-04,-0.4673
2019-04-05,0.9977
2019-04-08,1.9756
2019-04-09,3.3618
2019-04-10,3.3076
2019-04-11,2.4013
2019-04-12,3.6477
2019-04-15,-0.2514
2019-04-16,-1.7137
2019-04-17,1.7436
2019-04-18,-2.9737999999999998
2019-04-22,1.1948
2019-04-23,-3.0287
2019-04-24,2.6997999999999998
2019-04-25,-5.0515
2019-04-26,-1.6287
2019-04-29,-0.1104
2019-04-30,-1.5470000000000002
2019-05-01,0.4489
2019-05-02,-0.1676
2019-05-03,2.9099
2019-05-06,-0.1631
2019-05-07,0.0
2019-05-08,1.9062999999999999
2019-05-09,3.8482
2019-05-10,3.1395
2019-05-13,-1.5469
2019-05-14,2.0781
2019-05-15,0.0497
2019-05-16,0.2481
2019-05-17,-3.8119
2019-05-20,1.9043
2019-05-21,-0.6061
2019-05-22,-0.4065
2019-05-23,-3.1633
2019-05-24,-2.0548
2019-05-28,-1.8827
2019-05-29,-0.4386
2019-05-30,-2.8634
2019-05-31,0.907
2019-06-03,0.1124
2019-06-04,2.6936
2019-06-05,-1.0929
2019-06-06,-0.5525
2019-06-07,1.7222
2019-06-10,-2.7854
2019-06-11,2.0787
2019-06-12,-5.2284
2019-06-13,0.813
2019-06-14,-0.4608
2019-06-17,2.1991
2019-06-18,0.5096
2019-06-19,0.7324
2019-06-20,3.3557
2019-06-21,-1.9481000000000002
2019-06-24,-1.7107999999999999
2019-06-25,1.9651999999999998
2019-06-26,2.6982
2019-06-27,1.8767
2019-06-28,0.0
2019-07-01,1.9474
2019-07-02,-1.9102000000000001
2019-07-03,-2.2105
2019-07-05,2.4758
2019-07-08,-0.3151
2019-07-09,0.1054
2019-07-10,0.5789
2019-07-11,0.471
2019-07-12,1.3542
2019-07-15,-3.5971
2019-07-16,0.7463
2019-07-17,-5.9788
2019-07-18,-0.7316
2019-07-19,-0.3401
2019-07-22,-1.4221
2019-07-23,1.2118
2019-07-24,1.9954
2019-07-25,-3.1861
2019-07-26,0.4619
2019-07-29,-2.7586
2019-07-30,0.2955
2019-07-31,0.2357
2019-08-01,-3.1746
2019-08-02,-2.9144
2019-08-05,-4.065
2019-08-06,2.7379
2019-08-07,-0.9518
2019-08-08,2.114
2019-08-09,-0.3764
2019-08-12,-0.6927
2019-08-13,2.7901
2019-08-14,-1.2955
2019-08-15,-0.375
2019-08-16,0.5646
2019-08-19,3.4311
2019-08-20,0.0603
2019-08-21,1.9289
2019-08-22,0.9462
2019-08-23,-2.6362
2019-08-26,1.3237
2019-08-27,0.7126
2019-08-28,0.5896
2019-08-29,0.9379
2019-08-30,0.0
2019-09-03,0.4646
2019-09-04,2.3121
2019-09-05,1.2993999999999999
2019-09-06,0.1115
2019-09-09,2.0613
2019-09-10,3.1114
2019-09-11,0.0
2019-09-12,0.5823
2019-09-13,0.0526
2019-09-16,-0.1578
2019-09-17,-1.686
2019-09-18,-1.5541
2019-09-19,0.0544
2019-09-20,-0.5985
2019-09-23,0.5473
2019-09-24,-2.3952
2019-09-25,4.1272
2019-09-26,2.5174
2019-09-27,0.0
2019-09-30,0.627
2019-10-01,2.7518000000000002
2019-10-02,-0.3537
2019-10-03,-0.1014
2019-10-04,5.3299
2019-10-07,14.8434
2019-10-08,1.6366
2019-10-09,-0.9496
2019-10-10,1.7924
2019-10-11,4.2588
2019-10-14,1.6496
2019-10-15,-4.1731
2019-10-16,1.2903
2019-10-17,-0.2787
2019-10-18,1.2375
2019-10-21,-2.8785
2019-10-22,0.609
2019-10-23,7.0218
2019-10-24,-1.2821
2019-10-25,0.6112
2019-10-28,-0.4935
2019-10-29,-1.3735
2019-10-30,0.5029
2019-10-31,-3.2333
2019-11-01,0.5967
2019-11-04,1.463
2019-11-05,-1.4419
2019-11-06,-4.745
2019-11-07,-2.8643
2019-11-08,4.0598
2019-11-11,3.0801
2019-11-12,1.9522
2019-11-13,-1.7976
2019-11-14,2.7058999999999997
2019-11-15,1.2398
2019-11-18,-1.5691000000000002
2019-11-19,1.283
2019-11-20,2.7255000000000003
2019-11-21,1.009
2019-11-22,-0.185
2019-11-25,2.298
2019-11-26,-2.3913
2019-11-27,-1.8559999999999999
2019-11-29,0.1513
2019-12-02,-0.9063
2019-12-03,-0.9527
2019-12-04,1.4236
2019-12-05,1.783
2019-12-06,3.3545
2019-12-09,-0.3246
2019-12-10,0.3618
2019-12-11,-0.2884
2019-12-12,-0.3615
2019-12-13,1.0522
2019-12-16,1.0054
2019-12-17,0.2133
2019-12-18,0.7449
2019-12-19,5.7745999999999995
2019-12-20,-3.2622999999999998
2019-12-23,1.17
2019-12-24,-0.5442
2019-12-26,0.171
2019-12-27,-1.1267
2019-12-30,1.4503
2019-12-31,1.2934
2020-01-02,0.2016
2020-01-03,0.6036
2020-01-06,-0.1333
2020-01-07,2.2363
2020-01-08,-3.1342
2020-01-09,0.3707
2020-01-10,-2.3506
2020-01-13,-0.2063
2020-01-14,-2.4121
2020-01-15,-3.5664
2020-01-16,-0.9154
2020-01-17,-1.8847
2020-01-21,0.9416
2020-01-22,-1.8284
2020-01-23,-1.2923
2020-01-24,-5.2753
2020-01-27,-1.9919
2020-01-28,0.0415
2020-01-29,-2.2388
2020-01-30,-5.1315
2020-01-31,-0.4917
2020-02-03,-1.3926
2020-02-04,1.7311999999999999
2020-02-05,2.7318
2020-02-06,-2.5282999999999998
2020-02-07,-8.4526
2020-02-10,-0.8305
2020-02-11,4.4335
2020-02-12,2.5
2020-02-13,-2.1629
2020-02-14,-0.1881
2020-02-18,-2.9218
2020-02-19,1.068
2020-02-20,-1.0567
2020-02-21,-1.6989999999999998
2020-02-24,-5.5309
2020-02-25,-2.1432
2020-02-26,-0.1068
2020-02-27,0.2674
2020-02-28,6.08
2020-03-02,5.2288
2020-03-03,-1.6245
2020-03-04,-4.3711
2020-03-05,-7.0086
2020-03-06,6.3353
2020-03-09,2.414
2020-03-10,10.8325
2020-03-11,-2.0362
2020-03-12,-2.1247
2020-03-13,10.6182
2020-03-16,-16.5956
2020-03-17,3.4377
2020-03-18,-17.7579
2020-03-19,14.5356
2020-03-20,-8.2148
2020-03-23,7.2289
2020-03-24,9.8983
2020-03-25,-6.8647
2020-03-26,8.9388
2020-03-27,8.9731
2020-03-30,5.5042
2020-03-31,-0.2922
2020-04-01,-1.5069
2020-04-02,-6.7998
2020-04-03,-6.7943
2020-04-06,2.593
2020-04-07,-5.2456
2020-04-08,-0.1007
2020-04-09,16.1713
2020-04-13,-5.0737
2020-04-14,7.2636
2020-04-15,-1.1499
2020-04-16,0.0862
2020-04-17,3.2286
2020-04-20,7.6731
2020-04-21,2.2463
2020-04-22,3.3712
2020-04-23,-3.5911
2020-04-24,-0.7222
2020-04-27,8.3078
2020-04-28,-3.9943
2020-04-29,-9.2047
2020-04-30,-1.8654
2020-05-01,-1.1157
2020-05-04,6.1011
2020-05-05,-11.343
2020-05-06,-7.641
2020-05-07,3.367
2020-05-08,1.5356
2020-05-11,1.604
2020-05-12,-2.4356999999999998
2020-05-13,1.8031000000000001
2020-05-14,-5.2225
2020-05-15,2.0604
2020-05-18,-2.2535
2020-05-19,-2.2094
2020-05-20,3.0943
2020-05-21,3.192
2020-05-22,-0.6002
2020-05-26,4.3196
2020-05-27,4.8085
2020-05-28,-7.1793
2020-05-29,3.7986
2020-06-01,2.3369
2020-06-02,-7.7984
2020-06-03,-3.0374
2020-06-04,-1.3012000000000001
2020-06-05,5.8105
2020-06-08,7.913
2020-06-09,-0.8576
2020-06-10,-7.5692
2020-06-11,-7.3467
2020-06-12,0.4545
2020-06-15,-0.905
2020-06-16,0.761
2020-06-17,-6.8479
2020-06-18,1.2973
2020-06-19,-1.334
2020-06-22,-5.0297
2020-06-23,0.1708
2020-06-24,-4.2069
2020-06-25,-1.0682
2020-06-26,-3.7193
2020-06-29,7.7259
2020-06-30,-5.4945
2020-07-01,4.896
2020-07-02,-8.2264
2020-07-06,5.3401
2020-07-07,-5.1298
2020-07-08,2.1628
2020-07-09,-5.0436
2020-07-10,8.3279
2020-07-13,-2.4213
2020-07-14,3.2878
2020-07-15,1.8618999999999999
2020-07-16,-3.2429
2020-07-17,0.6703
2020-07-20,0.0
2020-07-21,-0.7869
2020-07-22,0.061
2020-07-23,4.3902
2020-07-24,0.0584
2020-07-27,-0.0584
2020-07-28,0.8762
2020-07-29,3.59
2020-07-30,-3.2979
2020-07-31,-0.1734
