ticker,AGMH US Equity
2018-09-07,-7.2152
2018-09-10,-4.502
2018-09-11,-4.2857
2018-09-12,1.4925
2018-09-13,1.9607999999999999
2018-09-14,-4.7115
2018-09-17,-3.2795
2018-09-18,6.9379
2018-09-19,6.8293
2018-09-20,33.242
2018-09-21,-11.6861
2018-09-24,-11.6414
2018-09-25,7.422
2018-09-26,20.477899999999998
2018-09-27,-1.3876
2018-09-28,34.2051
2018-10-01,-10.538499999999999
2018-10-02,3.1814
2018-10-03,-8.3333
2018-10-04,3.5455
2018-10-05,-5.7653
2018-10-08,-2.6565
2018-10-09,11.5025
2018-10-10,-0.8011
2018-10-11,7.0378
2018-10-12,-4.3923
2018-10-15,5.5242
2018-10-16,3.8285
2018-10-17,-3.8674
2018-10-18,8.9106
2018-10-19,-5.3069
2018-10-22,-6.5906
2018-10-23,-5.6847
2018-10-24,-3.898
2018-10-25,3.3169
2018-10-26,1.4466999999999999
2018-10-29,-3.5088
2018-10-30,-0.197
2018-10-31,-6.7387
2018-11-01,1.1213
2018-11-02,6.246
2018-11-05,-5.3636
2018-11-06,-17.4832
2018-11-07,-5.8149
2018-11-09,-14.6262
2018-11-12,1.3439999999999999
2018-11-13,0.7143
2018-11-14,16.4066
2018-11-15,46.1413
2018-11-16,5.6142
2018-11-19,11.5789
2018-11-20,-1.0613
2018-11-21,-1.7877999999999998
2018-11-23,1.5049000000000001
2018-11-26,-0.6456
2018-11-27,-4.9338
2018-11-28,6.0759
2018-11-29,-8.4487
2018-11-30,2.6069
2018-12-03,-5.2337
2018-12-04,2.5469
2018-12-06,-5.2288
2018-12-07,-9.5724
2018-12-11,14.399000000000001
2018-12-12,-6.6667
2018-12-13,-5.2
2018-12-14,-2.7248
2018-12-18,-15.3858
2018-12-19,18.1252
2018-12-20,-13.0192
2018-12-21,1.0691
2018-12-24,8.2511
2018-12-26,-13.4036
2018-12-27,6.8268
2018-12-28,-1.2324
2018-12-31,-4.6346
2019-01-02,14.9596
2019-01-03,-11.1594
2019-01-07,5.7833
2019-01-10,-3.1142
2019-01-15,10.7143
2019-01-18,-15.09
2019-01-22,6.3745
2019-01-23,-0.1786
2019-01-24,0.7156
2019-01-25,-14.7425
2019-01-28,12.0833
2019-01-29,-4.7955
2019-01-30,8.1824
2019-02-01,-6.0847
2019-02-05,2.8067
2019-02-06,0.8224
2019-02-07,0.0
2019-02-11,3.8191
2019-02-12,10.892900000000001
2019-02-13,-2.4798999999999998
2019-02-15,-1.255
2019-02-19,-4.8161000000000005
2019-02-20,1.019
2019-02-21,0.8348
2019-02-25,-9.624
2019-02-26,0.5725
2019-02-27,10.0569
2019-02-28,-2.7241
2019-03-01,-2.9777
2019-03-04,-3.1787
2019-03-05,-1.5747
2019-03-06,1.4466
2019-03-07,1.9651999999999998
2019-03-08,-0.4818
2019-03-11,-15.3445
2019-03-12,-5.9833
2019-03-13,-5.007
2019-03-14,12.1675
2019-03-15,-14.8002
2019-03-18,4.8969000000000005
2019-03-19,-3.3415
2019-03-20,3.457
2019-03-21,6.9287
2019-03-22,-4.3658
2019-03-25,-7.4964
2019-03-26,2.0779
2019-03-27,1.3232
2019-03-28,-3.0638
2019-03-29,6.9948
2019-04-03,1.4043999999999999
2019-04-04,-3.2474
2019-04-08,-3.2083
2019-04-09,2.2947
2019-04-10,-0.5484
2019-04-11,2.6566
2019-04-15,-4.3945
2019-04-16,-1.7875
2019-04-17,2.3661
2019-04-18,-3.3274
2019-04-22,0.3678
2019-04-23,-1.2565
2019-04-25,2.333
2019-04-29,-6.5492
2019-04-30,-0.5323
2019-05-01,-5.5741
2019-05-02,-0.2952
2019-05-03,0.8881
2019-05-06,0.0
2019-05-07,0.0587
2019-05-08,-1.7595
2019-05-09,-1.791
2019-05-10,-0.9119
2019-05-13,-9.8773
2019-05-14,4.8332
2019-05-15,-0.9091
2019-05-16,-3.3421
2019-05-17,-0.4746
2019-05-20,-0.545
2019-05-21,0.6849
2019-05-22,14.2857
2019-05-23,4.1667
2019-05-24,0.5714
2019-05-28,-20.1705
2019-05-29,9.8221
2019-05-30,-2.2683
2019-05-31,-5.4376999999999995
2019-06-03,-0.0701
2019-06-04,-0.2807
2019-06-05,-2.7445
2019-06-06,-4.9204
2019-06-07,15.2968
2019-06-10,1.3201
2019-06-11,-7.8176
2019-06-12,0.9894
2019-06-13,-4.1456
2019-06-14,-0.9316
2019-06-17,21.2233
2019-06-18,8.3283
2019-06-19,-8.642
2019-06-20,-3.317
2019-06-21,11.1182
2019-06-24,9.2053
2019-06-25,-14.644
2019-06-26,-0.9753
2019-06-27,10.8771
2019-06-28,7.2626
2019-07-01,-11.1979
2019-07-02,-3.4018
2019-07-03,4.3109
2019-07-05,3.3178
2019-07-08,0.9014
2019-07-09,-5.4478
2019-07-10,3.9311
2019-07-11,-5.2273
2019-07-12,-3.1175
2019-07-15,9.2203
2019-07-16,-4.5326
2019-07-17,3.8576
2019-07-18,-3.7143
2019-07-19,0.2967
2019-07-22,4.9112
2019-07-23,2.2561
2019-07-24,-0.8274
2019-07-25,-6.0067
2019-07-26,0.0
2019-07-29,-1.0651
2019-07-30,1.0766
2019-07-31,-7.2189
2019-08-01,10.7143
2019-08-02,-6.6244
2019-08-05,-7.3411
2019-08-06,9.3375
2019-08-07,1.5070999999999999
2019-08-08,-3.2993
2019-08-09,5.7475000000000005
2019-08-12,7.2361
2019-08-13,-4.267
2019-08-14,-5.5429
2019-08-15,-2.1779
2019-08-16,-0.7421
2019-08-19,5.6068999999999996
2019-08-20,8.5552
2019-08-21,-1.5217
2019-08-22,-3.2561
2019-08-23,-3.822
2019-08-26,-0.8238
2019-08-27,-2.5183999999999997
2019-08-28,2.8221
2019-08-29,-2.722
2019-08-30,7.2143
2019-09-03,-6.6362
2019-09-04,1.3479999999999999
2019-09-05,-1.3301
2019-09-06,7.1078
2019-09-09,-5.1487
2019-09-10,2.5332
2019-09-11,4.4124
2019-09-12,-1.9971999999999999
2019-09-13,-2.5616
2019-09-16,3.2307
2019-09-17,4.8715
2019-09-18,-7.6294
2019-09-19,-1.764
2019-09-20,-1.2083
2019-09-23,-2.0657
2019-09-24,1.6760000000000002
2019-09-25,3.5409
2019-09-26,0.0
2019-09-30,-2.5354
2019-10-01,0.0605
2019-10-02,-3.295
2019-10-03,1.2191
2019-10-07,-0.4324
2019-10-09,-0.1861
2019-10-11,-1.3052000000000001
2019-10-14,-0.063
2019-10-15,13.1695
2019-10-16,4.1203
2019-10-17,4.4385
2019-10-18,-5.8884
2019-10-21,3.3731999999999998
2019-10-22,3.6842
2019-10-23,0.2538
2019-10-24,4.8608
2019-10-25,1.2071
2019-10-28,1.145
2019-10-29,-2.3585
2019-10-30,1.2937
2019-10-31,-2.3264
2019-11-01,0.8789
2019-11-04,-1.0165
2019-11-05,1.3203
2019-11-06,-0.0483
2019-11-07,7.6292
2019-11-08,1.7945
2019-11-11,-15.6016
2019-11-12,-4.6888
2019-11-13,-0.8333
2019-11-14,-0.9392
2019-11-15,0.9481
2019-11-18,3.0939
2019-11-19,3.9121
2019-11-20,3.9711
2019-11-21,-1.3889
2019-11-22,0.1006
2019-11-25,1.3065
2019-11-26,-0.496
2019-11-27,2.5179
2019-11-29,0.3642
2019-12-02,1.7442
2019-12-03,-10.857099999999999
2019-12-04,0.5342
2019-12-05,-0.6376
2019-12-06,1.0695000000000001
2019-12-09,-4.7619
2019-12-10,-5.2778
2019-12-11,1.2897
2019-12-12,-3.3
2019-12-13,-6.8862
2019-12-16,2.508
2019-12-17,-5.8338
2019-12-18,1.9314
2019-12-19,0.083
2019-12-20,-0.4095
2019-12-23,-0.6557
2019-12-24,-2.2442
2019-12-26,0.2026
2019-12-27,0.3187
2019-12-30,9.3442
2019-12-31,4.0323
2020-01-02,-4.6933
2020-01-03,0.1239
2020-01-06,0.6553
2020-01-07,2.6343
2020-01-08,1.3514
2020-01-09,-3.0733
2020-01-10,-0.122
2020-01-13,-6.1661
2020-01-14,-0.9083
2020-01-15,1.3761999999999999
2020-01-16,-3.8996
2020-01-17,4.1744
2020-01-21,-0.6942
2020-01-22,2.8013
2020-01-23,-2.5349
2020-01-24,0.0644
2020-01-27,0.1956
2020-01-28,0.9728
2020-01-29,-0.386
2020-01-30,-1.6112
2020-01-31,0.5898
2020-02-03,0.901
2020-02-04,-0.7638
2020-02-05,-0.8458
2020-02-06,1.1811
2020-02-07,0.5668
2020-02-10,-0.5636
2020-02-11,-0.7134
2020-02-12,-1.2671000000000001
2020-02-13,0.5557
2020-02-14,-0.1974
2020-02-18,-0.3296
2020-02-19,3.7037
2020-02-20,-2.2003
2020-02-21,0.4239
2020-02-24,-0.1299
2020-02-25,-0.7802
2020-02-26,0.0
2020-02-27,-0.5242
2020-02-28,-0.1976
2020-03-02,0.462
2020-03-03,-0.0657
2020-03-04,0.263
2020-03-05,-0.6557
2020-03-06,0.6601
2020-03-09,-0.4885
2020-03-10,3.7857
2020-03-11,6.1587
2020-03-12,-11.4833
2020-03-13,1.5541
2020-03-16,-0.3992
2020-03-17,-1.002
2020-03-18,0.6748
2020-03-19,-0.8713
2020-03-20,-0.6085
2020-03-23,-1.0551
2020-03-24,6.9791
2020-03-25,0.7069
2020-03-26,-5.1691
2020-03-27,1.6151
2020-03-30,0.9272
2020-03-31,1.3123
2020-04-01,-0.9715
2020-04-02,0.3924
2020-04-03,0.0
2020-04-06,0.456
2020-04-07,-3.5667999999999997
2020-04-08,2.0846999999999998
2020-04-09,-0.4611
2020-04-13,-0.094
2020-04-14,1.0877
2020-04-15,-0.5242
2020-04-16,1.1199
2020-04-17,0.8469
2020-04-20,6.1370000000000005
2020-04-21,0.1217
2020-04-22,2.9787
2020-04-23,-0.1181
2020-04-24,-0.591
2020-04-27,2.1998
2020-04-28,2.9087
2020-04-29,3.1656
2020-04-30,1.0411
2020-05-01,-0.2169
2020-05-04,1.5745
2020-05-05,1.1252
2020-05-06,1.6931
2020-05-07,1.717
2020-05-08,0.9719
2020-05-11,-3.4954
2020-05-12,2.2572
2020-05-13,1.8994
2020-05-14,0.8343
2020-05-15,2.52
2020-05-18,0.0975
2020-05-19,0.6329
2020-05-20,0.0
2020-05-21,-1.8384
2020-05-22,1.104
2020-05-26,2.6616
2020-05-27,-0.8072
2020-05-28,0.5266
2020-05-29,1.381
2020-06-01,1.3152
2020-06-02,0.0
2020-06-03,0.7418
2020-06-04,0.7823
2020-06-05,1.9178
2020-06-08,0.4032
2020-06-09,0.0
2020-06-10,2.008
2020-06-11,0.0875
2020-06-12,4.6154
2020-06-15,4.3199
2020-06-16,0.841
2020-06-17,0.1589
2020-06-18,2.1804
2020-06-19,0.272
2020-06-22,-0.774
2020-06-23,1.17
2020-06-24,0.6939
2020-06-25,1.2251
2020-06-26,-0.1135
2020-06-29,0.0379
2020-06-30,-1.4762
2020-07-01,-19.708
2020-07-02,-6.2201
2020-07-06,-3.7755
2020-07-07,-5.6204
2020-07-08,-8.3146
2020-07-09,5.0858
2020-07-10,-1.1691
2020-07-13,-6.0149
2020-07-14,0.8788
2020-07-15,-0.6223
2020-07-16,-0.6888
2020-07-17,-2.2699
2020-07-20,0.0645
2020-07-21,9.6712
2020-07-22,2.7043
2020-07-23,4.2931
2020-07-24,-1.4819
2020-07-27,-8.6351
2020-07-28,-2.0122
2020-07-29,1.3068
2020-07-30,2.0885
2020-07-31,-3.1889
