ticker,AX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-03-15,0.0
2005-03-16,0.0
2005-03-17,0.1739
2005-03-18,-0.1736
2005-03-21,0.1739
2005-03-22,-0.6076
2005-03-23,0.4367
2005-03-24,-0.8696
2005-03-28,0.5263
2005-03-29,-2.007
2005-03-30,2.0481
2005-03-31,-1.9197
2005-04-01,0.4448
2005-04-04,-0.2657
2005-04-05,-1.421
2005-04-06,-0.9009
2005-04-07,0.1818
2005-04-08,-0.1815
2005-04-11,0.6364
2005-04-12,-0.6323
2005-04-13,0.2727
2005-04-14,0.1813
2005-04-15,-0.4525
2005-04-18,-0.0909
2005-04-19,-2.3658
2005-04-20,-0.2796
2005-04-21,-6.5421
2005-04-22,-2.5
2005-04-25,-6.5641
2005-04-26,0.9879
2005-04-27,8.913
2005-04-28,-1.1976
2005-04-29,-0.7071
2005-05-02,-1.9329
2005-05-03,-1.2448
2005-05-04,-1.0504
2005-05-05,2.4416
2005-05-06,0.0
2005-05-09,4.456
2005-05-10,2.1825
2005-05-11,-2.9126
2005-05-12,0.0
2005-05-13,1.8
2005-05-16,-1.7682
2005-05-17,-3.2
2005-05-18,0.7231
2005-05-19,0.0
2005-05-20,-2.0513
2005-05-23,-0.4188
2005-05-24,0.9464
2005-05-25,-2.0833
2005-05-26,-1.9149
2005-05-27,0.1085
2005-05-31,-0.8667
2005-06-01,3.0601
2005-06-02,-1.9088
2005-06-03,5.4054
2005-06-06,-3.0769
2005-06-07,4.7619
2005-06-08,0.0
2005-06-10,1.5152
2005-06-13,-6.9652
2005-06-14,0.0
2005-06-15,-0.9626
2005-06-16,0.108
2005-06-17,-0.5394
2005-06-20,-1.0846
2005-06-21,0.1096
2005-06-22,-2.1249
2005-06-23,0.7162
2005-06-24,-1.1111
2005-06-27,-4.4944
2005-06-28,0.0
2005-06-29,4.2353
2005-06-30,2.0316
2005-07-01,1.7699
2005-07-05,1.3043
2005-07-06,-2.3605
2005-07-07,6.5934
2005-07-08,-2.0619
2005-07-11,2.1053
2005-07-12,-2.5773
2005-07-13,0.5291
2005-07-14,2.2105
2005-07-15,-1.6478000000000002
2005-07-18,0.0
2005-07-19,0.0
2005-07-20,-0.9424
2005-07-21,-0.1057
2005-07-22,-1.3512
2005-07-25,1.9060000000000001
2005-07-26,0.5263
2005-07-27,-2.6178
2005-07-28,0.3226
2005-07-29,0.7503
2005-08-01,-4.2553
2005-08-02,-2.1111
2005-08-03,-0.1135
2005-08-04,1.4773
2005-08-05,-1.8589
