ticker,SOHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-17,0.0
2004-12-20,-0.1
2004-12-21,-0.1001
2004-12-22,0.1002
2004-12-23,-0.2002
2004-12-27,-0.1003
2004-12-28,-0.502
2004-12-29,0.7064
2004-12-30,-0.3006
2004-12-31,-0.1005
2005-01-03,0.2012
2005-01-04,0.2008
2005-01-05,-0.1002
2005-01-06,-0.2006
2005-01-07,-0.201
2005-01-10,0.1007
2005-01-11,0.0
2005-01-12,-0.6036
2005-01-13,1.1134
2005-01-14,-0.7007
2005-01-18,0.6048
2005-01-19,-0.2004
2005-01-20,-0.1004
2005-01-21,-3.0151
2005-01-24,1.2435
2005-01-25,1.3306
2005-01-26,0.8081
2005-01-27,-1.3026
2005-01-28,0.9137
2005-01-31,-2.4145
2005-02-01,2.0619
2005-02-02,0.303
2005-02-03,0.2014
2005-02-04,-1.5074999999999998
2005-02-07,0.0
2005-02-08,0.0
2005-02-09,0.3061
2005-02-10,1.2208
2005-02-11,-0.402
2005-02-14,0.5045
2005-02-15,-0.1004
2005-02-16,-0.1005
2005-02-17,0.0
2005-02-18,-0.4024
2005-02-22,-0.404
2005-02-23,0.6085
2005-02-24,-1.3105
2005-02-25,0.2043
2005-02-28,-1.3252
2005-03-01,1.0331
2005-03-02,0.2045
2005-03-03,-0.8163
2005-03-04,1.1317
2005-03-07,-0.8138
2005-03-08,0.0
2005-03-09,1.3333
2005-03-10,-0.8097
2005-03-11,-0.2041
2005-03-14,0.6243
2005-03-15,0.0
2005-03-16,-0.7239
2005-03-17,-1.0417
2005-03-18,0.9474
2005-03-21,-2.3983
2005-03-22,0.4274
2005-03-23,-0.3191
2005-03-24,0.3202
2005-03-28,-4.6809
2005-03-29,2.6786
2005-03-30,-2.1739
2005-03-31,0.0
2005-04-01,-0.5556
2005-04-04,4.4693
2005-04-05,2.4599
2005-04-06,0.6263
2005-04-07,-0.4149
2005-04-08,0.9375
2005-04-11,-3.096
2005-04-12,0.0
2005-04-13,-1.065
2005-04-14,-0.6459
2005-04-15,1.6251
2005-04-18,-0.8529
2005-04-19,1.2903
2005-04-20,-1.2739
2005-04-21,-0.1075
2005-04-22,0.6459
2005-04-25,0.2139
2005-04-26,0.6403
2005-04-27,-0.3181
2005-04-28,1.7021
2005-04-29,-0.523
2005-05-02,0.9464
2005-05-03,-1.0417
2005-05-04,0.5263
2005-05-05,-1.0471
2005-05-06,-2.1164
2005-05-09,1.6216
2005-05-10,-1.1702
2005-05-11,-0.8611
