ticker,CAAP US Equity
2018-06-22,0.398
2018-06-25,-3.4688
2018-06-26,-2.8747
2018-06-27,-8.0338
2018-06-28,-1.1494
2018-06-29,-1.8605
2018-07-02,3.1991
2018-07-03,6.7738
2018-07-05,4.4086
2018-07-06,-1.9567
2018-07-09,0.5252
2018-07-10,-2.1944
2018-07-11,-0.1068
2018-07-12,2.9947
2018-07-13,1.6615
2018-07-16,0.8172
2018-07-17,0.7092
2018-07-18,2.4145
2018-07-19,0.7859
2018-07-20,1.8519
2018-07-23,0.2871
2018-07-24,0.0954
2018-07-25,0.858
2018-07-26,6.8998
2018-07-27,-0.9726
2018-07-30,-1.6964000000000001
2018-07-31,1.1807
2018-08-01,-0.9874
2018-08-02,-4.0798
2018-08-03,-0.5671
2018-08-06,-3.4221
2018-08-07,-3.1496
2018-08-08,-4.3699
2018-08-09,-3.1881
2018-08-10,1.8660999999999999
2018-08-13,-3.2328
2018-08-14,3.8975999999999997
2018-08-15,-2.0364
2018-08-16,0.547
2018-08-17,-3.6997
2018-08-20,-0.565
2018-08-21,0.3409
2018-08-22,1.5855000000000001
2018-08-23,-4.2363
2018-08-24,-2.4447
2018-08-27,1.432
2018-08-28,-1.6471
2018-08-29,-2.8708
2018-08-30,-0.4926
2018-08-31,12.6238
2018-09-04,-9.6703
2018-09-05,6.0827
2018-09-06,4.0138
2018-09-07,-0.5513
2018-09-10,-4.7672
2018-09-11,-2.3283
2018-09-12,-2.503
2018-09-13,0.978
2018-09-14,-2.3002000000000002
2018-09-17,2.7260999999999997
2018-09-18,2.4125
2018-09-19,8.1272
2018-09-20,0.9804
2018-09-21,3.5599
2018-09-24,-4.2708
2018-09-25,-1.4146
2018-09-26,1.6556
2018-09-27,-2.2801
2018-09-28,-5.1111
2018-10-01,-3.2787
2018-10-02,2.9055999999999997
2018-10-03,0.0
2018-10-04,-2.3529
2018-10-05,-2.6506
2018-10-08,1.3614
2018-10-09,3.1746
2018-10-10,-1.3018
2018-10-11,-2.2782
2018-10-12,1.7178
2018-10-15,-0.8444
2018-10-16,0.6083
2018-10-17,-0.3628
2018-10-18,-1.335
2018-10-19,0.369
2018-10-22,-1.1029
2018-10-23,1.7348
2018-10-24,-3.6541
2018-10-25,1.8963
2018-10-26,0.6203
2018-10-29,-5.4254
2018-10-30,1.043
2018-10-31,2.3226
2018-11-01,7.4401
2018-11-02,1.1737
2018-11-05,-4.0603
2018-11-06,-2.4184
2018-11-07,1.1152
2018-11-08,1.7157
2018-11-09,-2.2892
2018-11-12,-3.9457
2018-11-13,1.1553
2018-11-14,-1.5228000000000002
2018-11-15,8.2474
2018-11-16,3.0952
2018-11-19,-0.4619
2018-11-20,-7.1926
2018-11-21,0.125
2018-11-23,-0.2497
2018-11-26,-0.6258
2018-11-27,2.5189
2018-11-28,-0.6143
2018-11-29,0.1236
2018-11-30,-1.4815
2018-12-03,-1.0025
2018-12-04,-4.0506
2018-12-06,-3.0343
2018-12-07,-0.9524
2018-12-10,-4.8077
2018-12-11,-0.7215
2018-12-12,-0.1453
2018-12-13,3.4934
2018-12-14,-1.4064999999999999
2018-12-17,-3.1384
2018-12-18,-0.1473
2018-12-19,-1.9174
2018-12-20,-5.5639
2018-12-21,-6.2102
2018-12-24,6.2818
2018-12-26,-0.3195
2018-12-27,4.1667
2018-12-28,1.6923
2018-12-31,0.3026
2019-01-02,-1.5083
2019-01-03,-0.6126
2019-01-04,3.3898
2019-01-07,1.0432
2019-01-08,-3.6873
2019-01-09,3.3691
2019-01-10,3.1111
2019-01-11,-0.2874
2019-01-14,-0.2882
2019-01-15,-0.7225
2019-01-16,-3.2023
2019-01-17,-2.2556
2019-01-18,0.0
2019-01-22,0.0
2019-01-23,-3.0769
2019-01-24,9.2063
2019-01-25,1.4535
2019-01-28,0.1433
2019-01-29,-1.0014
2019-01-30,1.4451
2019-01-31,14.8148
2019-02-01,4.0943
2019-02-04,-2.8605
2019-02-05,0.8589
2019-02-06,-1.5815000000000001
2019-02-07,-0.3708
2019-02-08,0.1241
2019-02-11,0.0
2019-02-12,1.1152
2019-02-13,-3.3088
2019-02-14,0.6337
2019-02-15,-1.6373
2019-02-19,-0.8963
2019-02-20,-0.5168
2019-02-21,0.0
2019-02-22,1.2987
2019-02-25,0.1282
2019-02-26,2.8169
2019-02-27,0.3736
2019-02-28,-1.861
2019-03-01,-1.2642
2019-03-04,-0.2561
2019-03-05,1.027
2019-03-06,1.5248
2019-03-07,-2.0025
2019-03-08,-0.894
2019-03-11,2.4485
2019-03-12,0.1258
2019-03-13,-1.3819
2019-03-14,-0.8917
2019-03-15,7.7120999999999995
2019-03-18,0.716
2019-03-19,-1.3033000000000001
2019-03-20,-1.0804
2019-03-21,-1.4563
2019-03-22,-1.4778
2019-03-25,6.125
2019-03-26,-0.2356
2019-03-27,-5.549
2019-03-28,-0.625
2019-03-29,4.0252
2019-04-01,-2.5393
2019-04-02,1.1166
2019-04-03,-2.3313
2019-04-04,0.1256
2019-04-05,0.1255
2019-04-08,-2.6316
2019-04-09,-1.287
2019-04-10,-0.1304
2019-04-11,-2.6109999999999998
2019-04-12,-1.7426
2019-04-15,5.0477
2019-04-16,2.7273
2019-04-17,1.6435
2019-04-18,-1.1194
2019-04-22,1.8868
2019-04-23,-0.2469
2019-04-24,-4.0842
2019-04-25,-2.1935000000000002
2019-04-26,1.5831
2019-04-29,-2.4675000000000002
2019-04-30,2.5300000000000002
2019-05-01,-1.1688
2019-05-02,4.0736
2019-05-03,1.6414
2019-05-06,0.0
2019-05-07,-3.4783
2019-05-08,3.3462
2019-05-09,1.9925000000000002
2019-05-10,-1.4652
2019-05-13,-2.3544
2019-05-14,-2.4112
2019-05-15,4.0312
2019-05-16,-0.875
2019-05-17,-1.0088
2019-05-20,-0.5096
2019-05-21,-1.5365
2019-05-22,-5.0715
2019-05-23,-0.9589
2019-05-24,9.4053
2019-05-28,-3.6662
2019-05-29,-1.1811
2019-05-30,0.664
2019-05-31,-1.0554
2019-06-03,0.0
2019-06-04,4.1333
2019-06-05,-2.1767
2019-06-06,-6.4136
2019-06-07,-0.4196
2019-06-10,-0.9831
2019-06-11,6.383
2019-06-12,4.6667
2019-06-13,0.3822
2019-06-14,-2.0305
2019-06-17,3.1088
2019-06-18,2.3869
2019-06-19,-1.7178
2019-06-20,-0.8739
2019-06-21,2.3929
2019-06-24,-0.246
2019-06-25,-1.8496000000000001
2019-06-26,-4.2714
2019-06-27,1.8373
2019-06-28,3.9948
2019-07-01,2.2305
2019-07-02,0.6061
2019-07-03,0.241
2019-07-05,-1.2019
2019-07-08,2.4331
2019-07-09,0.3563
2019-07-10,-2.4852
2019-07-11,0.9709
2019-07-12,-0.4808
2019-07-15,-3.5023999999999997
2019-07-16,2.378
2019-07-17,-0.3667
2019-07-18,-1.1043
2019-07-19,0.1241
2019-07-22,-5.0805
2019-07-23,1.9582000000000002
2019-07-24,-0.8963
2019-07-25,-3.1008
2019-07-26,2.0
2019-07-29,0.5229
2019-07-30,0.3901
2019-07-31,-0.9067
2019-08-01,-2.4837
2019-08-02,0.0
2019-08-05,-2.1448
2019-08-06,-2.0548
2019-08-07,-3.3566
2019-08-08,0.8683
2019-08-09,1.1478
2019-08-12,-29.078
2019-08-13,0.4
2019-08-14,-0.7968
2019-08-15,5.4217
2019-08-16,4.5714
2019-08-19,-2.7321999999999997
2019-08-20,3.3708
2019-08-21,0.3623
2019-08-22,5.0542
2019-08-23,-1.2027
2019-08-26,-4.3478
2019-08-27,-3.2727
2019-08-28,-2.8195
2019-08-29,-3.0948
2019-08-30,-1.996
2019-09-03,-3.8697
2019-09-04,4.661
2019-09-05,2.0243
2019-09-06,5.3571
2019-09-09,-2.0716
2019-09-10,2.8846
2019-09-11,0.3738
2019-09-12,-1.8622
2019-09-13,-0.5693
2019-09-16,-0.5725
2019-09-17,0.0
2019-09-18,1.7274
2019-09-19,-2.8302
2019-09-20,-3.1068
2019-09-23,-4.6091999999999995
2019-09-24,-2.3109
2019-09-25,-1.5053999999999998
2019-09-26,-3.9301
2019-09-27,3.4091
2019-09-30,-0.4396
2019-10-01,0.6623
2019-10-02,0.2193
2019-10-03,-0.4376
2019-10-04,2.4176
2019-10-07,-0.8584
2019-10-08,-3.6797
2019-10-09,0.2247
2019-10-10,0.8969
2019-10-11,1.1111
2019-10-14,-1.3187
2019-10-15,0.0
2019-10-16,-2.6726
2019-10-17,-2.2883
2019-10-18,-0.9368
2019-10-21,0.2364
2019-10-22,0.2358
2019-10-23,-1.6471
2019-10-24,-4.067
2019-10-25,0.7481
2019-10-28,-1.2376
2019-10-29,0.5013
2019-10-30,-1.995
2019-10-31,0.7634
2019-11-01,0.5051
2019-11-04,4.7739
2019-11-05,2.6379
2019-11-06,-5.8411
2019-11-07,5.4591
2019-11-08,-2.3529
2019-11-11,-1.2048
2019-11-12,-2.439
2019-11-13,-3.0
2019-11-14,-0.2577
2019-11-15,-1.8088
2019-11-18,0.0
2019-11-19,5.2632
2019-11-20,0.75
2019-11-21,-1.2407
2019-11-22,-4.0201
2019-11-25,6.0209
2019-11-26,3.7037
2019-11-27,1.1905000000000001
2019-11-29,1.8824
2019-12-02,-5.3118
2019-12-03,-1.9512
2019-12-04,-0.7463
2019-12-05,-0.5013
2019-12-06,6.2972
2019-12-09,8.0569
2019-12-10,4.1667
2019-12-11,0.4211
2019-12-12,7.9665
2019-12-13,0.0
2019-12-16,2.9126
2019-12-17,-3.7736
2019-12-18,1.1764999999999999
2019-12-19,3.6822
2019-12-20,0.9346
2019-12-23,7.963
2019-12-24,2.4013999999999998
2019-12-26,0.67
2019-12-27,-5.4908
2019-12-30,5.6338
2019-12-31,0.0
2020-01-02,4.8333
2020-01-03,2.3847
2020-01-06,-5.5901
2020-01-07,-4.9342
2020-01-08,0.519
2020-01-09,3.0981
2020-01-10,0.1669
2020-01-13,0.0
2020-01-14,-2.1667
2020-01-15,0.0
2020-01-16,2.0443
2020-01-17,-0.8347
2020-01-21,-5.7239
2020-01-22,1.0714
2020-01-23,1.4134
2020-01-24,-4.3554
2020-01-27,-3.4608
2020-01-28,6.9811
2020-01-29,-1.5873
2020-01-30,-1.2545
2020-01-31,-5.8076
2020-02-03,0.0
2020-02-04,4.2389
2020-02-05,-0.1848
2020-02-06,1.1111
2020-02-07,0.7326
2020-02-10,-2.3636
2020-02-11,-1.4898
2020-02-12,0.0
2020-02-13,-3.9698
2020-02-14,4.1339
2020-02-18,-1.1342
2020-02-19,0.5736
2020-02-20,-0.5703
2020-02-21,-0.5736
2020-02-24,-4.6154
2020-02-25,-2.621
2020-02-26,-3.1056
2020-02-27,-3.6325
2020-02-28,-5.3215
2020-03-02,-0.9368
2020-03-03,-0.7092
2020-03-04,-1.6667
2020-03-05,-1.937
2020-03-06,1.2346
2020-03-09,-14.3902
2020-03-10,6.5527
2020-03-11,-7.2193
2020-03-12,-21.6138
2020-03-13,0.7353
2020-03-16,-35.0365
2020-03-17,18.5393
2020-03-18,-12.3223
2020-03-19,-6.4865
2020-03-20,1.7341
2020-03-23,-0.5682
2020-03-24,1.1429
2020-03-25,23.1638
2020-03-26,7.3394
2020-03-27,-14.1026
2020-03-30,-6.4677
2020-03-31,-1.5957
2020-04-01,-3.7838000000000003
2020-04-02,0.5618
2020-04-03,-6.1453
2020-04-06,5.9524
2020-04-07,11.236
2020-04-08,8.5859
2020-04-09,-4.186
2020-04-13,-9.7087
2020-04-14,6.9892
2020-04-15,-6.5327
2020-04-16,-5.3763
2020-04-17,5.1136
2020-04-20,12.4324
2020-04-21,-6.25
2020-04-22,5.1282
2020-04-23,1.9512
2020-04-24,2.8708
2020-04-27,11.1628
2020-04-28,1.2551999999999999
2020-04-29,4.1322
2020-04-30,1.1905000000000001
2020-05-01,-8.6275
2020-05-04,-1.2876
2020-05-05,0.8696
2020-05-06,-6.8966
2020-05-07,2.3148
2020-05-08,10.8597
2020-05-11,-3.2653
2020-05-12,0.4219
2020-05-13,-12.605
2020-05-14,-4.3269
2020-05-15,6.0302
2020-05-18,7.5829
2020-05-19,-2.2026
2020-05-20,-0.4505
2020-05-21,6.7873
2020-05-22,5.0847
2020-05-26,6.0484
2020-05-27,-1.1407
2020-05-28,-5.3846
2020-05-29,-0.4065
2020-06-01,5.3061
2020-06-02,14.7287
2020-06-03,4.3919
2020-06-04,5.5016
2020-06-05,3.681
2020-06-08,2.071
2020-06-09,-6.3768
2020-06-10,-3.096
2020-06-11,-9.9042
2020-06-12,-0.7092
2020-06-15,5.0
2020-06-16,-0.6803
2020-06-17,-4.4521
2020-06-18,-10.0358
2020-06-19,1.1952
2020-06-22,-6.2992
2020-06-23,2.521
2020-06-24,-7.377
2020-06-25,0.4425
2020-06-26,-3.5242
2020-06-29,1.8265
2020-06-30,-2.2422
2020-07-01,10.0917
2020-07-02,0.8333
2020-07-06,6.6116
2020-07-07,-6.9767
2020-07-08,2.5
2020-07-09,-3.6585
2020-07-10,5.9072
2020-07-13,0.3984
2020-07-14,-1.9841
2020-07-15,2.834
2020-07-16,0.3937
2020-07-17,-1.1764999999999999
2020-07-20,-3.9683
2020-07-21,4.9587
2020-07-22,6.6929
2020-07-23,0.369
2020-07-24,-2.5735
2020-07-27,2.6414999999999997
2020-07-28,1.8382
2020-07-29,2.5271
2020-07-30,-1.4085
2020-07-31,-2.1429
