ticker,CAGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-03-07,0.0
2003-03-13,114.2857
2003-03-17,0.0
2003-03-21,0.0
2003-03-24,-6.6667
2003-04-04,-28.5714
2003-04-22,-18.0
2003-04-23,-31.7073
2003-04-28,60.7143
2003-05-01,-13.3333
2003-05-02,12.8205
2003-05-27,-9.0909
2003-06-18,0.0
2003-06-20,0.0
2003-06-26,-60.0
2003-06-27,6.25
2003-07-03,35.2941
2003-07-07,73.913
2003-07-15,0.0
2003-07-16,0.0
2003-07-17,25.0
2003-07-18,0.0
2003-07-21,-20.0
2003-07-23,12.5
2003-07-24,0.0
2003-07-25,-6.6667
2003-07-28,-4.7619
2003-07-29,10.0
2003-07-31,2.2727
2003-08-01,0.0
2003-08-04,-8.8889
2003-08-05,26.8293
2003-08-06,9.6154
2003-08-07,-8.7719
2003-08-08,-13.461500000000001
2003-08-11,-15.5556
2003-08-12,34.2105
2003-08-13,3.9215999999999998
2003-08-14,0.0
2003-08-18,0.0
2003-08-19,-3.7736
2003-08-20,-21.5686
2003-08-22,0.0
2003-08-25,0.0
2003-08-28,-7.5
2003-09-02,21.6216
2003-09-03,0.0
2003-09-04,13.3333
2003-09-05,-11.7647
2003-09-08,-17.7778
2003-09-09,-5.4054
2003-09-10,14.2857
2003-09-12,37.5
2003-09-15,-5.4545
2003-09-16,-9.6154
2003-09-17,6.383
2003-09-18,0.0
2003-09-19,0.0
2003-09-22,-2.0
2003-09-23,-14.2857
2003-09-24,4.7619
2003-09-25,2.2727
2003-09-26,0.0
2003-09-29,-6.6667
2003-09-30,-7.1429
2003-10-01,-12.8205
2003-10-02,2.9412000000000003
2003-10-03,0.0
2003-10-06,11.4286
2003-10-07,-35.8974
2003-10-08,0.0
2003-10-09,-16.0
2003-10-10,33.3333
2003-10-14,0.0
2003-10-15,-28.5714
2003-10-16,30.0
2003-10-17,-11.538499999999999
2003-10-20,0.0
2003-10-21,4.3478
2003-10-22,4.1667
2003-10-23,4.0
2003-10-27,-11.538499999999999
2003-10-28,17.3913
2003-10-29,-14.8148
2003-10-31,0.0
2003-11-03,0.0
2003-11-04,21.7391
2003-11-05,25.0
2003-11-06,-2.8571
2003-11-07,0.0
2003-11-10,17.647100000000002
2003-11-11,0.0
2003-11-12,0.0
2003-11-13,0.0
2003-11-14,12.5
2003-11-17,6.6667
2003-11-18,-8.3333
2003-11-19,-9.0909
2003-11-20,12.5
2003-11-21,-22.2222
2003-11-24,5.7143
2003-11-25,0.0
