ticker,OSW US Equity
2018-11-06,0.0
2018-11-07,0.388
2018-11-08,0.012
2018-11-09,-0.1992
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0998
2018-11-15,0.3988
2018-11-16,0.0993
2018-11-19,-0.1984
2018-11-20,0.0994
2018-11-21,-0.1986
2018-11-23,0.2985
2018-11-26,-0.0992
2018-11-28,-0.4965
2018-11-29,0.1996
2018-11-30,0.0996
2018-12-03,0.0995
2018-12-04,-0.0994
2018-12-06,-0.199
2018-12-07,0.0997
2018-12-10,0.0996
2018-12-11,0.0
2018-12-12,-0.4975
2018-12-13,0.5
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,-0.2488
2018-12-21,-0.3491
2018-12-24,0.6006
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,-0.199
2018-12-31,-0.1994
2019-01-02,0.2997
2019-01-03,0.0
2019-01-04,-0.3984
2019-01-07,0.3
2019-01-08,0.0997
2019-01-09,0.2988
2019-01-10,-0.1986
2019-01-11,0.199
2019-01-14,0.0497
2019-01-15,0.4467
2019-01-16,0.3953
2019-01-17,0.2953
2019-01-18,0.0981
2019-01-22,-0.2941
2019-01-23,0.1967
2019-01-24,-0.1963
2019-01-25,-0.0983
2019-01-28,0.2953
2019-01-29,-0.2453
2019-01-30,0.2459
2019-01-31,-0.3925
2019-02-01,0.4926
2019-02-04,-0.3922
2019-02-05,0.0492
2019-02-06,0.8362
2019-02-07,0.0
2019-02-08,0.1463
2019-02-11,-0.2435
2019-02-12,0.8789
2019-02-13,0.8712
2019-02-14,0.9597
2019-02-15,-0.1901
2019-02-19,-2.0
2019-02-20,-0.1944
2019-02-21,-0.5842
2019-02-22,0.3918
2019-02-25,0.3902
2019-02-26,-0.0972
2019-02-27,-0.3891
2019-02-28,-0.0977
2019-03-01,-0.391
2019-03-04,1.8646
2019-03-05,3.3719
2019-03-06,4.1938
2019-03-07,1.8784
2019-03-08,1.6681
2019-03-11,0.5181
2019-03-12,0.0859
2019-03-13,-1.2876
2019-03-14,1.2174
2019-03-15,0.0
2019-03-18,1.6322999999999999
2019-03-19,0.1691
2019-03-21,3.4599
2019-03-22,0.8157
2019-03-25,1.3754
2019-03-26,3.6712
2019-03-27,3.1563
2019-03-28,1.4925
2019-03-29,0.4412
2019-04-01,-0.9517
2019-04-02,0.0
2019-04-03,0.3695
2019-04-04,0.4418
2019-04-05,0.4399
2019-04-08,3.8686
2019-04-09,-0.773
2019-04-10,-1.983
2019-04-11,-0.578
2019-04-12,-0.218
2019-04-15,0.2185
2019-04-16,0.5087
2019-04-17,-0.2169
2019-04-18,-0.2174
2019-04-22,-0.0726
2019-04-23,1.2355
2019-04-24,-0.7897
2019-04-25,-0.3618
2019-04-26,0.2905
2019-04-29,0.5793
2019-04-30,-2.2318
2019-05-01,1.3991
2019-05-02,0.1452
2019-05-03,1.1602999999999999
2019-05-06,0.1434
2019-05-07,0.0
2019-05-08,-0.6442
2019-05-09,-1.2248
2019-05-10,0.1459
2019-05-13,-0.5827
2019-05-14,-0.1465
2019-05-15,-0.3668
2019-05-16,-0.2209
2019-05-17,-0.2214
2019-05-20,-0.7396
2019-05-21,-0.8942
2019-05-22,-1.3534
2019-05-23,-0.9146
2019-05-24,-1.0
2019-05-28,0.6993
2019-05-29,-0.5401
2019-05-30,0.2327
2019-05-31,-3.1734
2019-06-03,-0.0799
2019-06-04,2.0
2019-06-05,0.0784
2019-06-06,0.3135
2019-06-07,3.0469
2019-06-10,2.4261
2019-06-11,-0.2961
2019-06-12,0.297
2019-06-13,-0.148
2019-06-14,0.6672
2019-06-17,4.7865
2019-06-18,1.9677
2019-06-19,4.1350999999999996
2019-06-20,2.4487
2019-06-21,0.5168
2019-06-24,-1.5424
2019-06-25,0.5222
2019-06-26,0.0649
2019-06-27,0.584
2019-06-28,0.0
2019-07-01,-3.871
2019-07-02,1.2752
2019-07-03,-2.2531
2019-07-05,0.8136
2019-07-08,-0.3362
2019-07-09,1.0796000000000001
2019-07-10,-0.267
2019-07-11,0.0
2019-07-12,0.4685
2019-07-15,0.8661
2019-07-16,1.321
2019-07-17,-0.1956
2019-07-18,0.5225
2019-07-19,-0.5848
2019-07-22,0.3922
2019-07-23,2.6042
2019-07-24,0.7614
2019-07-25,1.3224
2019-07-26,-0.8701
2019-07-29,-2.1944
2019-07-30,1.0256
2019-07-31,-0.6345
2019-08-01,0.1277
2019-08-02,-0.3827
2019-08-05,-1.8566
2019-08-06,0.7175
2019-08-07,-1.4249
2019-08-08,0.657
2019-08-09,1.0444
2019-08-12,-1.3566
2019-08-13,2.0956
2019-08-14,-1.8601999999999999
2019-08-15,1.634
2019-08-16,0.7717
2019-08-19,1.3401
2019-08-20,-1.0076
2019-08-21,1.4631
2019-08-22,0.627
2019-08-23,-0.0623
2019-08-26,-3.3042
2019-08-27,-1.4184
2019-08-28,0.0
2019-08-29,0.7848
2019-08-30,1.8819
2019-09-03,0.1911
2019-09-04,4.8315
2019-09-05,0.7884
2019-09-06,-2.2262
2019-09-09,-0.9846
2019-09-10,0.0
2019-09-11,3.5426
2019-09-12,-0.4802
2019-09-13,1.8094000000000001
2019-09-16,-3.3768000000000002
2019-09-17,-1.0423
2019-09-18,0.4957
2019-09-19,-0.4316
2019-09-20,0.3715
2019-09-23,1.3572
2019-09-24,-2.0694
2019-09-25,0.6837
2019-09-26,-2.284
2019-09-27,-1.7688000000000001
2019-09-30,-0.1286
2019-10-01,-1.5453999999999999
2019-10-02,-1.3407
2019-10-03,-0.3646
2019-10-04,-0.0665
2019-10-07,1.5312999999999999
2019-10-08,-0.3279
2019-10-09,1.4474
2019-10-10,-0.1297
2019-10-11,-0.2597
2019-10-14,2.0833
2019-10-15,-3.1888
2019-10-16,-0.7905
2019-10-17,0.5312
2019-10-18,-0.5284
2019-10-21,0.3984
2019-10-22,2.0833
2019-10-23,2.5591
2019-10-24,2.2742
2019-10-25,1.05
2019-10-28,-1.5892
2019-10-29,-1.4285999999999999
2019-10-30,-2.2369
2019-10-31,0.2256
2019-11-01,-1.0932
2019-11-04,0.065
2019-11-05,0.5848
2019-11-06,0.0
2019-11-07,0.4522
2019-11-08,-0.0643
2019-11-11,1.4157
2019-11-12,2.2208
2019-11-13,-6.5798
2019-11-14,-0.3322
2019-11-15,2.4667
2019-11-18,-1.4314
2019-11-19,0.8581
2019-11-20,0.5236
2019-11-21,1.6276000000000002
2019-11-22,-2.05
2019-11-25,3.0739
2019-11-26,1.3959
2019-11-27,0.1877
2019-11-29,1.9988000000000001
2019-12-02,-2.2658
2019-12-03,-2.4436
2019-12-04,-0.9634
2019-12-05,0.8431
2019-12-06,-0.1929
2019-12-09,1.4175
2019-12-10,0.5083
2019-12-11,-0.3793
2019-12-12,0.3173
2019-12-13,1.518
2019-12-16,0.1869
2019-12-17,1.4925
2019-12-18,1.4093
2019-12-19,2.3565
2019-12-20,0.3542
2019-12-23,-0.6471
2019-12-24,0.7105
2019-12-26,-0.2058
2019-12-27,-0.5007
2019-12-30,0.0592
2019-12-31,-0.355
2020-01-02,-0.4157
2020-01-03,0.2385
2020-01-06,-0.3569
2020-01-07,-0.2985
2020-01-08,0.8383
2020-01-09,-0.4751
2020-01-10,-1.0766
2020-01-13,-0.9069
2020-01-14,-0.8847
2020-01-15,-0.0923
2020-01-16,-0.8626
2020-01-17,-0.5594
2020-01-21,-2.0625
2020-01-22,0.2553
2020-01-23,1.4003999999999999
2020-01-24,-2.9504
2020-01-27,-2.0699
2020-01-28,1.5852
2020-01-29,-2.1456
2020-01-30,-1.4285999999999999
2020-01-31,1.1796
2020-02-03,-1.7322
2020-02-04,2.1695
2020-02-05,1.5926
2020-02-06,0.5879
2020-02-07,-2.7273
2020-02-10,-0.267
2020-02-11,1.4056
2020-02-12,3.8944
2020-02-13,-0.3177
2020-02-14,-2.7406
2020-02-18,-2.4902
2020-02-19,0.8737
2020-02-20,-1.5989
2020-02-21,0.2031
2020-02-24,-6.9595
2020-02-25,-7.5527
2020-02-26,-0.0786
2020-02-27,-1.2579
2020-02-28,-2.707
2020-03-02,2.7005
2020-03-03,-0.8765
2020-03-04,-0.1608
2020-03-05,-11.5942
2020-03-06,-4.5537
2020-03-09,-31.8702
2020-03-10,-2.3810000000000002
2020-03-11,-13.7733
2020-03-12,-18.6356
2020-03-13,-1.6360000000000001
2020-03-16,-16.632
2020-03-17,-0.7481
2020-03-18,-29.8995
2020-03-19,-7.8853
2020-03-20,18.2879
2020-03-23,1.9737
2020-03-24,35.4839
2020-03-25,8.3333
2020-03-26,0.2198
2020-03-27,-7.0175
2020-03-30,-3.7736
2020-03-31,-0.4902
2020-04-01,-8.1281
2020-04-02,-31.9035
2020-04-03,2.3622
2020-04-06,15.3846
2020-04-07,3.0
2020-04-08,16.1812
2020-04-09,13.0919
2020-04-13,3.6946
2020-04-14,-1.6627
2020-04-15,-3.1401
2020-04-16,-4.9875
2020-04-17,7.0866
2020-04-20,-8.0882
2020-04-21,2.6667
2020-04-22,0.0
2020-04-23,9.8701
2020-04-24,0.7092
2020-04-27,14.0845
2020-04-28,-4.5267
2020-04-29,5.1724
2020-04-30,33.4016
2020-05-01,-8.4485
2020-05-04,2.349
2020-05-05,-4.918
2020-05-06,-6.5517
2020-05-07,6.8266
2020-05-08,8.2902
2020-05-11,-5.4226
2020-05-12,-5.3963
2020-05-13,-4.2781
2020-05-14,-0.3724
2020-05-15,-3.9252000000000002
2020-05-18,20.5253
2020-05-19,-1.8563
2020-05-20,2.7961
2020-05-21,-0.32
2020-05-22,0.9631
2020-05-26,0.159
2020-05-27,10.3175
2020-05-28,-2.0144
2020-05-29,-3.9648
2020-06-01,0.9174
2020-06-02,4.8485
2020-06-03,-0.578
2020-06-04,-0.0727
2020-06-05,8.5818
2020-06-08,5.5593
2020-06-09,-3.4264
2020-06-10,-2.6281
2020-06-11,-13.9001
2020-06-12,1.8809
2020-06-15,1.6923
2020-06-16,1.3616
2020-06-17,-10.0
2020-06-18,-2.7363
2020-06-19,-2.8133
2020-06-22,-3.0702
2020-06-23,5.8824
2020-06-24,-4.7863
2020-06-25,-9.1562
2020-06-26,-5.5336
2020-06-29,1.8828
2020-06-30,-2.0534
2020-07-01,0.7338
2020-07-02,2.3933
2020-07-06,3.7602
2020-07-07,-6.7581
2020-07-08,1.3655
2020-07-09,-3.0052
2020-07-10,6.8376
2020-07-13,0.4
2020-07-14,3.5857
2020-07-15,7.6923
2020-07-16,-0.8929
2020-07-17,-0.9009
2020-07-20,-3.4545
2020-07-21,3.7664999999999997
2020-07-22,-1.4519
2020-07-23,1.9337
2020-07-24,4.7877
2020-07-27,0.3448
2020-07-28,1.5464
2020-07-29,0.6768
2020-07-30,-1.5126
2020-07-31,-5.1195
