ticker,OSW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-27,-1.8194
2017-11-30,-0.144
2017-12-01,1.0474
2017-12-05,-0.8282
2017-12-07,0.2416
2017-12-11,-0.3458
2017-12-15,-0.1052
2017-12-22,0.3074
2017-12-27,0.3232
2018-01-22,0.0
2018-01-25,-0.091
2018-01-26,0.133
2018-02-07,0.1673
2018-02-08,0.0
2018-02-12,0.0
2018-02-14,0.0
2018-02-15,-0.8351
2018-02-16,0.5263
2018-02-20,0.3141
2018-02-23,0.0
2018-02-26,-0.3132
2018-03-05,0.1738
2018-03-06,-0.1735
2018-03-13,0.0
2018-03-14,0.5236
2018-03-15,-0.1562
2018-03-22,-0.3652
2018-03-23,0.4188
2018-04-03,0.1043
2018-04-10,0.0
2018-04-11,0.1813
2018-04-17,-0.5968
2018-04-20,0.6276
2018-04-23,-0.2079
2018-04-24,0.0083
2018-04-25,-0.0083
2018-04-26,0.2083
2018-04-27,0.6237
2018-04-30,-0.4132
2018-05-02,0.1048
2018-05-03,1.3461
2018-05-04,-1.3292
2018-05-08,0.0
2018-05-09,-0.2073
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.2077
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,-0.2073
2018-05-22,0.2077
2018-05-23,0.0
2018-05-24,-0.1036
2018-05-25,-0.1037
2018-05-29,-0.1038
2018-05-30,0.3119
2018-05-31,-0.2073
2018-06-01,0.0
2018-06-04,0.2077
2018-06-05,1.3472
2018-06-06,0.135
2018-06-07,0.0694
2018-06-08,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,-0.2041
2018-06-15,0.409
2018-06-18,0.0
2018-06-19,-0.2037
2018-06-20,-0.2041
2018-06-25,-0.2045
2018-06-27,0.0
2018-07-05,0.4098
2018-07-17,-0.102
2018-07-19,-0.1021
2018-07-20,-0.3067
2018-07-23,0.3077
2018-07-24,-0.2045
2018-07-25,0.1025
2018-07-31,-0.2047
2018-08-01,0.2051
2018-08-06,0.3071
2018-08-07,0.0
2018-08-21,-0.102
2018-08-24,-0.1021
2018-08-27,0.2045
2018-09-10,-0.2041
2018-09-17,0.409
2018-09-18,0.0
2018-09-24,-0.1018
2018-09-28,-0.5148
2018-10-09,0.6199
2018-10-10,-0.2037
2018-10-15,0.0
2018-10-16,-0.2041
2018-10-19,0.0
2018-10-23,0.2045
2018-10-26,0.0
2018-10-31,1.0204
2018-11-01,-0.5051
2018-11-02,1.2183
2018-11-05,0.3009
