ticker,MJDS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-13,100.0
2013-10-22,380.0
2013-10-23,-16.6667
2013-10-24,-17.5
2013-10-28,-30.303
2013-10-29,40.5978
2013-10-30,0.8118
2013-11-01,28.8344
2013-11-04,0.0
2013-11-07,-16.6667
2013-11-08,0.0
2013-11-11,0.0
2013-11-13,0.0
2013-11-14,-14.2857
2013-11-15,0.0
2013-11-18,16.6667
2013-11-19,14.2857
2013-11-20,-25.0
2013-11-21,0.0
2013-11-25,16.6667
2013-12-06,0.0
2013-12-10,0.0
2013-12-13,-20.0
2013-12-26,-17.8571
2013-12-27,0.0
2014-02-07,47.8261
2014-02-10,-11.7647
2014-02-11,16.6667
2014-02-12,-5.7143
2014-02-18,6.0606
2014-02-19,-20.0
2014-02-20,0.0
2014-02-25,-25.0
2014-02-26,-4.7619
2014-02-27,-15.0
2014-03-03,47.0588
2014-03-14,0.0
2014-04-03,-40.0
2014-05-14,-13.3333
2014-05-20,0.0
2014-05-22,0.0
2014-06-09,-23.0769
2014-07-10,-50.0
2014-11-05,36.0
2014-12-08,-26.4706
2015-04-06,0.0
2015-08-13,-40.0
2015-09-17,-33.3333
2015-10-21,-25.0
2015-11-03,-33.3333
2015-12-31,-20.0
2016-01-27,87.5
2016-03-04,-33.3333
2016-06-23,60.0
2016-06-27,-37.5
2016-06-28,0.0
2016-08-12,264.375
2017-08-30,-95.6089
2018-04-13,37.5
2018-08-14,809.0909
2018-08-16,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,150.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-17,0.0
2018-09-18,-11.2
2018-09-19,46.3964
2018-09-21,53.8462
2018-09-24,-40.0
2018-09-27,33.3333
2018-10-01,-25.0
2018-10-05,50.0
2018-10-09,11.1111
2018-10-15,0.0
2018-10-16,-20.0
2018-10-18,-25.0
2018-10-19,3.3333
2018-10-24,-19.3548
2018-10-25,5.0
2018-10-26,-4.7619
2018-10-31,0.0
2018-11-07,6.0
2018-11-09,-5.6604
2019-01-16,-60.0
2019-01-17,0.0
2019-01-22,150.0
2019-01-28,0.0
2019-02-01,0.0
2019-03-07,-60.0
2019-03-08,0.0
2019-03-19,23.5
2019-04-16,102.4291
2019-04-23,-20.0
2019-05-10,25.0
2019-07-17,-13.89
2019-07-23,-6.8633
2019-08-23,0.0
2019-08-27,-25.187
2019-09-12,0.0
2019-09-13,0.0
2019-09-23,0.0
2019-09-25,0.0
2019-09-30,-16.6667
2019-10-01,-20.0
2019-10-03,-25.0
2019-10-28,100.0
2019-11-04,0.0
2019-11-06,-13.0
2019-11-19,11.1111
2019-11-27,-10.3448
2019-12-06,0.0
2020-01-29,15.3846
2020-02-14,66.6667
2020-02-18,20.0
2020-02-19,-16.6667
2020-02-21,20.0
2020-02-24,41.6667
2020-02-25,17.647100000000002
2020-02-26,0.0
2020-02-28,50.0
2020-03-02,0.0
2020-03-03,53.3333
2020-03-04,0.0
2020-03-05,-21.7391
2020-03-06,19.6111
2020-03-09,-7.1064
2020-03-10,10.0
2020-03-11,13.6364
2020-03-12,12.0
2020-03-13,1.9643000000000002
2020-03-16,-26.4448
2020-03-17,4.7619
2020-03-18,-22.7273
2020-03-19,17.647100000000002
2020-03-20,4.75
2020-03-23,-23.6277
2020-03-24,-6.25
2020-03-26,6.6667
2020-03-30,56.25
2020-04-01,-52.0
2020-04-03,-8.3333
2020-04-06,1.8182
2020-04-07,-27.6786
2020-04-08,0.0
2020-04-09,-1.2346
2020-04-13,-12.5
2020-04-14,14.2857
2020-04-15,1.25
2020-04-16,-1.2346
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,-12.5
2020-04-23,-11.4286
2020-04-24,-3.2258
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,51.65
2020-04-30,-45.0489
2020-05-01,91.0
2020-05-04,0.0
2020-05-05,-16.2304
2020-05-06,25.0
2020-05-07,-47.05
2020-05-08,3.8716
2020-05-11,9.0909
2020-05-12,0.0
2020-05-13,-18.3333
2020-05-14,2.0408
2020-05-15,0.0
2020-05-18,20.0
2020-05-21,0.0
2020-05-26,0.0
2020-06-01,0.0
2020-06-10,-33.3333
2020-06-11,0.0
2020-06-17,112.5
2020-06-18,-29.4118
2020-06-23,0.0
2020-07-02,-48.3333
2020-07-16,45.1613
2020-07-20,0.0
2020-07-22,-44.4444
