ticker,OMCL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-08-07,35.8571
2001-08-08,-6.4143
2001-08-09,-1.573
2001-08-10,-3.4247
2001-08-13,-0.7092
2001-08-14,1.1905000000000001
2001-08-15,-2.3529
2001-08-16,1.8072
2001-08-17,-1.1834
2001-08-20,1.7964
2001-08-21,-3.5294
2001-08-22,1.2195
2001-08-23,-0.9639
2001-08-24,0.0
2001-08-27,-0.2433
2001-08-28,-0.122
2001-08-29,0.9768
2001-08-30,3.1439
2001-08-31,7.6202
2001-09-04,-6.6285
2001-09-05,7.2355
2001-09-06,5.5301
2001-09-07,-0.3093
2001-09-10,-0.3102
2001-09-17,-4.3568
2001-09-18,-7.8091
2001-09-19,-4.1176
2001-09-20,-15.5828
2001-09-21,-18.6047
2001-09-24,6.25
2001-09-25,4.0336
2001-09-26,-3.0695
2001-09-27,1.6667
2001-09-28,22.9508
2001-10-01,-2.6667
2001-10-02,2.7397
2001-10-03,2.6667
2001-10-04,5.1948
2001-10-05,0.0
2001-10-08,1.8519
2001-10-09,9.5758
2001-10-10,-0.1106
2001-10-11,-1.8826
2001-10-12,0.0
2001-10-15,-7.2235
2001-10-16,-3.6496
2001-10-17,1.2626
2001-10-18,-0.2494
2001-10-19,-0.625
2001-10-22,1.2579
2001-10-23,0.1242
2001-10-24,-0.4963
2001-10-25,0.1247
2001-10-26,0.8717
2001-10-29,0.2469
2001-10-30,-0.8621
2001-10-31,-1.2422
2001-11-01,0.6289
2001-11-02,-1.75
2001-11-05,2.799
2001-11-06,-2.2277
2001-11-07,1.7722
2001-11-08,-0.1244
2001-11-09,-0.3736
2001-11-12,4.75
2001-11-13,-4.5346
2001-11-14,3.125
2001-11-15,-1.8182
2001-11-16,-3.0864
2001-11-19,12.1019
2001-11-20,-3.4091
2001-11-21,-9.4118
2001-11-23,1.2987
2001-11-26,4.4872
2001-11-27,-3.0675
2001-11-28,3.5443
2001-11-29,5.1345
2001-11-30,1.9767000000000001
2001-12-03,-0.7982
2001-12-04,6.8966
2001-12-05,12.9032
2001-12-06,-3.8095
2001-12-07,-5.5446
2001-12-10,-2.5157
2001-12-11,-2.1505
2001-12-12,-8.6813
2001-12-13,-1.3237
2001-12-14,-2.439
2001-12-17,-3.5
2001-12-18,-0.9067
2001-12-19,-1.9607999999999999
2001-12-20,2.0
2001-12-21,-0.6536
2001-12-24,0.0
2001-12-26,14.473700000000001
2001-12-27,-6.7816
2001-12-28,9.1245
2001-12-31,0.565
2002-01-02,1.6854
