ticker,INFU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-16,0.7463
2006-06-22,-0.9259
2006-06-30,0.0
2006-07-14,0.9346
2006-07-17,-0.7407
2006-07-18,0.7463
2006-07-20,-0.1852
2006-07-24,0.0
2006-07-25,-0.1855
2006-07-26,0.3717
2006-07-31,-0.1852
2006-08-18,-0.1855
2006-08-21,0.0
2006-08-25,0.0
2006-09-07,0.7435
2006-09-08,0.9225
2006-09-12,-0.1828
2006-09-13,0.1832
2006-09-14,0.5484
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,-1.0909
2006-09-21,-0.7353
2006-09-27,0.0
2006-09-28,1.2963
2006-10-02,0.5484
2006-10-05,0.9091
2006-10-12,-0.9009
2006-10-13,0.7273
2006-10-25,-0.722
2006-10-26,0.0
2006-11-09,-0.9091
2006-11-10,0.367
2006-11-16,0.3656
2006-11-17,0.7286
2006-11-22,0.1808
2006-11-24,0.0
2006-11-27,0.1805
2006-11-28,-0.3604
2006-11-29,0.0
2006-11-30,1.2658
2006-12-06,-0.5357
2006-12-18,0.0
2006-12-20,0.0
2006-12-26,-0.5386
2006-12-29,0.9025
2007-01-04,0.1789
2007-01-05,0.5357
2007-01-09,0.0
2007-01-19,-0.5329
2007-01-25,0.5357
2007-02-07,-0.3552
2007-02-08,-0.3387
2007-02-09,0.0
2007-02-12,-0.1789
2007-02-14,0.0
2007-02-15,-0.0179
2007-02-16,0.0179
2007-02-20,0.5196
2007-03-02,0.0
2007-03-05,0.3565
2007-03-07,-0.3375
2007-03-08,1.0515
2007-03-09,0.1764
2007-03-13,-0.7042
2007-03-14,0.1773
2007-03-16,-0.531
2007-03-19,0.5338
2007-03-20,0.0
2007-03-21,-0.177
2007-03-30,0.1773
2007-04-17,0.531
2007-04-18,0.0
2007-04-23,0.0
2007-04-25,0.0
2007-04-26,0.0
2007-04-30,0.7042
2007-05-01,0.1748
2007-05-02,0.1745
2007-05-03,0.0
2007-05-04,0.0
2007-05-08,-0.1742
2007-05-10,0.349
2007-05-11,0.0
2007-05-21,0.3478
2007-05-22,-0.1733
2007-05-23,0.0
2007-05-24,0.6944
2007-05-25,-0.5172
2007-06-01,-0.3466
2007-06-05,0.0
2007-06-06,0.0
2007-06-12,0.0
2007-06-13,2.087
2007-06-15,-0.3407
2007-06-20,-0.3419
2007-06-22,-0.3431
2007-06-27,-0.3442
2007-06-29,0.0
2007-07-16,-0.1727
2007-07-30,-0.346
2007-07-31,0.0
2007-08-01,-0.1736
