ticker,EXEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-11,16.8269
2000-04-12,-7.8189
2000-04-13,13.392900000000001
2000-04-14,-3.1496
2000-04-17,-4.065
2000-04-18,-0.8475
2000-04-19,5.9829
2000-04-20,17.7419
2000-04-24,0.0
2000-04-25,-2.0548
2000-04-26,-0.3497
2000-04-27,1.0526
2000-04-28,5.9028
2000-05-01,28.5246
2000-05-02,9.6939
2000-05-03,3.9535
2000-05-04,0.6711
2000-05-05,0.0
2000-05-08,-5.7778
2000-05-09,0.2358
2000-05-10,-12.9412
2000-05-11,-3.5135
2000-05-12,-5.8824
2000-05-15,0.0
2000-05-16,2.3810000000000002
2000-05-17,-1.7442
2000-05-18,-3.5503
2000-05-19,11.0429
2000-05-22,-19.337
2000-05-23,-4.7945
2000-05-24,1.7986
2000-05-25,-0.3534
2000-05-26,2.1277
2000-05-30,3.125
2000-05-31,30.6397
2000-06-01,-11.3402
2000-06-02,4.6512
2000-06-05,29.1667
2000-06-06,0.8602
2000-06-07,5.5437
2000-06-08,-6.2626
2000-06-09,3.6638
2000-06-12,2.9106
2000-06-13,-3.2323
2000-06-14,-0.6263
2000-06-15,-1.8908
2000-06-16,-2.9979
2000-06-19,1.766
2000-06-20,0.4338
2000-06-21,10.5832
2000-06-22,1.5625
2000-06-23,-8.8462
2000-06-26,-0.211
2000-06-27,1.0571
2000-06-28,13.5983
2000-06-29,3.8674
2000-06-30,-5.3191
2000-07-03,-1.1236
2000-07-05,3.0303
2000-07-06,10.1103
2000-07-07,1.3356
2000-07-10,2.8007
2000-07-11,5.4487
2000-07-12,8.2067
2000-07-13,-0.7022
2000-07-14,-8.3451
2000-07-17,2.4691
2000-07-18,0.3012
2000-07-19,-1.0511
2000-07-20,1.9727000000000001
2000-07-21,-1.1905000000000001
2000-07-24,13.253
2000-07-25,1.3298
2000-07-26,3.4121
2000-07-27,-5.8376
2000-07-28,-9.1644
2000-07-31,-7.5668
2000-08-01,2.7287
2000-08-02,5.625
2000-08-03,1.0355
2000-08-04,7.6135
2000-08-07,-2.1769
2000-08-08,-1.8081
2000-08-09,-5.3824
2000-08-10,-8.3832
2000-08-11,6.2092
2000-08-14,-2.7692
2000-08-15,-1.2658
2000-08-16,1.2821
2000-08-17,7.2785
2000-08-18,1.6223999999999998
2000-08-21,4.4993
2000-08-22,1.6667
2000-08-23,-9.5628
2000-08-24,0.3021
2000-08-25,1.3554
2000-08-28,4.6062
2000-08-29,2.5568
2000-08-30,-0.277
