ticker,MNBP US Equity
2012-08-21,-2.4691
2012-08-31,2.5316
2012-09-21,-2.4691
2012-09-25,1.1392
2012-09-26,2.6283
2012-09-27,0.0
2012-09-28,0.0
2012-10-10,0.0
2012-10-12,-3.4146
2012-10-24,0.0
2012-12-10,3.0534
2012-12-18,-1.2346
2012-12-20,2.5
2012-12-21,-0.4878
2012-12-27,0.4902
2012-12-31,0.0
2013-04-26,-0.4914
2013-05-01,5.8025
2013-05-03,-3.8778
2013-05-09,5.1345
2013-05-13,-5.5814
2013-05-14,5.9113
2013-05-20,-2.3256
2013-07-08,0.0024
2013-07-26,-0.7166
2013-08-13,3.8647
2013-08-16,-2.7907
2013-08-21,2.8708
2013-11-12,0.7026
2013-11-15,-3.7209
2013-12-18,3.8647
2013-12-23,-3.7209
2013-12-27,3.8647
2014-01-23,-4.6512
2014-02-11,5.6511
2014-02-14,-5.814
2014-02-26,0.2469
2014-03-03,-0.2463
2014-03-04,-0.7407
2014-03-06,1.2438
2014-03-07,0.0
2014-03-14,-1.2285
2014-03-17,1.2438
2014-03-28,-1.2285
2014-03-31,1.99
2014-04-03,0.0
2014-04-16,0.0
2014-05-13,2.457
2014-05-16,0.0
2014-06-10,-1.199
2014-08-21,1.467
2014-09-22,-0.7229
2014-10-16,0.7282
2014-10-30,1.9417
2014-11-06,0.0
2014-12-26,-1.1905000000000001
2014-12-29,0.0
2014-12-31,0.0
2015-01-12,1.2048
2015-01-30,0.0
2015-02-03,-1.1905000000000001
2015-02-20,9.0936
2015-02-25,-6.5556
2015-03-03,-0.0001
2015-03-31,0.4762
2015-04-09,-0.4739
2015-04-13,0.0
2015-05-11,0.7194
2015-05-12,0.4762
2015-05-28,-0.4739
2015-06-11,-1.1905000000000001
2015-07-10,0.0
2015-07-16,-0.6506
2015-07-28,0.6549
2015-07-31,0.2427
2015-08-05,0.0
2015-08-21,0.0
2015-09-03,-0.4843
2015-09-04,-2.4331
2015-09-09,-0.4988
2015-09-10,0.7519
2015-09-16,-0.7463
2015-09-21,1.5038
2015-09-23,-1.4815
2015-10-22,0.0
2015-10-27,0.2506
2015-11-03,0.0
2015-11-09,0.7557
2015-11-13,-0.75
2015-12-14,0.7557
2016-01-20,-1.25
2016-01-22,-0.1139
2016-02-04,-0.6513
2016-02-10,-1.0283
2016-02-11,-0.2597
2016-02-17,1.5625
2016-02-22,-1.5385
2016-04-07,-0.1693
2016-05-12,0.6967
2016-05-17,1.1097
2016-05-18,-1.8721999999999999
2016-05-20,0.0
2016-05-23,0.0
2016-06-21,0.2632
2016-07-19,0.0
2016-07-22,-0.2625
2016-08-01,1.5763
2016-08-09,-1.5379
2016-08-16,1.2993999999999999
2016-08-19,-1.3089
2016-08-23,1.3263
2016-09-09,0.0
2016-09-12,0.2618
2016-10-31,-1.5666
2016-11-01,0.0
2016-11-15,2.9412000000000003
2016-11-17,0.0
2016-11-18,-2.0675
2016-11-30,0.0
2016-12-01,0.7585
2016-12-02,0.5528
2016-12-07,-0.2618
2016-12-15,0.0
2016-12-19,-0.2625
2016-12-20,0.5
2016-12-30,2.0337
2017-01-03,-2.7374
2017-01-04,0.0
2017-01-06,1.5831
2017-01-09,0.0
2017-01-11,1.2987
2017-01-18,-1.2821
2017-01-30,0.0
2017-02-06,0.0
2017-02-16,2.0942
2017-02-21,0.0
2017-02-22,-0.0128
2017-02-24,-1.9746000000000001
2017-03-06,-2.6814999999999998
2017-03-07,0.8065
2017-03-08,1.3333
2017-03-09,0.0
2017-03-14,0.0
2017-03-15,-1.0526
2017-03-16,1.0638
2017-03-20,0.0
2017-03-23,0.0
2017-03-29,-1.9737
2017-04-06,2.0134
2017-04-07,-2.1053
2017-04-12,4.8387
2017-04-19,0.0
2017-04-28,0.0
2017-05-03,-3.5897
2017-05-05,0.5389
2017-05-16,3.9972
2017-05-17,-4.6154
2017-05-19,-0.5376
2017-05-25,2.1622
2017-06-06,-2.1164
2017-06-22,5.1350999999999996
2017-06-29,-2.3136
2017-07-11,0.0
2017-07-20,-1.3158
2017-07-21,0.0
2017-07-25,-1.0667
2017-08-09,0.8152
2017-08-10,0.0
2017-08-15,10.5121
2017-08-18,-9.5122
2017-08-23,0.5391
2017-08-24,0.5362
2017-08-30,0.0
2017-09-05,9.3333
2017-09-20,-8.5361
2017-09-22,-0.0005
2017-09-25,6.6667
2017-10-02,-6.2525
2017-10-18,-1.064
2017-10-19,-0.1348
2017-10-23,0.0
2017-10-25,0.5398
2017-10-26,2.1477
2017-11-01,-1.4455
2017-11-15,2.1505
2017-11-17,-1.8420999999999998
2017-11-21,2.0107
2017-11-27,0.657
2017-12-08,-2.6109999999999998
2017-12-15,2.681
2017-12-20,0.5222
2017-12-21,0.7792
2017-12-26,-2.0619
2017-12-28,0.0
2018-01-02,2.6316
2018-01-17,0.7692
2018-01-19,3.0534
2018-01-26,-0.7408
2018-02-12,0.2507
2018-02-13,-0.75
2018-02-21,0.2519
2018-02-23,-2.0101
2018-03-01,-5.1282
2018-03-05,5.4054
2018-03-06,-0.5128
2018-03-07,2.8350999999999997
2018-03-09,-0.2506
2018-03-15,-1.5074999999999998
2018-03-16,2.0408
2018-03-19,0.0
2018-03-20,-2.5
2018-03-23,-0.5128
2018-03-26,0.0
2018-03-29,-5.4124
2018-04-02,3.5422000000000002
2018-04-03,1.0526
2018-04-05,1.5625
2018-04-06,-0.2564
2018-04-13,-3.599
2018-04-18,3.7333
2018-04-23,0.0
2018-04-24,-4.3702
2018-04-25,0.0
2018-05-01,0.5376
2018-05-02,4.2781
2018-05-03,-0.5128
2018-05-14,-4.9351
2018-05-16,3.8251
2018-05-22,-3.6842
2018-05-23,1.0929
2018-05-24,-0.5405
2018-05-25,0.0
2018-06-01,0.2717
2018-06-04,-0.8125
2018-06-05,2.1852
2018-06-06,0.0
2018-06-21,-2.2059
2018-06-22,0.3418
2018-06-25,-1.3624
2018-06-26,0.0
2018-06-29,0.8287
2018-07-02,3.8356
2018-07-10,-3.6939
2018-07-11,3.8356
2018-07-25,-0.5277
2018-07-27,2.122
2018-07-30,-0.5195
2018-08-01,-3.1332
2018-08-08,8.6957
2018-08-13,-2.5
2018-08-14,-3.3333
2018-08-15,7.1618
2018-08-17,-6.4356
2018-08-20,-0.0661
2018-08-23,0.5956
2018-08-24,0.0
2018-08-29,-0.5263
2018-08-30,0.5291
2018-09-05,3.9474
2018-09-10,-1.7722
2018-09-19,-1.5464
2018-09-20,4.4503
2018-09-21,2.7569
2018-10-10,0.0
2018-10-15,0.0
2018-10-17,0.2439
2018-10-26,0.7299
2018-10-29,0.0
2018-11-02,2.657
2018-11-13,-1.6588
2018-11-16,-2.4096
2018-11-19,-4.9383
2018-11-20,-1.039
2018-11-23,0.2625
2018-11-28,-0.5236
2018-11-29,0.0
2018-12-13,8.1579
2018-12-20,-6.326
2018-12-24,-1.2987
2019-01-04,1.3158
2019-01-11,0.0
2019-01-17,3.6338
2019-01-28,-0.2481
2019-02-06,-2.0101
2019-02-20,0.7752
2019-02-22,0.0
2019-02-25,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-13,3.8462
2019-03-14,1.2346
2019-03-15,-2.439
2019-03-19,-1.25
2019-03-26,0.0
2019-03-28,-2.0253
2019-03-29,2.0672
2019-04-02,1.7671000000000001
2019-04-17,-2.9802
2019-04-30,1.2821
2019-05-01,1.0127
2019-05-03,1.0101
2019-05-06,-1.25
2019-05-07,-1.3291
2019-05-08,-1.2187000000000001
2019-05-15,1.2987
2019-05-16,0.0
2019-05-17,-1.2821
2019-05-20,3.8961
2019-05-21,-3.75
2019-05-23,3.8961
2019-05-24,-3.74
2019-06-10,2.5867
2019-06-11,1.2658
2019-06-12,1.25
2019-06-19,-1.7284000000000002
2019-06-20,-3.2538
2019-07-11,2.0647
2019-07-15,-2.0102
2019-07-22,0.4934
2019-07-30,-0.5168
2019-07-31,-1.026
2019-08-05,0.9126
2019-08-09,0.9174
2019-08-14,-1.026
2019-08-15,2.3487999999999998
2019-08-16,0.0
2019-08-21,-2.0513
2019-08-26,0.2618
2019-08-27,0.0
2019-08-29,-0.5091
2019-08-30,0.0
2019-09-06,1.1153
2019-09-27,0.1817
2019-10-01,1.0363
2019-10-11,-2.5641
2019-10-15,2.6316
2019-10-16,-1.2821
2019-10-18,0.0
2019-10-24,0.0
2019-10-28,2.3377
2019-11-06,-2.046
2019-11-08,0.0
2019-11-13,1.8277
2019-11-15,-1.2821
2019-11-18,0.0
2019-11-22,1.039
2019-11-29,-1.0283
2019-12-20,-0.7766
2019-12-26,1.568
2020-01-06,-0.7732
2020-01-09,1.2987
2020-01-13,-0.2564
2020-01-15,1.7995
2020-01-23,4.798
2020-01-24,2.4096
2020-01-29,0.0
2020-02-05,-0.0024
2020-02-06,-5.1742
2020-02-18,0.0
2020-02-19,2.5
2020-02-21,-2.439
2020-02-24,-1.25
2020-02-25,-1.2658
2020-02-26,-3.0538
2020-02-27,0.0
2020-03-03,4.4725
2020-03-06,-4.557
2020-03-09,-0.5305
2020-03-10,-7.4667
2020-03-11,5.1873
2020-03-17,0.0
2020-03-18,-2.7397
2020-03-20,-2.2535
2020-03-23,-2.0173
2020-03-24,2.0588
2020-03-26,-1.1527
2020-03-30,-2.9154999999999998
2020-04-03,0.0
2020-04-06,0.0
2020-04-08,2.1021
2020-04-13,1.4706000000000001
2020-04-14,0.5797
2020-04-16,0.0
2020-04-17,-4.8991
2020-04-24,-9.0909
2020-04-27,1.6667
2020-04-29,7.8689
2020-05-01,5.1672
2020-05-04,0.0
2020-05-06,-1.7341
2020-05-07,2.9412000000000003
2020-05-11,0.0
2020-05-18,-0.5764
2020-05-20,2.3188
2020-05-21,-4.5326
2020-05-22,-7.4184
2020-05-26,4.1667
2020-06-03,9.2308
2020-06-05,0.0
2020-06-09,0.0
2020-06-11,-8.4507
2020-06-26,9.2307
2020-06-30,-6.4789
2020-07-01,6.9277
2020-07-02,0.0
2020-07-07,-6.4789
2020-07-10,-0.3012
2020-07-22,1.2085
2020-07-27,8.9552
