ticker,CCPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-22,0.0
2009-08-26,11.1111
2009-08-27,-13.0
2009-08-28,17.2414
2009-11-30,-0.9804
2009-12-01,0.0
2009-12-07,0.0
2009-12-28,0.9901
2009-12-29,0.0
2009-12-30,3.9215999999999998
2010-01-04,0.0
2010-01-05,1.8868
2010-01-06,0.0
2010-01-07,1.8519
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-19,-6.3636
2010-01-20,0.0
2010-01-27,-1.9417
2010-02-02,0.0
2010-02-09,0.0
2010-02-11,100.0
2010-02-16,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-03-18,-37.6238
2010-03-22,-19.0476
2010-03-25,0.0
2010-03-26,96.0784
2010-03-31,-35.0
2010-04-06,-15.3846
2010-04-07,83.6364
2010-04-08,-49.505
2010-04-09,-41.1765
2010-04-12,63.3333
2010-05-11,0.0
2010-05-19,-2.0408
2010-05-20,14.5833
2010-05-21,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-09,0.0
2010-06-10,-9.0909
2010-06-11,2.0
2010-06-14,-41.1765
2010-06-28,0.0
2010-06-29,-1.0
2010-07-01,34.6801
2010-07-20,-50.0
2010-07-21,-50.0
2010-07-22,0.0
2010-07-23,-50.0
2010-08-06,40.0
2010-08-09,42.8571
2010-08-10,50.0
2010-08-11,-33.3333
2010-08-12,-3.0
2010-08-16,3.0928
2010-08-17,0.0
2010-08-18,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-09-01,0.0
2010-09-03,0.0
2010-09-09,-2.0
2010-09-14,-18.3673
2010-09-15,0.0
2010-09-21,-37.5
2010-09-23,100.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-29,-5.0
2010-10-05,-26.3158
2010-10-06,0.0
2010-10-07,42.8571
2010-10-08,-30.0
2010-10-12,12.857099999999999
2010-10-18,3.7975
2010-10-19,21.9512
2010-10-20,60.0
2010-10-21,12.5
2010-10-22,33.3333
2010-10-25,-16.6667
2010-10-26,20.0
2010-10-27,-8.3333
2010-10-28,45.4545
2010-10-29,15.625
2010-11-01,-2.7027
2010-11-02,-30.5556
2010-11-03,4.0
2010-11-04,23.0769
2010-11-05,15.625
2010-11-08,-18.9189
2010-11-09,16.6667
2010-11-10,-25.7143
2010-11-11,34.6154
2010-11-12,-14.2857
2010-11-15,16.6667
2010-11-16,0.0
2010-11-17,5.7143
2010-11-18,0.0
2010-11-19,0.0
