ticker,RNWR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-20,-50.2
2014-08-21,0.4016
2014-08-22,-62.4
2014-08-26,6.383
2014-08-28,-5.0
2014-08-29,-15.7895
2014-09-03,-23.75
2014-09-04,0.0
2014-09-05,-1.6393
2014-09-10,-1.6667
2014-09-15,-32.2034
2014-09-16,-22.5
2014-09-17,0.0
2014-09-18,0.0
2014-09-22,-51.6129
2014-09-23,160.0
2014-09-24,-48.7179
2014-09-29,0.0
2014-09-30,0.0
2014-10-02,0.0
2014-10-03,50.0
2014-10-07,0.0
2014-10-08,-3.3333
2014-10-10,0.0
2014-10-14,37.931
2014-10-15,-12.5
2014-10-16,11.4286
2014-10-17,2.5641
2014-10-20,-12.5
2014-10-21,22.8571
2014-10-22,-18.6047
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,-28.5714
2014-10-28,28.0
2014-10-29,9.375
2014-10-30,0.0
2014-10-31,20.0
2014-11-03,2.3810000000000002
2014-11-04,4.6512
2014-11-05,-2.2222
2014-11-06,-9.0909
2014-11-07,-12.0
2014-11-10,10.7955
2014-11-11,-12.8205
2014-11-12,0.0
2014-11-13,-5.8824
2014-11-14,15.625
2014-11-17,0.0
2014-11-18,-5.4054
2014-11-19,-17.1429
2014-11-20,34.4828
2014-11-21,0.0
2014-11-24,-33.3333
2014-11-25,5.7692
2014-12-04,-9.1364
2014-12-05,12.006
2014-12-08,-9.7812
2014-12-09,-40.5941
2014-12-10,16.6667
2014-12-11,-14.2857
2014-12-12,220.0
2014-12-15,-54.1667
2014-12-16,104.5455
2014-12-18,-11.1111
2014-12-19,0.0
2014-12-26,-2.5
2014-12-29,2.5641
2014-12-30,0.0
2015-01-12,-17.5
2015-01-13,3.0303
2015-01-15,-29.4118
2015-01-22,0.0
2015-01-27,0.0
2015-01-28,37.5
2015-01-29,-21.2121
2015-02-02,-23.0769
2015-02-19,-25.0
2015-02-27,13.3333
2015-03-03,5.8824
2015-03-04,-16.6667
2015-03-05,0.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-10,-1.3333
2015-03-11,-5.4054
2015-03-12,-28.5714
2015-03-17,17.5
2015-03-18,2.1277
2015-03-19,0.0
2015-03-23,0.0
2015-03-25,-33.3333
2015-03-30,50.0
2015-03-31,258.3333
2015-04-01,-9.3023
2015-04-02,2.5641
2015-04-08,-12.75
2015-04-10,14.613199999999999
2015-04-13,-12.5313
2015-04-14,0.0357
2015-04-24,-14.2857
2015-05-11,-33.3333
