ticker,RNWR US Equity
2015-05-12,20.0
2015-05-14,-16.6667
2015-05-22,-5.0
2015-06-05,0.0
2015-06-09,-10.526299999999999
2015-06-17,5.8824
2015-07-01,0.0
2015-07-08,-16.5972
2015-07-21,-13.4055
2015-08-05,-23.0769
2015-08-06,-30.0
2015-08-07,0.0
2015-08-10,0.0
2015-08-11,-14.2857
2015-08-13,66.6667
2015-08-14,-40.0
2015-08-17,98.3333
2015-08-24,-45.2731
2015-08-25,30.5182
2015-09-03,-11.7647
2015-09-21,13.3333
2015-09-22,-11.7647
2015-09-23,13.3333
2015-09-30,-17.647100000000002
2015-10-01,14.2857
2015-10-09,0.0
2015-10-12,0.0
2015-10-22,-12.5
2015-11-05,-28.5714
2015-11-06,-30.0
2015-11-09,0.0
2015-11-10,-62.8571
2015-11-11,130.7692
2015-11-12,-13.3333
2015-11-13,-11.538499999999999
2015-12-11,-54.3478
2015-12-14,-4.7619
2015-12-15,-40.0
2015-12-16,50.0
2015-12-17,59.7222
2015-12-21,0.0
2015-12-22,-44.3478
2015-12-23,79.6875
2015-12-24,-4.3478
2015-12-28,4.5455
2015-12-29,-10.0
2015-12-30,0.0
2015-12-31,-45.8937
2016-01-05,84.8214
2016-01-06,0.4831
2016-01-26,0.0
2016-02-11,-23.0769
2016-03-14,-23.125
2016-03-16,30.0813
2016-03-17,-40.0
2016-04-20,0.0
2016-04-22,17.7083
2016-04-25,27.4336
2016-06-08,-2.0833
2016-06-24,-6.383
2016-06-28,-3.0303
2016-07-25,0.0
2016-07-27,12.5
2016-08-01,122.2222
2016-08-03,39.0625
2016-08-10,0.0
2016-08-15,24.0449
2016-08-16,-66.6667
2016-08-17,-64.1304
2016-08-30,118.1818
2016-08-31,-66.6667
2016-10-03,0.0
2016-10-05,0.0
2016-10-21,-33.3333
2016-11-04,68.75
2016-11-09,-40.7407
2016-11-10,0.0
2016-11-21,21.875
2016-12-13,-92.3077
2016-12-28,0.0
2016-12-29,0.0
2017-01-23,333.3333
2017-02-13,-15.3846
2017-02-14,0.0
2017-02-21,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-04-03,18.1818
2017-04-21,61.5385
2017-05-26,357.1429
2017-06-02,-93.75
2017-06-05,33.3333
2017-06-20,20.0
2017-06-21,566.6667
2017-06-22,0.0
2017-06-29,-19.55
2017-06-30,-0.5594
2017-07-10,-68.75
2017-07-17,169.4
2017-08-14,-81.4402
2017-09-06,60.0
2017-09-12,0.0
2017-09-19,462.5
2017-09-27,55.5556
2017-10-03,0.0
2017-10-05,0.0
2017-10-06,0.0
2017-10-09,-85.7143
2017-10-26,0.0
2017-11-21,0.0
2017-11-29,0.0
2017-12-12,0.0
2017-12-19,0.0
2017-12-29,0.0
2018-01-08,600.0
2018-01-09,-7.1429
2018-01-10,0.0
2018-01-11,-84.6154
2018-01-23,550.0
2018-01-25,-25.9846
2018-02-02,-27.2501
2018-02-06,-35.7143
2018-02-07,50.2222
2018-02-09,-31.9527
2018-03-05,52.1739
2018-03-13,0.0
2018-03-15,0.0
2018-04-02,0.0
2018-04-05,-31.4286
2018-04-11,4.5833
2018-05-11,-4.3825
2018-05-30,0.0
2018-06-19,-16.6667
2018-07-23,67.5
2018-08-02,-17.9104
2018-09-25,-27.2727
2018-09-28,0.0
2018-10-01,100.0
2018-10-02,0.0
2018-10-03,150.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-09,0.0
2018-10-11,60.0
2018-10-12,-21.875
2018-10-15,300.0
2018-10-16,-76.0
2018-10-17,41.6667
2018-10-18,-3.5294
2018-10-19,21.9512
2018-10-22,80.0
2018-10-23,11.1111
2018-10-24,-50.0
2018-10-25,217.6
2018-10-26,-5.5416
2018-10-29,-31.0833
2018-10-30,69.2866
2018-10-31,-0.8571
2018-11-01,0.0
2018-11-02,-12.1037
2018-11-05,47.541
2018-11-06,21.1111
2018-11-07,10.0917
2018-11-08,-10.0
2018-11-09,-7.4074
2018-11-12,20.0
2018-11-13,-41.6667
2018-11-14,57.1429
2018-11-15,-1.8182
2018-11-16,1.8519
2018-11-19,-0.0909
2018-11-20,9.1902
2018-11-21,-0.8333
2018-11-26,-9.2437
2018-11-27,6.4815
2018-11-29,-3.4783
2018-11-30,8.1081
2018-12-03,-4.1667
2018-12-04,4.3478
2018-12-10,-10.0
2018-12-11,1.8519
2018-12-12,-1.8182
2018-12-13,-1.8519
2018-12-14,-5.6604
2018-12-17,-2.0
2018-12-18,-8.1633
2018-12-19,22.2222
2018-12-20,-9.0909
2018-12-21,-10.0
2018-12-26,-11.1111
2018-12-27,0.0
2018-12-28,6.25
2018-12-31,0.0
2019-01-04,-5.8824
2019-01-07,-25.0
2019-01-08,33.3333
2019-01-10,-26.25
2019-01-14,-44.0678
2019-01-15,18.1818
2019-01-16,-10.2564
2019-01-29,57.1429
2019-02-01,0.0
2019-02-04,0.9091
2019-02-05,54.0541
2019-02-06,2.924
2019-02-07,13.6364
2019-02-08,10.0
2019-02-11,34.5455
2019-02-12,8.7838
2019-02-13,-31.7391
2019-02-14,-14.4677
2019-02-15,17.0213
2019-02-19,-2.9091
2019-02-20,-23.221
2019-02-21,-21.6098
2019-02-22,55.5694
2019-02-25,10.0
2019-02-27,-12.7273
2019-03-01,3.125
2019-03-06,-30.4949
2019-03-11,8.9958
2019-03-14,-32.0
2019-03-15,58.8235
2019-03-18,23.4568
2019-03-19,0.0
2019-03-21,0.0
2019-03-22,1.0
2019-03-26,-1.4851
2019-03-27,-9.5477
2019-04-03,-22.2222
2019-04-04,0.0
2019-04-05,41.4286
2019-04-08,-19.1919
2019-04-15,-1.25
2019-04-18,-34.1772
2019-04-23,53.8462
2019-04-24,-5.0
2019-04-26,-4.3421
2019-04-30,-17.4691
2019-05-01,0.0
2019-05-02,16.6667
2019-05-06,57.1429
2019-05-07,-9.0909
2019-05-10,8.0
2019-05-13,-2.7778
2019-05-14,-38.0
2019-05-23,38.2488
2019-05-28,-42.2222
2019-05-29,92.3077
2019-05-30,0.0
2019-05-31,-10.0
2019-06-10,-5.5556
2019-06-11,-29.4118
2019-06-12,-13.3333
2019-06-13,63.4615
2019-06-14,0.0
2019-06-17,-22.352899999999998
2019-06-18,0.0
2019-06-19,0.0
2019-06-25,21.2121
2019-06-27,0.0
2019-06-28,-37.5
2019-07-01,20.0
2019-07-02,50.0
2019-07-03,77.7778
2019-07-05,0.0
2019-07-08,25.0
2019-07-09,0.0
2019-07-10,-25.0
2019-07-11,0.0
2019-07-12,30.0
2019-07-15,-2.5641
2019-07-16,-36.7895
2019-07-17,8.2431
2019-07-18,45.4615
2019-07-19,-25.9651
2019-07-22,0.0
2019-07-23,-7.1429
2019-07-24,7.6923
2019-07-25,21.4286
2019-07-26,-2.0588
2019-07-30,8.1081
2019-08-01,5.0556
2019-08-02,0.0
2019-08-06,-20.6769
2019-08-08,-13.3333
2019-08-09,-7.6923
2019-08-14,32.9583
2019-08-15,-2.8518
2019-08-16,-7.0968
2019-08-21,-2.7778
2019-08-22,0.0
2019-08-23,-21.5714
2019-08-26,-18.0328
2019-08-28,-1.1111
2019-09-03,0.0
2019-09-04,-32.5843
2019-09-05,58.3333
2019-09-06,-35.7895
2019-09-11,-4.082
2019-09-12,-0.8716
2019-09-13,3.4483
2019-09-16,-3.3333
2019-09-17,-22.4138
2019-09-18,-33.3333
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,-9.3333
2019-09-24,43.3824
2019-09-25,2.5641
2019-09-27,19.175
2019-09-30,-2.0348
2019-10-01,-3.8544
2019-10-09,-15.3675
2019-10-15,-49.7368
2019-10-16,119.8953
2019-10-21,-54.7619
2019-10-22,17.3684
2019-10-25,-15.6951
2019-10-30,-20.2128
2019-11-08,86.6667
2019-11-12,-28.5714
2019-11-15,0.0
2019-11-22,25.0
2019-11-27,-0.4
2019-12-02,-11.6466
2019-12-03,-9.0909
2019-12-06,0.0
2019-12-09,0.0
2019-12-11,0.0
2019-12-13,-48.6
2019-12-19,-0.7782
2019-12-20,0.0
2019-12-23,-52.9412
2019-12-24,504.1667
2020-01-02,-7.5344999999999995
2020-01-03,7.7755
2020-01-14,0.0
2020-01-17,3.8062
2020-01-27,0.0
2020-01-31,-82.6667
2020-02-07,36.5385
2020-02-11,28.169
2020-02-12,-12.0879
2020-02-14,136.875
2020-02-19,-31.3984
2020-02-24,38.4615
2020-02-25,-19.4444
2020-03-02,10.3448
2020-03-04,12.5
2020-03-11,105.0
2020-03-12,-18.6992
2020-03-16,3.3333
2020-03-20,-3.2258
2020-03-26,1.55
2020-03-30,-1.5263
2020-04-01,-55.5
2020-04-13,-60.2996
2020-04-14,560.3774
2020-04-17,-0.5714
2020-04-22,-1.1494
2020-04-23,-0.2907
2020-04-28,-0.5831
2020-05-01,-41.349
2020-05-04,89.0
2020-05-05,-12.963
2020-05-11,-0.9119
2020-05-13,-38.6503
2020-05-14,0.0
2020-05-15,-47.5
2020-05-18,23.8095
2020-05-19,45.3846
2020-05-20,-18.0688
2020-05-21,15.5957
2020-05-22,-32.9609
2020-06-03,8.3333
2020-06-08,30.0
2020-06-09,0.0
2020-06-10,-20.1183
2020-06-11,-2.963
2020-06-23,126.7176
2020-06-24,-2.3569
2020-06-26,-3.7931
2020-06-30,-56.6308
2020-07-06,56.9421
2020-07-07,-36.8088
2020-07-08,115.0
2020-07-09,-74.4186
2020-07-28,22.7273
