ticker,BXP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.4056
2000-01-04,-1.6293
2000-01-05,0.8282
2000-01-06,1.8479999999999999
2000-01-07,3.629
2000-01-10,0.7782
2000-01-11,-0.9653
2000-01-12,-1.5594999999999999
2000-01-13,0.5941
2000-01-14,-0.5906
2000-01-18,-0.9901
2000-01-19,0.0
2000-01-20,-1.2
2000-01-21,-1.0121
2000-01-24,-0.409
2000-01-25,0.4107
2000-01-26,0.409
2000-01-27,-0.4073
2000-01-28,-0.409
2000-01-31,-1.4374
2000-02-01,-0.625
2000-02-02,0.4193
2000-02-03,0.8351
2000-02-04,-0.8282
2000-02-07,0.2088
2000-02-08,1.875
2000-02-09,0.0
2000-02-10,-0.818
2000-02-11,-0.8247
2000-02-14,0.2079
2000-02-15,-0.4149
2000-02-16,0.625
2000-02-17,1.0352
2000-02-18,-1.2295
2000-02-22,-0.2075
2000-02-23,1.0395
2000-02-24,0.2058
2000-02-25,0.2053
2000-02-28,-0.4098
2000-02-29,-0.2058
2000-03-01,0.2062
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,-0.2058
2000-03-07,-1.4433
2000-03-08,0.4184
2000-03-09,1.4583
2000-03-10,-0.2053
2000-03-13,-1.2346
2000-03-14,1.25
2000-03-15,0.823
2000-03-16,0.8163
2000-03-17,0.4049
2000-03-20,0.8065
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.2
2000-03-28,0.3992
2000-03-29,0.835
2000-03-30,0.8
2000-03-31,0.9921
2000-04-03,-0.1965
2000-04-04,0.7874
2000-04-05,1.3672
2000-04-06,5.2023
2000-04-07,0.3663
2000-04-10,0.5474
2000-04-11,-0.363
2000-04-12,0.5464
2000-04-13,-0.3623
2000-04-14,-1.0909
2000-04-17,0.0
2000-04-18,0.3676
2000-04-19,0.1832
2000-04-20,0.0
2000-04-24,0.5484
2000-04-25,-0.1818
2000-04-26,2.0036
2000-04-27,0.0
2000-04-28,-0.3571
2000-05-01,1.4337
2000-05-02,2.2968
2000-05-03,-0.5181
2000-05-04,0.0
2000-05-05,0.3472
2000-05-08,0.519
2000-05-09,0.1721
2000-05-10,-0.1718
2000-05-11,0.3442
2000-05-12,0.5146
2000-05-15,-1.0239
2000-05-16,-0.1724
2000-05-17,0.6908
2000-05-18,-0.1715
2000-05-19,0.5155
2000-05-22,-0.5128
2000-05-23,-0.5155
2000-05-24,-1.5544
2000-05-25,-0.5263
