ticker,AWRY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-25,-3.0303
2000-10-24,2.7778
2000-10-25,0.0
2001-01-02,-4.2254
2001-03-16,-14.7059
2001-03-19,0.8621
2001-07-03,9.9099
2001-09-24,12.2951
2002-08-29,6.672
2002-10-01,0.0
2003-05-06,4.9948
2003-05-15,2.8571
2003-05-16,0.0
2003-05-21,0.0
2003-10-28,7.8125
2003-11-17,-0.161
2003-11-19,0.0
2003-11-25,3.2258
2004-02-17,-5.0
2004-04-22,-0.5921
2005-01-05,3.2429
2005-03-31,21.7949
2005-11-28,0.0
2006-01-13,-1.0526
2006-04-27,-4.2553
2007-04-25,2.2222
2007-06-04,0.0
2007-06-13,-1.087
2007-06-22,1.0989
2007-08-16,-1.087
2007-08-24,1.0989
2007-09-14,0.0
2008-05-09,4.7753
2008-11-21,-10.2493
2008-12-17,8.9744
2009-04-13,-22.352899999999998
2009-04-22,9.0909
2011-10-19,51.6316
2012-08-08,11.8985
2012-08-09,2.2222
2012-08-10,-2.1739
2012-08-14,1.1111
2012-09-17,-3.5714
2012-12-26,8.413
2013-03-08,5.2024
2013-03-18,0.6621
2013-03-19,0.7194
2013-04-17,-2.7959
2013-04-18,0.0
2013-04-24,-0.5354
2013-04-25,0.3799
2013-07-11,4.9723
2013-08-21,-6.4019
2013-10-08,0.0
2013-12-10,-0.5525
2013-12-23,-4.5977
2013-12-26,2.4096
2014-02-11,0.4706
2014-05-21,8.3724
2014-05-23,2.6471999999999998
2014-12-22,13.2022
2015-03-05,1.2407
2015-06-04,-11.7647
2015-10-27,9.1954
2015-11-19,1.6316000000000002
2015-12-21,3.5733
2016-07-12,1.0638
2017-04-25,17.3913
2017-05-23,1.8519
2018-09-24,2.5248
2018-09-26,11.0575
2018-09-27,-6.087
2018-10-19,3.7037
2018-10-30,-7.4554
2018-12-17,2.2672
2018-12-26,2.0388
2019-02-13,1.8077999999999999
2019-09-27,5.7692
2019-09-30,13.6364
2019-11-20,-8.0
2019-12-30,5.1339
2020-03-10,1.6985000000000001
2020-03-12,-16.4927
2020-03-19,4.75
2020-03-23,5.0119
2020-06-04,40.0
