ticker,TAST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-15,16.9231
2006-12-18,-3.4211
2006-12-19,-1.2262
2006-12-20,-0.069
2006-12-21,0.4141
2006-12-22,1.0997
2006-12-26,-1.4276
2006-12-27,-0.6897
2006-12-28,-1.7361
2006-12-29,0.212
2007-01-03,0.141
2007-01-04,-1.4085
2007-01-05,0.0
2007-01-08,0.3571
2007-01-09,0.1423
2007-01-10,-1.5636
2007-01-11,-0.722
2007-01-12,3.2
2007-01-16,-0.1409
2007-01-17,-0.1411
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,0.7774
2007-01-23,1.5428
2007-01-24,3.384
2007-01-25,-0.4676
2007-01-26,-0.4027
2007-01-29,-0.3369
2007-01-30,-0.4057
2007-01-31,-2.1045
2007-02-01,0.0
2007-02-02,-0.8322
2007-02-05,1.7483
2007-02-06,0.4811
2007-02-07,0.7524
2007-02-08,0.8826
2007-02-09,0.0673
2007-02-12,-3.5642
2007-02-13,-0.1395
2007-02-14,-0.1397
2007-02-15,-1.5385
2007-02-16,-0.5682
2007-02-20,0.0
2007-02-21,-0.7143
2007-02-22,-1.7266
2007-02-23,-0.4392
2007-02-26,-0.3686
2007-02-27,-1.3275000000000001
2007-02-28,-0.5236
2007-03-01,0.7519
2007-03-02,-1.0448
2007-03-05,5.279
2007-03-06,-2.3639
2007-03-07,0.5869
2007-03-08,-3.9387
2007-03-09,4.4039
2007-03-12,-0.6545
2007-03-13,-0.2928
2007-03-14,-1.1747
2007-03-15,-0.9658
2007-03-16,0.15
2007-03-19,5.5431
2007-03-20,-0.071
2007-03-21,0.6392
2007-03-22,-0.0706
2007-03-23,4.2373
2007-03-26,0.6775
2007-03-27,0.3365
2007-03-28,0.0
2007-03-29,-1.2743
2007-03-30,-1.4266
2007-04-02,3.377
2007-04-03,0.0
2007-04-04,0.0
2007-04-05,0.3333
2007-04-09,1.7276
2007-04-10,0.9144
2007-04-11,-2.8479
2007-04-12,1.4657
2007-04-13,-1.3132
2007-04-16,1.9295
2007-04-17,0.5222
2007-04-18,-2.0779
2007-04-19,0.5305
2007-04-20,0.5937
2007-04-23,-0.3279
2007-04-24,0.6579
2007-04-25,0.0
2007-04-26,1.5032999999999999
2007-04-27,-0.7727
2007-04-30,-2.5308
2007-05-01,2.996
2007-05-02,0.9696
2007-05-03,-1.2164
2007-05-04,1.1017
2007-05-07,-2.2436
2007-05-08,-0.5902
2007-05-09,2.5726
2007-05-10,-0.3215
2007-05-11,-1.871
