ticker,VNET US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-21,25.3333
2011-04-25,-5.5851
2011-04-26,-1.0704
2011-04-27,-7.4601
2011-04-28,-1.3538000000000001
2011-04-29,-3.2439
2011-05-02,7.5435
2011-05-03,-5.6355
2011-05-04,-7.3062000000000005
2011-05-05,-7.4709
2011-05-06,1.8519
2011-05-09,3.71
2011-05-10,7.6428
2011-05-11,-2.7362
2011-05-12,-2.6792
2011-05-13,-4.267
2011-05-16,-9.7771
2011-05-17,-4.0637
2011-05-18,11.8771
2011-05-19,0.0
2011-05-20,-4.8998
2011-05-23,-11.8657
2011-05-24,2.8344
2011-05-25,-2.584
2011-05-26,6.6312999999999995
2011-05-27,10.1161
2011-05-31,-6.8524
2011-06-01,-4.2036999999999995
2011-06-02,6.4135
2011-06-03,-5.2339
2011-06-06,-9.8745
2011-06-07,-2.8784
2011-06-08,-3.0593
2011-06-09,1.1834
2011-06-10,-2.4366
2011-06-13,-0.8991
2011-06-14,8.3669
2011-06-15,-1.3953
2011-06-16,4.0566
2011-06-17,-0.3626
2011-06-20,1.9108
2011-06-21,10.357099999999999
2011-06-22,-2.9126
2011-06-23,8.3333
2011-06-24,0.7692
2011-06-27,-0.458
2011-06-28,-1.227
2011-06-29,5.0466
2011-06-30,1.5521
2011-07-01,3.1295
2011-07-05,0.7763
2011-07-06,0.0
2011-07-07,-0.07
2011-07-08,2.9432
2011-07-11,0.2723
2011-07-12,-3.1229
2011-07-13,0.0701
2011-07-14,0.4902
2011-07-15,0.1394
2011-07-18,-0.9743
2011-07-19,0.0703
2011-07-20,-1.7556
2011-07-21,-0.2859
2011-07-22,-1.8638
2011-07-25,-0.5113
2011-07-26,-1.1013
2011-07-27,-3.118
2011-07-28,-1.1494
2011-07-29,1.938
2011-08-01,2.8897
2011-08-02,-0.1478
2011-08-03,-1.9985
2011-08-04,-0.0755
2011-08-05,-6.6515
2011-08-08,-16.1943
2011-08-09,9.4686
2011-08-10,1.0591
2011-08-11,12.4017
2011-08-12,-4.5066
2011-08-15,-1.3019
2011-08-16,-3.2152
2011-08-17,-4.7221
2011-08-18,-7.3811
2011-08-19,-0.5792
2011-08-22,2.4272
2011-08-23,10.0474
2011-08-24,-3.273
2011-08-25,-1.1576
2011-08-26,-1.2612999999999999
2011-08-29,7.573
2011-08-30,-2.8838
2011-08-31,4.9782
2011-09-01,-4.6589
2011-09-02,-5.9337
2011-09-06,-2.4119
2011-09-07,-1.616
2011-09-08,0.1932
