ticker,AIKO US Equity
2013-12-26,9.5238
2013-12-27,-21.7391
2013-12-30,22.2222
2013-12-31,-18.0682
2014-01-02,-0.1387
2014-01-03,-22.2222
2014-01-06,28.5714
2014-01-07,-22.0833
2014-01-08,-14.4385
2014-01-09,0.0
2014-01-10,33.3333
2014-01-13,-37.5
2014-01-14,39.75
2014-01-15,-21.4669
2014-01-16,43.9636
2014-01-17,-23.4177
2014-01-21,7.438
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,-21.3462
2014-01-27,46.4548
2014-01-28,-20.5342
2014-01-31,-7.3529
2014-02-03,-7.483
2014-02-04,-21.5686
2014-02-05,25.0
2014-02-07,40.0
2014-02-10,7.1429
2014-02-11,0.0
2014-02-12,-6.6667
2014-02-14,-0.1786
2014-02-18,0.1789
2014-02-19,-7.1429
2014-02-21,-7.6923
2014-02-26,16.6667
2014-02-27,0.0
2014-03-04,-7.1429
2014-03-05,0.0
2014-03-06,-19.7115
2014-03-10,0.0
2014-03-11,0.0
2014-03-13,-0.3593
2014-03-14,0.0
2014-03-17,-13.461500000000001
2014-03-18,6.6667
2014-03-19,4.1667
2014-03-20,10.0
2014-03-21,-2.0455
2014-03-24,2.0882
2014-03-26,-27.2727
2014-03-27,37.5
2014-03-28,-27.2727
2014-03-31,2.5
2014-04-03,0.0
2014-04-04,34.1463
2014-04-09,0.0
2014-04-14,-9.0909
2014-04-15,0.0
2014-04-16,-5.0
2014-04-17,-5.2632
2014-04-21,-2.2222
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,-9.0909
2014-04-28,-21.7188
2014-05-02,39.9202
2014-05-05,-28.816
2014-05-09,0.0
2014-05-12,-3.8076
2014-05-14,-0.4167
2014-05-15,-1.6736
2014-05-21,-21.7021
2014-05-27,0.0
2014-05-29,8.6957
2014-05-30,0.0
2014-06-05,74.75
2014-06-06,-42.7754
2014-06-09,0.0
2014-06-12,4.0
2014-06-13,0.0
2014-06-16,3.8462
2014-06-17,0.0
2014-06-18,3.7037
2014-06-19,0.0
2014-06-20,7.1429
2014-06-24,3.3333
2014-07-01,40.3226
2014-07-08,-51.2931
2014-07-15,34.5133
2014-07-16,0.0
2014-07-22,0.0
2014-07-25,33.7719
2014-07-28,-8.1967
2014-07-30,7.1429
2014-07-31,6.6667
2014-08-05,-20.0
2014-08-07,8.9844
2014-08-08,-11.1111
2014-08-19,-6.4516
2014-08-21,-13.7931
2014-08-22,4.0
2014-08-25,0.0
2014-08-26,-18.5096
2014-09-17,3.8348
2014-09-22,-31.8182
2014-09-26,6.6667
2014-10-03,3.125
2014-10-06,21.2121
2014-10-07,-40.0
2014-10-08,25.0
2014-10-09,-6.6667
2014-10-24,14.2857
2014-10-27,12.5
2014-10-28,0.0
2014-11-04,-16.6667
2014-11-06,-13.3333
2014-11-18,0.0
2014-12-02,0.0
2014-12-03,-23.0769
2014-12-08,-10.0
2014-12-09,0.0
2014-12-11,-22.2222
2014-12-12,14.2857
2014-12-22,-12.5
2014-12-29,-14.2857
2014-12-30,8.3333
2014-12-31,-15.3846
2015-01-05,0.0
2015-01-13,9.0909
2015-01-14,0.0
2015-01-15,-16.6667
2015-01-16,100.0
2015-01-20,0.0
2015-01-28,0.0
2015-01-30,-10.0
2015-02-02,-11.1111
2015-02-04,25.0
2015-02-05,-20.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-12,-12.5
2015-03-03,0.0
2015-03-19,0.0
2015-04-06,14.2857
2015-04-09,-12.5
2015-04-13,0.0
2015-05-04,114.2857
2015-05-05,100.0
2015-05-06,21.875
2015-05-08,-17.9487
2015-05-11,17.0833
2015-05-12,-0.3559
2015-05-13,28.5714
2015-05-14,0.0
2015-05-15,-2.2222
2015-05-19,-9.0909
2015-05-20,12.5
2015-05-21,0.0
2015-05-22,-11.1111
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-02,-12.1875
2015-06-03,13.879
2015-06-04,-14.2187
2015-06-05,0.0
2015-06-08,-3.4608
2015-06-10,20.7547
2015-06-11,12.5
2015-06-12,11.1111
2015-06-18,-20.0
2015-06-26,-25.0
2015-06-29,-23.3333
2015-07-01,-13.0435
2015-07-06,0.0
2015-07-07,75.0
2015-07-08,11.4286
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,12.8205
2015-07-14,0.0
2015-07-20,-9.0909
2015-07-22,0.0
2015-07-27,0.0
2015-07-28,-12.5
2015-07-29,14.2857
2015-08-04,-12.5
2015-08-06,14.2857
2015-08-10,0.0
2015-08-11,0.0
2015-08-17,2.5
2015-08-18,46.3415
2015-08-19,33.3333
2015-08-20,-12.5
2015-08-21,14.2857
2015-08-24,12.5
2015-08-26,-55.5556
2015-08-28,0.0
2015-09-04,47.5
2015-09-09,0.0
2015-09-10,-6.9915
2015-09-11,9.1116
2015-09-14,-33.1942
2015-09-15,50.0
2015-09-18,-16.6667
2015-09-21,0.0
2015-09-22,-4.0
2015-09-23,4.1667
2015-09-28,-16.0
2015-09-29,-26.1905
2015-09-30,61.2903
2015-10-02,-37.75
2015-10-06,28.5141
2015-10-14,12.5
2015-10-20,-11.1111
2015-10-21,-22.5
2015-10-22,19.3548
2015-10-23,-18.9189
2015-10-26,19.375
2015-10-27,19.5462
2015-10-28,16.7883
2015-10-29,0.0
2015-10-30,-20.0
2015-11-03,-30.7813
2015-11-04,44.0181
2015-11-05,23.6677
2015-11-09,21.673000000000002
2015-11-10,31.3542
2015-11-11,1.5067
2015-11-13,6.875
2015-11-16,-0.5848
2015-11-19,-5.8824
2015-11-20,10.8594
2015-11-25,-15.4334
2015-11-30,33.3333
2015-12-01,0.0
2015-12-02,-10.0
2015-12-03,0.0
2015-12-04,11.1111
2015-12-07,-10.0
2015-12-09,11.1111
2015-12-10,-10.0
2015-12-14,-5.5556
2015-12-15,-11.1765
2015-12-17,-0.6623
2015-12-23,-20.0
2015-12-24,-13.3333
2016-01-07,-17.3077
2016-01-12,39.5349
2016-01-14,-16.6667
2016-02-01,0.0
2016-02-03,0.0
2016-02-23,23.0
2016-02-24,-18.6992
2016-03-11,-99.175
2016-08-25,21.2121
2016-08-26,150.0
2016-08-29,20.0
2016-08-30,33.3333
2016-08-31,75.0
2016-09-01,7.1429
2016-09-02,-6.6667
2016-09-06,42.8571
2016-09-08,-50.0
2016-09-19,0.0
2016-10-03,0.0
2016-12-29,19.625
2017-02-15,0.3135
2017-02-21,-0.1563
2017-03-02,0.1565
2017-03-09,16.6667
2017-03-23,-42.8571
2017-04-18,25.0
2017-04-25,0.0
2017-05-01,-30.0
2017-05-17,42.8571
2017-05-24,0.0
2017-06-02,-30.1875
2017-07-07,20.3223
2017-08-08,-15.4762
2017-09-05,40.8451
2017-09-22,-25.4
2017-10-03,-12.8686
2017-10-16,0.0
2017-11-01,-7.6923
2017-12-04,-8.3333
2017-12-13,18.1818
2017-12-15,38.4615
2017-12-18,22.2222
2017-12-20,272.7273
2017-12-21,-26.8293
2017-12-22,-33.3333
2017-12-26,-20.0
2017-12-27,-3.1875
2017-12-28,-59.0381
2017-12-29,-5.4374
2018-01-04,-0.0033
2018-01-23,-33.3311
2018-01-24,0.0
2018-02-22,-47.5
2018-03-12,-19.0476
2018-03-23,0.0
2018-04-20,-1.1764999999999999
2018-05-18,-22.6071
2018-05-21,130.7337
2018-05-24,-11.6667
2018-05-25,51.6981
2018-05-31,-50.2488
2018-06-14,35.0
2018-06-15,11.1111
2018-06-18,-16.6667
2018-06-19,364.0
2018-06-20,18.1034
2018-06-21,39.4161
2018-06-22,9.9476
2018-06-26,-14.2857
2018-06-27,66.6667
2018-06-28,-50.0
2018-06-29,193.3333
2018-07-05,9.0909
2018-07-09,-50.0
2018-07-10,316.6667
2018-07-13,-20.0
2018-07-17,-84.375
2018-07-18,48.0
2018-07-19,29.7297
2018-07-23,-17.0833
2018-07-26,-22.6131
2018-07-27,-24.6753
2018-07-30,3.4483
2018-07-31,33.3333
2018-08-01,-12.5
2018-08-02,-14.2857
2018-08-03,-18.3333
2018-08-10,-38.5714
2018-08-13,7.9734
2018-08-14,30.4615
2018-08-15,-29.2453
2018-08-16,-4.6667
2018-08-17,0.0
2018-08-21,4.8951
2018-08-22,-13.3333
2018-08-23,-19.2308
2018-08-24,-40.4762
2018-08-27,-16.0
2018-09-05,42.8571
2018-09-17,-26.6667
2018-09-21,-9.0909
2018-10-01,100.0
2018-10-04,100.0
2018-10-05,-50.0
2018-10-08,0.0
2018-10-09,-22.5
2018-10-10,29.0323
2018-10-11,12.5
2018-10-19,-22.2222
2018-11-07,-8.5714
2018-11-12,-6.25
2018-12-18,-16.6667
2018-12-31,-52.0
2019-01-09,0.0
2019-02-04,66.6667
2019-02-05,100.0
2019-02-06,45.0
2019-02-07,24.1379
2019-02-08,-0.2778
2019-02-11,-41.5042
2019-02-13,-19.0476
2019-02-14,1.1764999999999999
2019-04-12,1.7442
2019-04-18,-2.8571
2019-04-26,-47.0588
2019-05-10,87.7778
2019-05-13,-28.9941
2019-05-14,25.0
2019-05-16,33.3333
2019-05-17,100.0
2019-05-20,-25.0
2019-06-24,-27.6667
2019-06-28,15.2074
2019-07-01,0.0
2019-07-02,30.0
2019-07-12,-23.0769
2019-08-06,-24.0
2019-08-15,5.2632
2019-08-19,49.5
2019-08-22,17.0569
2019-08-26,-14.0
2019-08-27,-50.1661
2019-08-28,0.0
2019-09-17,-3.3333
2019-09-19,-3.4483
2019-10-02,-20.0
2019-10-09,435.7143
2019-10-10,-50.0
2019-10-11,33.3333
2019-10-14,25.25
2019-10-15,99.6008
2019-10-16,-12.7
2019-10-17,-19.8167
2019-10-18,49.8571
2019-10-21,-42.8027
2019-10-28,0.0
2019-11-05,-16.6667
2019-12-02,-64.8
2019-12-31,0.0
2020-02-13,-14.7727
2020-04-14,-7.3333
2020-05-13,-24.4604
2020-05-14,87.619
2020-05-19,-13.198
2020-06-03,-4.0936
2020-07-01,-8.5366
2020-07-06,9.3333
2020-07-17,-14.6341
