ticker,AIKO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-19,-90.099
2010-05-03,1140.0
2010-10-15,0.8065
2010-10-19,-4.0
2010-10-26,-91.6667
2012-01-17,150.0
2012-04-16,500.0
2012-04-18,0.0
2012-04-20,0.0
2012-04-24,-3.3333
2012-04-25,-3.4483
2012-04-30,-23.5714
2012-05-07,26.1682
2012-05-15,1.4815
2012-05-21,-22.6277
2012-06-15,-51.8868
2012-06-18,0.0
2012-06-21,390.1961
2012-06-22,100.0
2012-06-26,260.0
2012-06-27,11.1111
2012-06-28,-25.0
2012-07-02,8.3333
2012-07-05,29.2308
2012-07-06,-3.5714
2012-07-11,13.5802
2012-07-12,73.913
2012-07-13,-75.0
2012-07-16,-30.0
2012-07-17,78.5714
2012-07-18,4.0
2012-07-19,7.6923
2012-07-23,-21.4286
2012-07-24,0.0
2012-07-25,0.0
2012-08-06,0.0
2012-08-07,13.6364
2012-08-08,-8.0
2012-08-14,-21.7391
2012-08-16,11.1111
2012-08-20,-5.0
2012-08-22,36.8421
2012-08-23,0.0
2012-08-24,0.0
2012-08-27,-7.6923
2012-08-28,-4.1667
2012-08-29,0.0
2012-08-31,13.0435
2012-09-04,0.0
2012-09-06,0.0
2012-09-10,0.0
2012-09-11,0.0
2012-09-20,-7.6923
2012-09-21,0.0
2012-09-25,33.3333
2012-10-02,-6.25
2012-10-17,133.3333
2012-10-25,-8.5714
2012-11-01,-65.625
2012-11-05,36.3636
2012-11-07,66.6667
2012-11-20,-28.0
2012-12-03,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,-16.6667
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,0.0
2013-01-07,9.4583
2013-01-28,-2.5504
2013-03-06,-25.0
2013-03-08,0.0
2013-03-11,0.0
2013-03-21,0.0
2013-04-03,0.0
2013-04-26,25.0
2013-04-29,-66.6667
2013-05-14,0.0
2013-08-09,0.0
2013-08-22,140.0
2013-09-09,-16.6667
2013-10-08,0.0
2013-10-10,20.0
2013-10-24,0.0
2013-10-28,0.0
2013-10-29,-16.6667
2013-10-30,0.0
2013-10-31,0.0
2013-11-07,15.0
2013-11-08,0.0
2013-11-12,0.0
2013-12-09,0.0
2013-12-10,13.0435
2013-12-11,-26.9231
2013-12-12,3.1579
2013-12-13,-0.5102
2013-12-16,7.6923
2013-12-17,-4.7619
2013-12-18,20.0
2013-12-19,-12.5
2013-12-20,-4.7619
2013-12-23,15.0
2013-12-24,-8.6957
