ticker,OPGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-18,1.1764999999999999
2005-04-22,-2.3256
2005-04-29,19.0476
2005-05-02,-11.0
2005-05-04,1.1236
2005-05-09,-1.1111
2005-05-10,-1.1236
2005-05-11,0.0
2005-05-18,-1.1364
2005-05-19,3.4483
2005-05-24,0.0
2005-05-25,-3.3333
2005-06-03,1.1494
2005-06-08,-6.8182
2005-06-13,3.6585
2005-06-20,11.7647
2005-06-21,0.0
2005-06-23,0.0
2005-06-29,5.2632
2005-06-30,10.0
2005-07-05,0.0
2005-07-07,-10.9091
2005-07-08,12.2449
2005-07-12,0.0
2005-07-13,-4.5455
2005-07-14,0.0
2005-07-15,-3.8095
2005-07-18,-0.9901
2005-07-19,0.0
2005-07-20,0.0
2005-07-22,-2.0
2005-07-25,2.0408
2005-07-26,0.0
2005-07-28,-2.0
2005-08-01,-24.0816
2005-08-02,-9.9462
2005-08-03,3.8806000000000003
2005-08-04,-8.046
2005-08-05,0.0
2005-08-08,0.0
2005-08-10,-7.8125
2005-08-12,5.0847
2005-08-15,0.0
2005-08-16,-1.6129
2005-08-17,0.0
2005-08-18,0.0
2005-08-19,8.1967
2005-08-22,-2.1212
2005-08-23,-2.4768
2005-08-24,4.7619
2005-08-25,-3.0303
2005-08-31,7.8125
2005-09-01,-13.0435
2005-09-02,1.6667
2005-09-06,-2.9508
2005-09-08,-8.7838
2005-09-09,-16.6667
2005-09-12,-8.8889
2005-09-13,7.3171
2005-09-15,-29.5455
2005-09-20,0.0
2005-09-21,0.0
2005-09-26,-3.2258
2005-09-27,-30.0
2005-09-29,-23.8095
2005-09-30,-15.0
2005-10-03,-17.647100000000002
2005-10-14,35.7143
2005-10-17,-14.473700000000001
2005-10-18,0.0
2005-10-20,7.6923
2005-10-24,0.0
2005-10-26,-2.8571
2005-10-28,-4.4118
2005-10-31,0.0
2005-11-01,-24.6154
2005-11-03,2.0408
2005-11-04,-10.0
2005-11-10,-11.1111
2005-11-14,0.0
2005-11-23,37.5
2005-11-25,-5.4545
2005-12-01,-9.6154
2005-12-07,-4.2553
2005-12-12,-11.1111
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-27,-12.5
2005-12-28,-11.4286
2005-12-29,0.0
2005-12-30,6.4516
2006-01-03,21.2121
2006-01-06,100.0
2006-01-10,-37.5
2006-02-08,-18.0
2006-02-09,-26.8293
2006-02-21,0.0
2006-02-22,-6.6667
2006-02-23,-8.9286
2006-02-24,-21.5686
