ticker,GHAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-08,66.6667
2013-07-19,-40.0
2013-07-23,-33.3333
2013-08-20,10.0
2013-08-21,0.0
2013-10-15,0.0
2013-10-16,-9.0909
2013-11-06,-20.0
2013-12-11,-37.5
2013-12-12,0.0
2014-01-06,-78.0
2014-01-30,81.8182
2014-03-17,150.0
2014-07-02,0.0
2014-07-24,-89.375
2014-09-04,-85.8824
2014-09-23,0.0
2014-09-25,0.0
2014-11-05,-86.6667
2014-11-10,200.0
2014-12-05,3233.3333
2014-12-12,-92.0
2014-12-30,0.0
2015-03-06,337.5
2015-03-10,-40.0
2015-03-12,66.6667
2015-03-23,-28.5714
2015-03-26,20.0
2015-03-31,-6.6667
2015-04-01,0.0
2015-04-02,-28.5714
2015-04-06,-60.0
2015-04-07,187.5
2015-04-10,-55.6522
2015-04-13,37.2549
2015-04-14,9.732099999999999
2015-04-15,-8.869
2015-04-16,-7.1429
2015-04-17,-3.8462
2015-04-20,-19.2
2015-04-21,23.7624
2015-04-22,0.0
2015-04-23,-12.0
2015-04-24,22.7273
2015-04-27,-18.4259
2015-04-28,0.0
2015-04-29,-0.1135
2015-04-30,-13.6364
2015-05-01,5.2632
2015-05-04,-12.625
2015-05-05,14.4492
2015-05-06,-26.0
2015-05-07,-10.8108
2015-05-08,-2.2727
2015-05-11,16.2791
2015-05-12,-6.6667
2015-05-13,0.0
2015-05-14,-7.1429
2015-05-15,2.5
2015-05-18,9.3809
2015-05-19,-12.8645
2015-05-21,13.3858
2015-05-22,-12.5
2015-05-26,1.5873
2015-05-27,-12.793
2015-05-28,5.7111
2015-05-29,0.1059
2015-06-01,1.0582
2015-06-02,-48.0628
2015-06-03,29.0323
2015-06-04,50.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,-33.125
2015-06-10,19.9377
2015-06-11,-16.6234
2015-06-12,0.0
2015-06-16,-47.352
2015-06-17,32.5444
2015-06-18,-17.8571
2015-06-19,-10.3261
2015-06-23,-3.0303
2015-06-24,5.0
2015-06-25,-4.7619
2015-06-26,37.5
2015-06-29,0.0
2015-07-02,0.4545
2015-07-06,8.5973
2015-07-08,-7.9167
2015-07-10,8.5973
2015-07-13,0.0
2015-07-15,66.6667
2015-07-16,-4.0
2015-07-17,-58.3333
2015-07-21,-25.0
2015-07-22,33.3333
2015-07-31,-25.0
2015-08-03,0.0
2015-08-05,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,66.6667
