ticker,CKNTF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-14,-2.2989
2008-02-15,94.1176
2008-02-19,-27.2727
2008-02-20,-4.1667
2008-02-21,17.3913
2008-02-22,2.963
2008-02-25,-13.6691
2008-02-26,29.1667
2008-02-27,-22.5806
2008-02-28,4.1667
2008-02-29,4.0
2008-03-03,11.538499999999999
2008-03-04,-3.4483
2008-03-05,-3.5714
2008-03-06,7.4074
2008-03-07,0.0
2008-03-10,-6.8966
2008-03-11,7.4074
2008-03-12,-17.2414
2008-03-13,4.1667
2008-03-14,-4.0
2008-03-17,-15.0
2008-03-18,2.9412000000000003
2008-03-19,19.0476
2008-03-20,0.0
2008-03-25,22.4
2008-03-26,-8.4967
2008-03-28,-10.7143
2008-03-31,43.2
2008-04-01,-13.4078
2008-04-02,12.9032
2008-04-04,-0.5714
2008-04-07,0.5747
2008-04-08,-28.5714
2008-04-09,20.0
2008-04-10,-13.3333
2008-04-11,-3.8462
2008-04-14,-8.0
2008-04-15,30.4348
2008-04-16,21.3333
2008-04-17,-3.8462
2008-04-18,-11.4286
2008-04-21,0.0
2008-04-23,9.6774
2008-04-25,2.9412000000000003
2008-04-28,-11.4286
2008-04-29,-1.2903
2008-04-30,1.3072
2008-05-01,-3.2258
2008-05-02,0.0
2008-05-05,10.0
2008-05-06,12.1212
2008-05-08,-2.7027
2008-05-09,5.5556
2008-05-12,-2.6316
2008-05-13,-2.7027
2008-05-14,0.0
2008-05-15,2.7778
2008-05-16,-2.7027
2008-05-19,0.0
2008-05-20,-5.5556
2008-05-21,-5.8824
2008-05-22,0.0
2008-05-23,0.0
2008-05-27,-18.75
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,-11.538499999999999
2008-06-02,4.3478
2008-06-03,-4.1667
2008-06-04,0.0
2008-06-05,1.7391
2008-06-06,0.0
2008-06-09,-1.7094
2008-06-10,1.7391
2008-06-11,-13.6752
2008-06-12,8.9109
2008-06-13,-26.3636
2008-06-16,0.0
2008-06-18,54.321
2008-06-19,-19.2
2008-06-20,-24.7525
2008-06-23,-10.526299999999999
2008-06-24,-19.1176
2008-06-26,-7.2727
2008-06-27,0.0
2008-06-30,-1.9607999999999999
2008-07-02,0.0
2008-07-07,28.0
2008-07-08,-14.0625
2008-07-09,9.0909
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,0.0
2008-07-15,25.0
2008-07-17,-46.6667
2008-07-21,0.0
2008-07-22,152.5
2008-07-23,0.0
2008-07-24,3.9604
