ticker,FIXX US Equity
2018-08-16,4.5181000000000004
2018-08-17,-6.6859
2018-08-20,-3.2736
2018-08-21,6.1303
2018-08-22,-2.7076000000000002
2018-08-23,4.8856
2018-08-24,-5.6604
2018-08-27,-2.375
2018-08-28,1.9205999999999999
2018-08-29,0.1256
2018-08-30,3.0113
2018-08-31,1.4007
2018-09-04,-1.0811
2018-09-05,3.5823
2018-09-06,-6.4478
2018-09-07,2.4436
2018-09-10,9.6024
2018-09-11,-0.5022
2018-09-12,6.4498
2018-09-13,5.4795
2018-09-14,2.4476
2018-09-17,-2.4378
2018-09-18,3.1984
2018-09-19,-1.3075
2018-09-20,0.1472
2018-09-21,5.6835
2018-09-24,5.9342
2018-09-25,-0.6127
2018-09-26,-0.7926
2018-09-27,0.1775
2018-09-28,1.2849
2018-10-01,-2.7997
2018-10-02,-1.3051
2018-10-03,0.1368
2018-10-04,-0.7741
2018-10-05,-5.7366
2018-10-08,-2.4343
2018-10-09,0.1996
2018-10-10,-0.747
2018-10-11,-0.2509
2018-10-12,0.503
2018-10-15,-0.9009
2018-10-16,1.2121
2018-10-17,-0.6487
2018-10-18,0.7032
2018-10-19,-0.5985
2018-10-22,-0.9032
2018-10-23,-1.6202999999999999
2018-10-24,-1.8528
2018-10-25,-0.8915
2018-10-26,0.7407
2018-10-29,-0.6828
2018-10-30,-2.7499000000000002
2018-10-31,2.3382
2018-11-01,8.1296
2018-11-02,-1.2285
2018-11-05,-0.7463
2018-11-06,1.2530999999999999
2018-11-07,0.0
2018-11-08,0.3465
2018-11-09,-0.6413
2018-11-12,-0.6951
2018-11-13,-0.2
2018-11-14,-0.2004
2018-11-15,0.502
2018-11-16,2.3976
2018-11-19,-6.3415
2018-11-20,-4.1667
2018-11-21,6.4674
2018-11-23,3.0628
2018-11-26,1.8326
2018-11-27,-1.1673
2018-11-28,8.6122
2018-11-29,-0.6343
2018-11-30,0.2736
2018-12-03,6.9577
2018-12-04,0.8078
2018-12-06,3.3741
2018-12-07,1.9176
2018-12-10,5.2842
2018-12-11,-7.8707
2018-12-12,1.073
2018-12-13,-2.2866
2018-12-14,1.4626000000000001
2018-12-17,-2.3476
2018-12-18,-1.0966
2018-12-19,-2.0469
2018-12-20,-9.8389
2018-12-21,-5.9392
2018-12-24,2.9774000000000003
2018-12-26,7.1286
2018-12-27,-0.9772
2018-12-28,2.5846
2018-12-31,2.4279
2019-01-02,9.6154
2019-01-03,-0.6528
2019-01-04,0.4928
2019-01-07,0.1635
2019-01-08,4.1208
2019-01-09,-2.116
2019-01-10,-0.8006
2019-01-11,0.3632
2019-01-14,-4.423
2019-01-15,0.3786
2019-01-16,2.9757
2019-01-17,-3.1339
2019-01-18,-3.9916
2019-01-22,1.0503
2019-01-23,-6.5829
2019-01-24,0.6027
2019-01-25,0.0
2019-01-28,-4.2857
2019-01-29,-4.8628
2019-01-30,2.4798
2019-01-31,0.0988
2019-02-01,2.7627
2019-02-04,3.4566
2019-02-05,-0.7425
2019-02-06,0.2805
2019-02-07,-2.6573
2019-02-08,2.6341
2019-02-11,2.1465
2019-02-12,8.3143
2019-02-13,1.6449
2019-02-14,-2.7386
2019-02-15,4.1809
2019-02-19,-1.5971
2019-02-20,3.2043
2019-02-21,-2.9032
2019-02-22,0.6645
2019-02-25,11.4686
2019-02-26,7.2909
2019-02-27,2.0007
2019-02-28,-0.3044
2019-03-01,-1.6282
2019-03-04,-1.0
2019-03-05,-2.0202
2019-03-06,-5.4035
2019-03-07,5.6370000000000005
2019-03-08,-6.0832
2019-03-11,3.0682
2019-03-12,-4.4836
2019-03-13,-0.808
2019-03-14,1.8618999999999999
2019-03-15,0.8759
2019-03-18,5.3605
2019-03-19,-2.8305
2019-03-20,1.3274
2019-03-21,3.1659
2019-03-22,-9.1358
2019-03-25,2.0963
2019-03-26,2.8137
2019-03-27,0.7027
2019-03-28,2.6809
2019-03-29,-0.8226
2019-04-01,5.0847
2019-04-02,1.0295
2019-04-03,-1.2227999999999999
2019-04-04,0.6534
2019-04-05,3.6555999999999997
2019-04-08,-2.5709
2019-04-09,-20.2639
2019-04-10,-6.1943
2019-04-11,-0.2714
2019-04-12,1.542
2019-04-15,0.1787
2019-04-16,1.5158
2019-04-17,0.0439
2019-04-18,-2.7217000000000002
2019-04-22,-1.5343
2019-04-23,6.5995
2019-04-24,-5.0731
2019-04-25,1.6303999999999998
2019-04-26,-0.5348
2019-04-29,-0.4928
2019-04-30,-3.1067
2019-05-01,-0.4647
2019-05-02,1.2605
2019-05-03,2.9046
2019-05-06,1.7025000000000001
2019-05-07,-0.7048
2019-05-08,-1.5972
2019-05-09,0.8566
2019-05-10,1.6093
2019-05-13,-2.2437
2019-05-14,1.9352
2019-05-15,-0.574
2019-05-16,-0.7549
2019-05-17,0.2237
2019-05-20,-1.2054
2019-05-21,2.3498
2019-05-22,-3.2671
2019-05-23,-6.5267
2019-05-24,-2.0996
2019-05-28,1.8454000000000002
2019-05-29,0.8815
2019-05-30,-0.9709
2019-05-31,-0.7843
2019-06-03,-2.8162000000000003
2019-06-04,1.3218
2019-06-05,-0.5018
2019-06-06,-1.6137000000000001
2019-06-07,1.4864
2019-06-10,-3.0808
2019-06-11,-2.7096999999999998
2019-06-12,-1.4462
2019-06-13,0.2717
2019-06-14,0.542
2019-06-17,3.1267
2019-06-18,5.1228
2019-06-19,-4.8235
2019-06-20,0.418
2019-06-21,1.9251
2019-06-24,-6.3298
2019-06-25,2.7793
2019-06-26,-2.0679
2019-06-27,4.5479
2019-06-28,1.3465
2019-07-01,-4.2412
2019-07-02,-0.2668
2019-07-03,0.6956
2019-07-05,-3.1881
2019-07-08,1.4819
2019-07-09,10.9248
2019-07-10,-5.3632
2019-07-11,-0.8243
2019-07-12,1.3506
2019-07-15,0.4613
2019-07-16,5.0
2019-07-17,-0.1944
2019-07-18,1.6553
2019-07-19,-0.3831
2019-07-22,6.3942
2019-07-23,-0.3163
2019-07-24,0.9973
2019-07-25,-20.1077
2019-07-26,-0.5056
2019-07-29,3.8961
2019-07-30,1.5760999999999998
2019-07-31,-4.8689
2019-08-01,-1.2936
2019-08-02,-6.1538
2019-08-05,-3.3394
2019-08-06,0.3769
2019-08-07,-1.8773
2019-08-08,0.7015
2019-08-09,0.0633
2019-08-12,-6.7089
2019-08-13,3.46
2019-08-14,1.9672
2019-08-15,1.2862
2019-08-16,6.5397
2019-08-19,4.8272
2019-08-20,-0.5117
2019-08-21,2.5714
2019-08-22,4.2897
2019-08-23,2.0833
2019-08-26,-1.1512
2019-08-27,-1.8528
2019-08-28,2.8047
2019-08-29,1.2591999999999999
2019-08-30,-2.0207
2019-09-03,0.4759
2019-09-04,1.5263
2019-09-05,4.0954
2019-09-06,0.6474
2019-09-09,4.2058
2019-09-10,3.0389
2019-09-11,-2.1659
2019-09-12,-3.5327
2019-09-13,0.5859
2019-09-16,0.3398
2019-09-17,4.3058
2019-09-18,-0.5102
2019-09-19,-4.8951
2019-09-20,2.8430999999999997
2019-09-23,-6.7207
2019-09-24,-5.4165
2019-09-25,4.322
2019-09-26,-3.5215
2019-09-27,-3.0596
2019-09-30,0.2215
2019-10-01,-4.9724
2019-10-02,-1.0465
2019-10-03,0.9988
2019-10-04,-4.712
2019-10-07,-4.823
2019-10-08,-4.2976
2019-10-09,-4.8257
2019-10-10,-0.2817
2019-10-11,-2.1893
2019-10-14,-0.361
2019-10-15,3.5507
2019-10-16,-4.3387
2019-10-17,-2.0483
2019-10-18,-2.7633
2019-10-21,4.8387
2019-10-22,0.6593
2019-10-23,-4.0029
2019-10-24,1.8195999999999999
2019-10-25,-1.4892
2019-10-28,-3.099
2019-10-29,1.17
2019-10-30,-1.0023
2019-10-31,2.2586
2019-11-01,-3.0465
2019-11-04,-1.0212
2019-11-05,-1.746
2019-11-06,-4.8465
2019-11-07,0.9338
2019-11-08,-3.7006
2019-11-11,-0.262
2019-11-12,0.4378
2019-11-13,5.4054
2019-11-14,10.2564
2019-11-15,0.9002
2019-11-18,1.6357
2019-11-19,3.5113
2019-11-20,1.9081000000000001
2019-11-21,-0.4854
2019-11-22,4.0418
2019-11-25,0.9712
2019-11-26,1.1609
2019-11-27,1.9672
2019-11-29,2.8939
2019-12-02,7.125
2019-12-03,6.8845
2019-12-04,-1.9651
2019-12-05,-1.0579
2019-12-06,2.251
2019-12-09,-3.3021
2019-12-10,5.6915
2019-12-11,7.2698
2019-12-12,1.1546
2019-12-13,2.7792
2019-12-16,5.9392
2019-12-17,-0.866
2019-12-18,-4.5747
2019-12-19,2.915
2019-12-20,0.2809
2019-12-23,2.7544
2019-12-24,0.8178
2019-12-26,-1.5322
2019-12-27,-1.1899
2019-12-30,-3.7054
2019-12-31,-0.4329
2020-01-02,-0.8213
2020-01-03,-8.9625
2020-01-06,-1.4981
2020-01-07,-0.3259
2020-01-08,-2.0708
2020-01-09,-0.7791
2020-01-10,0.2243
2020-01-13,-2.9659
2020-01-14,-0.5767
2020-01-15,0.8701
2020-01-16,1.2651
2020-01-17,-1.5332
2020-01-21,-4.9596
2020-01-22,-1.8811
2020-01-23,1.8862
2020-01-24,-4.6434
2020-01-27,-1.2731
2020-01-28,-0.7092
2020-01-29,-0.5195
2020-01-30,4.3734
2020-01-31,-2.1263
2020-02-03,7.0927
2020-02-04,4.3556
2020-02-05,2.5157
2020-02-06,-2.5655
2020-02-07,-0.5152
2020-02-10,5.9839
2020-02-11,2.6602
2020-02-12,2.5911999999999997
2020-02-13,-4.7423
2020-02-14,1.9481000000000002
2020-02-18,-0.5839
2020-02-19,0.2136
2020-02-20,-5.008
2020-02-21,-0.8693
2020-02-24,-3.3663
2020-02-25,-7.377
2020-02-26,1.5171000000000001
2020-02-27,-3.4247
2020-02-28,3.1593
2020-03-02,6.25
2020-03-03,16.5294
2020-03-04,11.2569
2020-03-05,-1.3158
2020-03-06,-4.4597999999999995
2020-03-09,-10.3465
2020-03-10,0.2684
2020-03-11,-4.1221
2020-03-12,-21.4964
2020-03-13,5.9033
2020-03-16,-16.051
2020-03-17,5.76
2020-03-18,-5.1437
2020-03-19,11.0845
2020-03-20,-1.5074999999999998
2020-03-23,10.6414
2020-03-24,4.2161
2020-03-25,0.5689
2020-03-26,6.7882
2020-03-27,-17.5397
2020-03-30,15.2034
2020-03-31,-3.7175000000000002
2020-04-01,-5.4054
2020-04-02,10.4082
2020-04-03,2.5262000000000002
2020-04-06,4.0865
2020-04-07,-5.1386
2020-04-08,8.2167
2020-04-09,5.0619
2020-04-13,-3.4261
2020-04-14,7.2062
2020-04-15,-27.7663
2020-04-16,1.7894999999999999
2020-04-17,-5.6259
2020-04-20,-1.6393
2020-04-21,-2.6515
2020-04-22,2.7237
2020-04-23,-2.4242
2020-04-24,2.4845
2020-04-27,-0.3788
2020-04-28,-4.0304
2020-04-29,4.3582
2020-04-30,-8.3523
2020-05-01,6.8766
2020-05-04,-1.4341
2020-05-05,-0.4326
2020-05-06,0.4739
2020-05-07,-2.5943
2020-05-08,2.4213
2020-05-11,6.3042
2020-05-12,1.2602
2020-05-13,-2.1962
2020-05-14,-3.8174
2020-05-15,4.358
2020-05-18,-0.4474
2020-05-19,-0.2247
2020-05-20,14.9399
2020-05-21,1.8289
2020-05-22,0.5131
2020-05-26,3.4779999999999998
2020-05-27,-8.7265
2020-05-28,0.1351
2020-05-29,-3.9135999999999997
2020-06-01,5.7584
2020-06-02,5.7769
2020-06-03,-0.0628
2020-06-04,-0.7538
2020-06-05,-0.3165
2020-06-08,5.2698
2020-06-09,-1.2063
2020-06-10,-0.3663
2020-06-11,-10.4779
2020-06-12,1.6427
2020-06-15,2.8956
2020-06-16,1.4398
2020-06-17,0.5161
2020-06-18,1.2837
2020-06-19,-2.4081
2020-06-22,0.6494
2020-06-23,1.2258
2020-06-24,-0.7011
2020-06-25,4.6213
2020-06-26,-4.4785
2020-06-29,-3.5967000000000002
2020-06-30,1.1992
2020-07-01,0.395
2020-07-02,0.5902
2020-07-06,0.1304
2020-07-07,8.0078
2020-07-08,-6.088
2020-07-09,-0.3209
2020-07-10,-4.3786
2020-07-13,-5.1852
2020-07-14,-0.9943
2020-07-15,2.439
2020-07-16,3.9916
2020-07-17,2.6263
2020-07-20,8.0709
2020-07-21,0.0607
2020-07-22,-2.6699
2020-07-23,-4.6135
2020-07-24,-3.4641
2020-07-27,1.7603
2020-07-28,1.2641
2020-07-29,-8.8042
2020-07-30,0.4323
2020-07-31,-5.6671
