ticker,OGSM US Equity
2009-08-14,0.0
2009-08-20,3.3333
2009-08-24,-29.0323
2009-08-27,27.2727
2009-09-03,78.5714
2009-09-08,-48.0
2009-09-09,84.6154
2009-09-11,0.0
2009-09-16,0.0
2009-09-17,20.8333
2009-09-22,3.4483
2009-09-23,13.3333
2009-09-24,-5.8824
2009-09-25,-6.25
2009-09-29,-6.6667
2009-10-01,7.1429
2009-10-02,0.0
2009-10-05,-26.6667
2009-10-08,18.1818
2009-10-09,-3.8462
2009-10-13,4.0
2009-10-14,0.0
2009-10-15,-3.8462
2009-10-20,-20.0
2009-10-21,20.0
2009-10-22,25.0
2009-10-23,0.0
2009-10-26,-20.0
2009-10-28,4.1667
2009-10-29,-20.0
2009-10-30,-5.0
2009-11-04,21.0526
2009-11-05,0.0
2009-11-06,-13.0435
2009-11-13,10.0
2009-11-16,-9.1477
2009-11-17,10.0688
2009-11-20,-45.4545
2009-11-23,16.6667
2009-11-24,78.5714
2009-11-25,-8.0
2009-11-27,-13.0435
2009-11-30,15.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,-13.0435
2009-12-04,14.9375
2009-12-08,-21.6966
2009-12-10,-8.3333
2009-12-11,27.2727
2009-12-16,-42.8571
2009-12-18,50.0
2009-12-23,-5.5556
2009-12-24,0.0
2009-12-28,-11.7647
2009-12-29,6.6667
2009-12-31,12.5
2010-01-04,0.0
2010-01-05,-27.7778
2010-01-06,-15.3846
2010-01-07,4.5455
2010-01-11,43.4783
2010-01-13,-24.2424
2010-01-15,2.4
2010-01-19,-5.4688
2010-01-20,7.438
2010-01-25,7.6923
2010-01-27,-14.2857
2010-01-28,-7.5
2010-02-02,8.1081
2010-02-03,8.3333
2010-02-04,0.0
2010-02-10,26.9231
2010-02-16,-39.3939
2010-02-23,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,-28.0
2010-03-04,-2.7778
2010-03-09,0.0
2010-03-12,71.4286
2010-03-16,0.0
2010-03-19,0.0
2010-03-25,-24.1667
2010-04-06,-1.0989
2010-04-07,-11.1111
2010-04-19,25.0
2010-04-26,0.0
2010-04-27,-10.0
2010-04-28,-22.2222
2010-04-30,-50.0
2010-05-03,157.1429
2010-05-04,-11.1111
2010-05-10,25.0
2010-05-14,-10.0
2010-05-18,-38.8889
2010-05-19,27.2727
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,42.8571
2010-05-25,0.0
2010-05-26,0.0
2010-06-02,-10.0
2010-06-03,-16.6667
2010-06-07,6.6667
2010-06-21,-37.5
2010-06-22,18.0
2010-06-24,-15.2542
2010-06-25,0.0
2010-06-28,40.0
2010-06-29,0.0
2010-06-30,14.2857
2010-07-01,6.25
2010-07-02,14.7059
2010-07-06,2.5641
2010-07-07,-2.5
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,-33.3333
2010-07-16,38.4615
2010-07-19,-16.6667
2010-07-23,0.0
2010-07-26,13.3333
2010-07-27,17.647100000000002
2010-07-28,-2.5
2010-07-29,-2.5641
2010-07-30,-5.2632
2010-08-03,-5.5556
2010-08-06,17.647100000000002
2010-08-11,0.0
2010-08-12,5.0
2010-08-16,42.8571
2010-08-18,0.0
2010-08-19,-20.0
2010-08-23,16.6667
2010-08-24,-28.5714
2010-08-30,30.0
2010-09-02,-7.6923
2010-09-03,-16.6667
2010-09-16,-30.0
2010-09-22,0.0
2010-09-28,28.5714
2010-09-29,22.2222
2010-09-30,-9.0909
2010-10-05,10.0
2010-10-07,18.1818
2010-10-18,-23.0769
2010-10-19,0.0
2010-10-20,10.0
2010-11-12,-31.8182
2010-11-22,3.3333
2010-12-13,3.2258
2010-12-15,0.0
2010-12-22,-25.0
2011-01-06,66.6667
2011-01-12,0.0
2011-01-25,50.0
2011-02-10,-20.0
2011-02-11,50.0
2011-02-14,-38.8889
2011-03-31,18.1818
2011-04-13,-57.6923
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-13,-9.0909
2011-05-17,0.0
2011-05-25,0.0
2011-06-14,-40.0
2011-06-15,200.0
2011-07-06,-33.3333
2011-07-13,-16.6667
2011-07-20,0.0
2011-07-22,100.0
2011-07-26,-30.0
2011-07-28,42.8571
2011-07-29,-25.0
2011-08-01,0.0
2011-08-02,0.0
2011-08-05,6.6667
2011-08-15,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-09-07,-6.25
2011-09-16,-20.0
2011-09-27,-16.6667
2011-09-28,-20.0
2011-10-06,75.0
2011-10-17,14.2857
2011-11-02,-12.5
2011-11-23,-28.5714
2011-11-30,60.0
2011-12-06,-50.0
2011-12-09,25.0
2011-12-14,0.0
2011-12-23,0.0
2011-12-28,-40.0
2011-12-30,66.6667
2012-01-03,-20.0
2012-01-06,0.0
2012-01-19,0.0
2012-02-24,25.0
2012-03-08,100.0
2012-03-09,-40.0
2012-03-16,0.0
2012-03-19,0.0
2012-03-23,0.0
2012-03-30,0.0
2012-04-03,-33.3333
2012-04-05,25.0
2012-04-13,100.0
2012-04-17,0.0
2012-05-08,-69.0
2012-05-21,-3.2258
2012-05-30,233.3333
2012-06-01,0.0
2012-06-05,0.0
2012-06-12,-40.0
2012-06-19,-16.6667
2012-06-22,0.0
2012-06-28,0.0
2012-07-03,50.0
2012-08-07,-26.6667
2012-09-07,-7.2727
2012-09-17,-1.9607999999999999
2012-11-01,-30.0
2012-11-07,-14.2857
2012-11-14,16.6667
2012-11-28,0.0
2012-12-04,-14.2857
2012-12-10,0.0
2012-12-11,0.0
2013-01-09,66.6667
2013-01-10,-20.0
2013-01-14,0.0
2013-02-08,0.0
2013-02-28,-50.0
2013-03-07,0.0
2013-03-12,0.0
2013-04-11,50.0
2013-04-12,0.0
2013-04-15,-50.0
2013-04-29,0.0
2013-06-10,0.0
2013-06-26,100.0
2013-06-27,66.6667
2013-07-10,0.0
2013-09-11,40.0
2013-10-02,-42.8571
2013-10-04,0.0
2013-10-22,25.0
2013-11-06,60.0
2013-11-08,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-22,-50.0
2013-12-09,25.0
2013-12-16,-20.0
2013-12-18,0.0
2013-12-26,0.0
2013-12-27,-50.0
2014-01-03,0.0
2014-01-06,0.0
2014-01-09,50.0
2014-01-13,133.3333
2014-01-14,-28.5714
2014-01-15,-60.0
2014-02-12,50.0
2014-02-24,66.6667
2014-04-28,-40.0
2014-05-01,0.0
2014-05-30,66.6667
2014-06-10,0.0
2014-06-11,100.0
2014-06-12,-30.0
2014-06-13,0.0
2014-06-17,-28.5714
2014-06-19,40.0
2014-06-25,0.0
2014-06-26,-28.5714
2014-06-30,40.0
2014-07-02,-28.5714
2014-07-09,100.0
2014-07-10,-40.0
2014-07-11,16.6667
2014-07-14,0.0
2014-07-22,-28.5714
2014-07-30,50.0
2014-08-06,-33.3333
2014-08-11,-20.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-18,-25.0
2014-08-20,0.0
2014-08-21,33.3333
2014-08-25,-25.0
2014-08-27,33.3333
2014-09-02,-25.0
2014-09-03,0.0
2014-09-09,33.3333
2014-09-22,0.0
2014-09-23,0.0
2014-09-25,-12.5
2014-09-26,14.2857
2014-10-16,0.0
2014-10-17,-25.0
2014-11-21,-26.6667
2014-12-11,81.8182
2014-12-18,-35.0
2014-12-26,53.8462
2014-12-29,-30.0
2015-01-22,42.8571
2015-01-23,12.5
2015-01-28,0.0
2015-01-29,11.1111
2015-01-30,0.0
2015-02-12,40.0
2015-02-17,-71.4286
2015-02-26,250.0
2015-02-27,0.0
2015-03-04,-0.1786
2015-03-16,-42.7549
2015-03-26,50.0
2015-04-01,-33.3333
2015-04-13,25.0
2015-04-14,0.0
2015-04-22,-60.0
2015-05-04,100.0
2015-05-05,25.0
2015-05-07,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,-20.0
2015-05-26,25.0
2015-06-02,-20.0
2015-06-03,50.0
2015-06-04,0.0
2015-06-09,-3.3333
2015-06-18,3.4483
2015-07-01,-33.3333
2015-07-22,50.0
2015-07-24,0.0
2015-07-27,16.6667
2015-08-13,-14.2857
2015-08-14,0.0
2015-08-20,33.3333
2015-08-25,-31.25
2015-08-28,1.8182
2015-09-01,-1.7856999999999998
2015-09-02,0.0
2015-09-04,9.0909
2015-11-13,-50.0
2015-11-18,66.6667
2015-11-24,0.0
2015-12-21,0.0
2015-12-22,-20.0
2015-12-29,-12.5
2015-12-30,14.2857
2016-01-12,-2.5
2016-01-21,-23.0769
2016-01-25,0.0
2016-02-22,33.3333
2016-03-04,0.0
2016-03-16,25.0
2016-03-18,0.0
2016-03-23,0.0
2016-03-28,-20.0
2016-04-07,25.0
2016-04-19,-92.0
2016-04-20,1650.0
2016-04-26,-28.5714
2016-05-03,-20.0
2016-05-19,-25.0
2016-05-24,0.0
2016-05-26,-33.3333
2016-06-23,50.0
2016-06-30,46.25
2016-07-01,-8.8319
2016-07-05,0.0
2016-07-06,25.0
2016-07-07,0.0
2016-07-12,20.0
2016-07-13,8.3333
2016-07-14,0.0
2016-07-19,-7.6923
2016-07-21,16.6667
2016-07-27,-14.2857
2016-07-28,-8.3333
2016-08-02,9.0909
2016-08-19,-33.3333
2016-08-23,0.0
2016-08-24,50.0
2016-08-25,25.0
2016-08-26,-6.6667
2016-08-29,42.8571
2016-08-30,0.0
2016-09-01,50.0
2016-09-02,-13.3333
2016-09-08,0.0
2016-09-14,-15.3846
2016-09-15,36.3636
2016-09-19,33.3333
2016-09-20,-15.0
2016-09-21,17.647100000000002
2016-09-22,25.0
2016-09-23,40.0
2016-09-26,-11.4286
2016-09-27,0.0
2016-09-28,-6.4516
2016-09-29,-91.3793
2016-09-30,900.0
2016-10-06,8.0
2016-10-07,-4.4444
2016-10-11,20.9302
2016-10-12,12.1795
2016-10-13,5.7143
2016-10-14,-2.7027
2016-10-17,13.0556
2016-10-18,5.6511
2016-10-19,5.2035
2016-10-20,-20.42
2016-10-26,-29.4444
2016-10-27,-1.5748
2016-10-28,-20.0
2016-11-02,-20.0
2016-11-03,-6.25
2016-11-08,0.0
2016-11-15,-16.6667
2016-11-21,-16.0
2016-12-02,-25.0595
2016-12-09,90.6275
2016-12-13,-71.3333
2016-12-16,0.0
2017-01-05,0.0
2017-01-19,16.2791
2017-01-20,0.0
2017-02-27,-20.0
2017-02-28,-12.5
2017-03-06,42.8571
2017-03-07,-20.0
2017-03-10,25.0
2017-03-13,40.0
2017-03-15,14.2857
2017-03-16,-12.5
2017-03-17,42.8571
2017-03-27,42.1875
2017-03-28,-1.5385
2017-04-03,7.1429
2017-04-11,-53.3333
2017-04-20,185.7143
2017-04-21,-40.0
2017-04-24,-8.3333
2017-04-25,0.0
2017-04-26,54.5455
2017-05-01,0.0
2017-05-09,-11.7647
2017-05-10,6.6667
2017-05-11,56.25
2017-05-12,0.0
2017-05-15,0.0
2017-05-16,-32.0
2017-05-22,-11.7647
2017-05-26,0.0
2017-06-01,0.0
2017-06-08,-13.3333
2017-06-19,-49.2308
2017-06-20,13.6364
2017-06-22,-13.3333
2017-06-23,0.0
2017-06-26,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-11,0.0
2017-07-14,-4.6154
2017-07-17,4.3548
2017-08-14,-7.2643
2017-08-15,-16.6667
2017-08-18,0.0
2017-08-21,0.0
2017-09-01,4.6
2017-09-07,33.8432
2017-09-08,14.2857
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,-15.625
2017-09-27,18.5185
2017-10-20,-50.0
2017-10-23,25.0
2017-10-24,0.0
2017-11-03,-20.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-22,25.0
2017-12-15,-80.0
2017-12-21,400.0
2018-01-03,-10.0
2018-01-16,123.3333
2018-01-17,59.204
2018-01-18,0.0
2018-01-19,-21.875
2018-01-22,4.0
2018-01-23,3.8462
2018-01-24,-14.8148
2018-01-29,65.2174
2018-01-30,5.2632
2018-01-31,-30.0
2018-02-01,0.0
2018-02-09,-10.7143
2018-02-12,12.0
2018-02-14,-7.1429
2018-02-15,5.7692
2018-02-16,-9.0909
2018-02-20,0.0
2018-02-26,-20.0
2018-02-27,-20.0
2018-03-14,131.25
2018-03-15,-10.8108
2018-05-08,-57.5758
2018-05-29,61.4286
2018-06-08,-11.5044
2018-06-13,49.0
2018-06-25,-32.8859
2018-06-26,-20.0
2018-06-27,-25.0
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,8.3333
2018-07-06,-7.6923
2018-07-11,150.0
2018-07-13,-6.6667
2018-07-16,7.1429
2018-07-17,0.0
2018-07-24,-26.6667
2018-07-25,0.0
2018-07-26,-27.2727
2018-08-07,-11.25
2018-08-13,3.8028
2018-08-15,35.6852
2018-08-16,-8.75
2018-08-17,9.589
2018-08-20,1.0
2018-08-21,8.9109
2018-08-23,-8.1818
2018-08-24,0.0
2018-08-27,-0.9901
2018-08-29,-30.0
2018-09-12,28.5714
2018-09-24,-22.2222
2018-09-26,42.8571
2018-10-01,-28.5
2018-10-04,37.7622
2018-10-11,-28.934
2018-10-19,28.5714
2018-10-29,-26.3889
2018-10-30,-1.8868
2018-10-31,7.6923
2018-11-02,2.1429
2018-11-05,5.9441
2018-11-08,-0.9901
2018-11-12,-6.3333
2018-11-14,-0.3559
2018-11-16,40.7143
2018-12-21,-38.0711
2019-01-15,0.0
2019-01-17,0.0
2019-01-25,63.9344
2019-01-29,-46.575
2019-02-01,-4.5391
2019-02-05,0.0
2019-02-25,-21.5686
2019-04-24,-45.0
2019-04-26,0.4545
2019-05-09,0.0
2019-05-15,85.5204
2019-05-17,9.7561
2019-06-21,42.2222
2019-07-29,37.5
2019-07-31,-35.6818
2019-08-07,-1.0601
2019-08-08,-0.5357
2019-08-15,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-09-11,0.0
2019-10-02,-19.0305
2019-10-03,-11.3082
2019-10-09,23.5
2019-11-04,-35.83
2019-11-27,55.836
2019-12-13,1.2146
2020-01-06,0.0
2020-01-31,-75.0
2020-02-13,154.4
2020-02-18,84.2767
2020-03-02,-18.0887
2020-03-16,-17.9167
2020-03-25,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,-41.6244
2020-04-09,152.1739
2020-04-13,0.0
2020-04-15,0.0
2020-04-16,-17.2414
2020-04-22,0.0
2020-04-23,-26.0417
2020-04-24,3.0986
2020-04-27,91.2568
2020-04-28,-21.4286
2020-04-29,-3.6364
2020-04-30,65.0943
2020-05-04,-32.6857
2020-05-06,-30.3905
2020-05-13,4.878
2020-05-21,12.2674
2020-05-29,-10.7198
2020-06-04,-11.8329
2020-06-05,-26.3158
2020-06-15,0.0
2020-06-30,0.0
2020-07-06,0.0
