ticker,CLEV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-30,83.3333
2010-07-15,-53.6364
2010-07-16,-29.4118
2010-07-23,-44.4444
2010-08-17,25.0
2010-08-18,-20.0
2010-09-23,0.0
2010-10-19,15.0
2010-11-02,8.6957
2010-11-04,20.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-19,0.0
2010-11-22,0.0
2010-11-29,-13.3333
2010-12-01,-3.8462
2010-12-16,4.0
2010-12-17,7.6923
2010-12-21,0.0
2011-01-31,-28.5714
2011-03-15,25.0
2011-03-25,-8.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,21.7391
2011-04-04,0.0
2011-04-05,7.1429
2011-04-07,6.6667
2011-04-08,3.125
2011-04-11,-6.0606
2011-04-13,25.8065
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-15.3846
2011-04-27,-12.1212
2011-04-29,0.0
2011-05-02,34.4828
2011-05-11,10.2564
2011-05-16,-37.2093
2011-05-27,22.2222
2011-05-31,30.303
2011-06-08,-44.186
2011-06-13,0.0
2011-06-14,8.3333
2011-07-01,-38.4615
2011-07-07,0.0
2011-07-22,12.5
2011-08-08,0.0
2011-08-11,44.4444
2011-08-12,-7.6923
2011-08-16,-33.3333
2011-08-22,-6.25
2011-08-24,0.0
2011-09-06,-20.0
2011-09-08,0.0
2011-09-12,0.0
2011-09-16,-16.6667
2011-09-19,-30.0
2011-09-27,0.0
2011-10-03,0.0
2011-10-13,0.0
2011-10-31,28.5714
2011-11-29,-11.1111
2011-12-06,-11.25
2012-03-05,97.1831
2012-03-09,0.0
2012-03-13,71.4286
2012-03-19,-45.8333
2012-04-17,7.6923
2012-05-01,0.0
2012-05-03,7.1429
2012-05-21,0.0
2012-06-01,0.0
2012-09-04,-13.3333
2012-12-18,0.0
2013-02-20,0.0
2013-02-22,15.3846
2013-06-20,6.6667
2013-07-15,50.0
2013-07-23,-41.6667
2013-08-02,-14.2857
2013-08-15,50.0
2013-08-22,-0.0694
2013-09-30,-5.4899000000000004
2013-10-01,-5.8824
2013-10-22,0.0
2013-10-25,0.0
2013-10-30,-25.0
2013-12-02,33.3333
2013-12-09,0.0
2013-12-30,-6.25
2014-01-09,-20.0
2014-01-24,25.0
2014-04-11,-20.0
2014-07-09,0.0
2014-10-22,0.0
2015-02-13,0.0
2015-04-09,0.0
2015-04-30,4.1667
2015-05-06,44.0
2015-05-28,11.1111
2015-05-29,0.0
2015-06-01,40.0
2015-06-03,3.5714
2015-06-30,-15.5172
