ticker,EYEN US Equity
2018-06-21,-0.2484
2018-06-22,-0.8717
2018-06-25,-12.0603
2018-06-26,0.1429
2018-06-27,-10.8417
2018-06-28,0.32
2018-06-29,0.4785
2018-07-02,0.0
2018-07-03,-0.1587
2018-07-05,-6.8362
2018-07-06,3.2423
2018-07-09,15.9702
2018-07-10,2.9047
2018-07-11,-0.1385
2018-07-12,-8.4605
2018-07-13,-2.5
2018-07-16,9.0909
2018-07-17,-3.8462
2018-07-18,2.8148
2018-07-19,-5.0432
2018-07-20,-1.3657
2018-07-23,-1.5385
2018-07-24,-3.125
2018-07-25,-3.2258
2018-07-26,-0.1867
2018-07-27,-0.3974
2018-07-30,0.5868
2018-07-31,-4.1667
2018-08-01,0.3478
2018-08-02,1.3865
2018-08-03,-0.8547
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,-1.7241
2018-08-09,0.0
2018-08-10,-2.807
2018-08-13,2.3466
2018-08-14,-1.4109
2018-08-15,-1.7889
2018-08-16,0.0
2018-08-17,-4.0073
2018-08-20,4.3643
2018-08-21,-2.1818
2018-08-22,2.2305
2018-08-23,-1.0909
2018-08-24,1.1029
2018-08-27,-5.4545
2018-08-28,5.5769
2018-08-29,-7.8324
2018-08-30,1.7787
2018-08-31,-0.9709
2018-09-04,-1.9607999999999999
2018-09-05,3.8
2018-09-06,3.8536
2018-09-07,-7.6067
2018-09-10,5.2209
2018-09-11,-7.4427
2018-09-12,0.4124
2018-09-13,3.4908
2018-09-14,-4.7619
2018-09-17,-5.4167
2018-09-18,1.1013
2018-09-19,0.4357
2018-09-20,1.9523000000000001
2018-09-21,-5.3191
2018-09-24,-8.3146
2018-09-25,3.6765
2018-09-26,-2.8369
2018-09-27,-1.4599
2018-09-28,-0.7407
2018-10-01,-0.4975
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,-2.625
2018-10-05,0.1284
2018-10-08,1.7949000000000002
2018-10-09,0.2519
2018-10-10,-5.7789
2018-10-11,2.6667
2018-10-12,7.2727
2018-10-15,-7.9902999999999995
2018-10-16,-0.8211
2018-10-17,5.6039
2018-10-18,-4.5226
2018-10-19,-0.5263
2018-10-22,1.5873
2018-10-23,1.8229
2018-10-24,-8.6957
2018-10-25,13.4454
2018-10-26,-6.9136
2018-10-29,4.244
2018-10-30,-5.598
2018-10-31,3.504
2018-11-01,-3.6458
2018-11-02,5.9459
2018-11-05,-2.2959
2018-11-06,4.1775
2018-11-07,-1.3158
2018-11-08,1.5873
2018-11-09,-1.0875
2018-11-12,-21.1424
2018-11-13,-15.3846
2018-11-14,17.0455
2018-11-15,3.2362
2018-11-16,-4.3887
2018-11-19,1.6393
2018-11-20,-7.7419
2018-11-21,-6.993
2018-11-23,-2.2556
2018-11-26,10.7692
2018-11-27,11.1111
2018-11-28,3.125
2018-11-29,8.1818
2018-11-30,0.0
2018-12-03,18.7675
2018-12-04,-5.1887
2018-12-06,-0.4975
2018-12-07,-1.25
2018-12-10,1.2658
2018-12-11,-5.25
2018-12-12,-1.3193
2018-12-13,-4.5455
2018-12-14,-4.7619
2018-12-17,-8.8235
2018-12-18,-6.129
2018-12-19,-2.0619
2018-12-20,-8.0702
2018-12-21,4.1985
2018-12-24,-1.0989
2018-12-26,0.0
2018-12-27,1.1111
2018-12-28,-4.7619
2018-12-31,9.6154
2019-01-02,5.2632
2019-01-03,-1.6667
2019-01-04,-0.8305
2019-01-07,0.8375
2019-01-08,-3.3898
2019-01-09,3.5088
2019-01-10,-2.3729
2019-01-11,-4.1667
2019-01-14,-0.7246
2019-01-15,-0.7299
2019-01-16,4.0441
2019-01-17,-0.7067
2019-01-18,-1.0676
2019-01-22,4.6763
2019-01-23,1.3746
2019-01-24,-4.0678
2019-01-25,0.7067
2019-01-28,-5.614
2019-01-29,-2.2305
2019-01-30,25.0951
2019-01-31,6.383
2019-02-01,-5.7143
2019-02-04,18.1818
2019-02-05,7.1795
2019-02-06,13.6364
2019-02-07,3.5789
2019-02-08,28.0488
2019-02-11,-4.6032
2019-02-12,-14.975
2019-02-13,3.9139
2019-02-14,-5.0847
2019-02-15,-6.1508
2019-02-19,-10.9937
2019-02-20,15.4394
2019-02-21,-3.9095
2019-02-22,1.9272
2019-02-25,5.042
2019-02-26,7.0
2019-02-27,-3.1776
2019-02-28,-1.3514
2019-03-01,0.3914
2019-03-04,-0.5848
2019-03-05,1.9607999999999999
2019-03-06,-5.9615
2019-03-07,0.818
2019-03-08,4.0568
2019-03-11,3.3138
2019-03-12,-1.3208
2019-03-13,-0.7648
2019-03-14,5.7803
2019-03-15,4.0073
2019-03-18,-1.0508
2019-03-19,-2.6549
2019-03-20,0.7273
2019-03-21,-0.9025
2019-03-22,-3.4608
2019-03-25,0.9434
2019-03-26,-0.9346
2019-03-27,0.9434
2019-03-28,8.0374
2019-03-29,3.6332
2019-04-01,0.0
2019-04-02,-5.5092
2019-04-03,5.1237
2019-04-04,-0.5042
2019-04-05,0.8446
2019-04-08,0.1675
2019-04-09,-0.6689
2019-04-10,6.9024
2019-04-11,0.9449
2019-04-12,1.7161
2019-04-15,5.3681
2019-04-16,-6.5502
2019-04-17,-1.0903
2019-04-18,2.6772
2019-04-22,-1.3804
2019-04-23,-2.9549
2019-04-24,4.4872
2019-04-25,-1.8405
2019-04-26,3.75
2019-04-29,-5.8735
2019-04-30,-10.24
2019-05-01,5.3476
2019-05-02,1.5228000000000002
2019-05-03,-2.1667
2019-05-06,2.2147
2019-05-07,2.5
2019-05-08,-1.9512
2019-05-09,-2.9851
2019-05-10,3.2479
2019-05-13,-2.4834
2019-05-14,-15.1104
2019-05-15,2.2
2019-05-16,0.6967
2019-05-17,0.6685
2019-05-20,-5.4054
2019-05-21,4.4898
2019-05-22,0.7813
2019-05-23,-1.3566
2019-05-24,1.7682
2019-05-28,-2.8958
2019-05-29,-0.5964
2019-05-30,-3.6
2019-05-31,5.3942
2019-06-03,-1.5748
2019-06-04,1.0
2019-06-05,1.3860999999999999
2019-06-06,0.7813
2019-06-07,-0.969
2019-06-10,0.3914
2019-06-11,-4.4834
2019-06-12,-2.8571
2019-06-13,2.521
2019-06-14,2.459
2019-06-17,-1.6
2019-06-18,-3.0366
2019-06-19,-1.8991
2019-06-20,-2.1368
2019-06-21,-4.5852
2019-06-24,-1.1442
2019-06-25,0.0
2019-06-26,-5.5556
2019-06-27,1.7157
2019-06-28,3.6145
2019-07-01,0.0
2019-07-02,-0.4651
2019-07-03,0.0
2019-07-05,-4.9065
2019-07-08,-9.0909
2019-07-09,-2.7027
2019-07-10,-14.1667
2019-07-11,-17.4757
2019-07-12,11.7647
2019-07-15,4.5614
2019-07-16,10.7383
2019-07-17,1.5152
2019-07-18,-5.0746
2019-07-19,0.3145
2019-07-22,5.3292
2019-07-23,-3.2738
2019-07-24,-0.9231
2019-07-25,-3.7267
2019-07-26,0.9677
2019-07-29,5.1118
2019-07-30,0.9119
2019-07-31,-3.9157
2019-08-01,0.627
2019-08-02,2.1807
2019-08-05,-2.439
2019-08-06,0.625
2019-08-07,0.9317
2019-08-08,0.0
2019-08-09,2.7692
2019-08-12,-0.8982
2019-08-13,0.9063
2019-08-14,0.0
2019-08-15,-0.5988
2019-08-16,-6.3253
2019-08-19,8.3601
2019-08-20,-3.5608
2019-08-21,-0.9231
2019-08-22,-0.6211
2019-08-23,-1.5625
2019-08-26,-0.6349
2019-08-27,4.7923
2019-08-28,-2.439
2019-08-29,0.625
2019-08-30,-0.3106
2019-09-03,0.3115
2019-09-04,-0.3106
2019-09-05,1.2461
2019-09-06,4.9231
2019-09-09,22.2874
2019-09-10,-0.0144
2019-09-11,0.0144
2019-09-12,1.9184999999999999
2019-09-13,-1.6471
2019-09-16,1.6745999999999999
2019-09-17,5.4118
2019-09-18,9.5982
2019-09-19,-1.6293
2019-09-20,-8.2816
2019-09-23,0.9029
2019-09-24,-1.7896999999999998
2019-09-25,3.6446
2019-09-26,-3.956
2019-09-27,-8.4668
2019-09-30,-7.5
2019-10-01,-6.4865
2019-10-02,-3.1792
2019-10-03,-1.4925
2019-10-04,11.2121
2019-10-07,-0.545
2019-10-08,0.274
2019-10-09,-2.459
2019-10-10,-3.0812
2019-10-11,-4.0462
2019-10-14,-0.9036
2019-10-15,-1.8237
2019-10-16,-4.9536
2019-10-17,3.2573
2019-10-18,-4.4164
2019-10-21,-1.9802
2019-10-22,-5.3872
2019-10-23,2.4911
2019-10-24,1.3889
2019-10-25,12.3288
2019-10-28,-2.439
2019-10-29,-5.625
2019-10-30,-7.3179
2019-10-31,-0.3215
2019-11-01,5.7348
2019-11-04,-2.3729
2019-11-05,-2.4306
2019-11-06,7.1174
2019-11-07,0.6645
2019-11-08,-5.6106
2019-11-11,0.6993
2019-11-12,-7.2917
2019-11-13,5.236
2019-11-14,-0.3488
2019-11-15,1.0714
2019-11-18,-2.8269
2019-11-19,9.0909
2019-11-20,7.3333
2019-11-21,4.9689
2019-11-22,7.3964
2019-11-25,5.5096
2019-11-26,-6.5274
2019-11-27,14.5251
2019-11-29,4.6341
2019-12-02,-6.0606
2019-12-03,-10.9181
2019-12-04,-1.3928
2019-12-05,4.8023
2019-12-06,-4.3126999999999995
2019-12-09,0.0
2019-12-10,-3.0986
2019-12-11,-0.5814
2019-12-12,-2.3392
2019-12-13,-1.1976
2019-12-16,-1.8182
2019-12-17,2.1605
2019-12-18,0.0
2019-12-19,12.3867
2019-12-20,3.7634
2019-12-23,-2.8497
2019-12-24,-1.6
2019-12-26,6.7751
2019-12-27,-3.0457
2019-12-30,3.9267
2019-12-31,12.8463
2020-01-02,-3.5714
2020-01-03,-4.1667
2020-01-06,-4.3478
2020-01-07,3.7879
2020-01-08,2.9196999999999997
2020-01-09,0.9456
2020-01-10,1.4052
2020-01-13,3.9261
2020-01-14,5.3333
2020-01-15,0.211
2020-01-16,3.5789
2020-01-17,-3.8618
2020-01-21,-2.537
2020-01-22,-0.6508
2020-01-23,-0.8734
2020-01-24,-7.2687
2020-01-27,-1.4252
2020-01-28,6.0241
2020-01-29,1.1364
2020-01-30,4.2697
2020-01-31,0.8621
2020-02-03,-3.8462
2020-02-04,-2.9156
2020-02-05,-0.8881
2020-02-06,3.9261
2020-02-07,-3.3333
2020-02-10,1.6092
2020-02-11,0.6787
2020-02-12,-0.8989
2020-02-13,0.6803
2020-02-14,-2.7027
2020-02-18,-1.1574
2020-02-19,3.5129
2020-02-20,0.4525
2020-02-21,-2.2568
2020-02-24,-2.0692
2020-02-25,-1.8824
2020-02-26,-5.7554
2020-02-27,-4.0712
2020-02-28,3.4483
2020-03-02,-2.0513
2020-03-03,4.4503
2020-03-04,2.7569
2020-03-05,-0.4878
2020-03-06,-9.0686
2020-03-09,-4.3126999999999995
2020-03-10,-21.9718
2020-03-11,4.8736
2020-03-12,-24.957
2020-03-13,1.4862
2020-03-16,-0.5605
2020-03-17,-3.6364
2020-03-18,-16.5094
2020-03-19,9.0395
2020-03-20,18.6528
2020-03-23,-4.8035
2020-03-24,8.2569
2020-03-25,-0.8475
2020-03-26,-1.7094
2020-03-27,23.913
2020-03-30,-5.614
2020-03-31,-14.4981
2020-04-01,13.0435
2020-04-02,2.3077
2020-04-03,6.015
2020-04-06,-0.3546
2020-04-07,0.3559
2020-04-08,0.7092
2020-04-09,-2.4648
2020-04-13,-2.1661
2020-04-14,7.7491
2020-04-15,0.3425
2020-04-16,-4.0956
2020-04-17,6.7616
2020-04-20,8.3333
2020-04-21,-8.6154
2020-04-22,-2.0202
2020-04-23,11.6838
2020-04-24,-5.5385
2020-04-27,1.6287
2020-04-28,0.0
2020-04-29,14.4231
2020-04-30,2.521
2020-05-01,-8.469899999999999
2020-05-04,0.2985
2020-05-05,6.25
2020-05-06,0.8403
2020-05-07,1.9444
2020-05-08,0.2725
2020-05-11,0.5435
2020-05-12,2.973
2020-05-13,-5.5118
2020-05-14,-11.1111
2020-05-15,-3.75
2020-05-18,3.8961
2020-05-19,5.3125
2020-05-20,-4.5994
2020-05-21,-4.1991
2020-05-22,-2.5974
2020-05-26,-0.3333
2020-05-27,-3.3445
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,-5.8824
2020-06-04,5.5147
2020-06-05,2.439
2020-06-08,2.0408
2020-06-09,6.6667
2020-06-10,-4.0625
2020-06-11,-2.6059
2020-06-12,4.0134
2020-06-15,2.5723000000000003
2020-06-16,1.8809
2020-06-17,3.0769
2020-06-18,-3.5821
2020-06-19,-4.3344
2020-06-22,-3.5599
2020-06-23,2.6846
2020-06-24,-3.5948
2020-06-25,-1.0169
2020-06-26,0.3425
2020-06-29,-4.7782
2020-06-30,1.7921
2020-07-01,-1.0563
2020-07-02,1.4235
2020-07-06,-0.3509
2020-07-07,-1.0563
2020-07-08,0.0
2020-07-09,0.3559
2020-07-10,-5.6738
2020-07-13,0.0038
2020-07-14,-1.8834
2020-07-15,0.7663
2020-07-16,2.6616
2020-07-17,0.0
2020-07-20,8.8889
2020-07-21,18.0272
2020-07-22,4.8991
2020-07-23,16.4835
2020-07-24,-7.783
2020-07-27,-9.9744
2020-07-28,5.3977
2020-07-29,0.0
2020-07-30,0.5391
2020-07-31,-5.63
