ticker,SILC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,17.647100000000002
2000-01-04,0.0
2000-01-05,-2.5
2000-01-06,19.2308
2000-01-07,2.1505
2000-01-10,3.6842
2000-01-11,3.5533
2000-01-12,1.9607999999999999
2000-01-13,6.7308
2000-01-14,2.7027
2000-01-18,10.526299999999999
2000-01-19,9.5238
2000-01-20,-6.5217
2000-01-21,-6.9767
2000-01-24,6.6667
2000-01-25,-6.25
2000-01-26,-0.8333
2000-01-27,-5.8824
2000-01-28,-5.3571
2000-01-31,0.9434
2000-02-01,-0.9346
2000-02-02,8.4906
2000-02-03,6.9565
2000-02-04,7.3171
2000-02-07,33.3333
2000-02-08,7.9545
2000-02-09,8.4211
2000-02-10,28.1553
2000-02-11,6.8182
2000-02-14,7.0922
2000-02-15,2.9801
2000-02-16,-16.3987
2000-02-17,4.6154
2000-02-18,1.4706000000000001
2000-02-22,7.971
2000-02-23,0.0
2000-02-24,-1.0067
2000-02-25,-6.7797
2000-02-28,1.8182
2000-02-29,2.1429
2000-03-01,30.7692
2000-03-02,-15.508
2000-03-03,7.5949
2000-03-06,0.0
2000-03-07,-5.8824
2000-03-08,-1.5625
2000-03-09,-2.2222
2000-03-10,-1.2987
2000-03-13,-5.2632
2000-03-14,-0.6944
2000-03-15,-2.7972
2000-03-16,-3.5971
2000-03-17,-0.7463
2000-03-20,-15.7895
2000-03-21,8.9286
2000-03-22,0.0
2000-03-23,4.0984
2000-03-24,-6.2992
2000-03-27,6.7227
2000-03-28,10.2362
2000-03-29,-7.1429
2000-03-30,-11.9231
2000-03-31,-6.5502
2000-04-03,-14.0187
2000-04-04,-14.1304
2000-04-05,12.6582
2000-04-06,22.4719
2000-04-07,11.0092
2000-04-10,-12.3967
2000-04-11,-12.2642
2000-04-12,-9.6774
2000-04-13,-2.3810000000000002
2000-04-14,-12.1951
2000-04-17,-3.4722
2000-04-18,12.2302
2000-04-19,1.2821
2000-04-20,1.2658
2000-04-24,-11.25
2000-04-25,0.7042
2000-04-26,11.8881
2000-04-27,-1.25
2000-04-28,-6.3291
2000-05-01,8.7838
2000-05-02,-6.8323
2000-05-03,-8.0
2000-05-04,-3.6231999999999998
2000-05-05,-0.7519
2000-05-08,0.0
2000-05-09,-1.5152
2000-05-10,-4.6154
2000-05-11,0.0
2000-05-12,2.4194
2000-05-15,0.0
2000-05-16,-5.5118
2000-05-17,-3.3333
2000-05-18,-7.7586
2000-05-19,-9.3458
2000-05-22,-7.2165
