ticker,ALMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9962999999999997
2000-01-04,-4.2471
2000-01-05,-2.4194
2000-01-06,-0.8264
2000-01-07,1.25
2000-01-10,4.5267
2000-01-11,-1.9685000000000001
2000-01-12,-2.008
2000-01-13,4.918
2000-01-14,7.8125
2000-01-18,8.6957
2000-01-19,-6.6667
2000-01-20,-3.5714
2000-01-21,-3.7037
2000-01-24,-2.3077
2000-01-25,6.2992
2000-01-26,-2.963
2000-01-27,-2.6718
2000-01-28,-6.6667
2000-01-31,0.8403
2000-02-01,-1.25
2000-02-02,3.7975
2000-02-03,7.3171
2000-02-04,5.6818
2000-02-07,-0.7168
2000-02-08,3.6101
2000-02-09,0.3484
2000-02-10,6.25
2000-02-11,-0.6536
2000-02-14,-1.6447
2000-02-15,2.3411
2000-02-16,-1.3072
2000-02-17,1.3245
2000-02-18,0.0
2000-02-22,-3.268
2000-02-23,14.8649
2000-02-24,10.2941
2000-02-25,-1.3333
2000-02-28,-3.7838000000000003
2000-02-29,12.2191
2000-03-01,5.3817
2000-03-02,-3.5629
2000-03-03,2.4631
2000-03-06,-0.9615
2000-03-07,-2.6699
2000-03-08,-6.7332
2000-03-09,1.6042999999999998
2000-03-10,-3.1579
2000-03-13,-6.5217
2000-03-14,-2.3256
2000-03-15,-2.3810000000000002
2000-03-16,1.2195
2000-03-17,2.4096
2000-03-20,-1.7647
2000-03-21,-0.5988
2000-03-22,7.8313
2000-03-23,8.9385
2000-03-24,-4.1026
2000-03-27,2.6738
2000-03-28,1.5625
2000-03-29,-6.1538
2000-03-30,-8.1967
2000-03-31,2.0833
2000-04-03,-13.1195
2000-04-04,-3.0201
2000-04-05,1.7301
2000-04-06,6.1224
2000-04-07,6.4103
2000-04-10,-6.0241
2000-04-11,0.3205
2000-04-12,-13.4185
2000-04-13,-1.107
2000-04-14,-16.4179
2000-04-17,7.1429
2000-04-18,20.0
2000-04-19,-6.5972
2000-04-20,-3.7175000000000002
2000-04-24,-3.8609999999999998
2000-04-25,11.6466
2000-04-26,-0.7194
2000-04-27,14.4928
2000-04-28,3.1646
2000-05-01,-1.8405
2000-05-02,-5.0
2000-05-03,-4.2763
2000-05-04,-1.7182
2000-05-05,6.6434
2000-05-08,3.2787
2000-05-09,-7.3016
2000-05-10,-13.6986
2000-05-11,3.9683
2000-05-12,3.0534
2000-05-15,16.2963
2000-05-16,12.4204
2000-05-17,5.0992
2000-05-18,-6.469
2000-05-19,-7.781
