ticker,EARS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-06,0.0
2014-08-07,0.1667
2014-08-08,1.1647
2014-08-11,7.8125
2014-08-12,3.585
2014-08-13,-2.7982
2014-08-14,2.2727
2014-08-15,-3.1111
2014-08-18,-2.1407
2014-08-19,-2.8125
2014-08-20,-0.4823
2014-08-21,-1.2924
2014-08-22,0.6547
2014-08-25,0.1626
2014-08-26,-1.1364
2014-08-27,1.3136
2014-08-28,-1.1345
2014-08-29,0.8197
2014-09-02,-7.6423
2014-09-03,3.8731999999999998
2014-09-04,-8.9831
2014-09-05,11.1732
2014-09-08,2.0101
2014-09-09,3.2841
2014-09-10,11.2878
2014-09-11,-4.2857
2014-09-12,7.9104
2014-09-15,-9.9585
2014-09-16,-7.2197
2014-09-17,0.9934
2014-09-18,1.7623
2014-09-19,-2.3762
2014-09-22,0.495
2014-09-23,-2.9557
2014-09-24,-0.6768
2014-09-25,-1.7036
2014-09-26,3.9861
2014-09-29,-2.4979
2014-09-30,-1.3696
2014-10-01,-0.3466
2014-10-02,-3.1304
2014-10-03,-4.4883
2014-10-06,1.8797000000000001
2014-10-07,-11.0701
2014-10-08,2.9046
2014-10-09,-1.0081
2014-10-10,0.0
2014-10-13,-3.2561
2014-10-14,-3.1604
2014-10-15,-3.9130000000000003
2014-10-16,-5.6561
2014-10-17,2.3022
2014-10-20,8.5326
2014-10-21,1.5119
2014-10-22,-6.8085
2014-10-23,3.6757999999999997
2014-10-24,0.1982
2014-10-27,2.8571
2014-10-28,-0.4274
2014-10-29,-2.9828
2014-10-30,-0.4645
2014-10-31,1.4667
2014-11-03,-6.7017
2014-11-04,2.3474
2014-11-05,6.1927
2014-11-06,0.8639
2014-11-07,-1.2848
2014-11-10,-4.5553
2014-11-11,0.0
2014-11-12,-0.4545
2014-11-13,-3.8813
2014-11-14,-0.478
2014-11-17,1.435
2014-11-18,6.2588
2014-11-19,2.9672
2014-11-20,-7.5269
2014-11-21,2.7907
2014-11-24,2.4887
2014-11-25,-2.8698
2014-11-26,2.5
2014-11-28,-0.4435
2014-12-01,1.3363
2014-12-02,-0.6593
2014-12-03,-1.1062
2014-12-04,4.2506
2014-12-05,-3.1116
2014-12-08,-2.99
2014-12-09,5.1598
2014-12-10,-11.4199
2014-12-11,-1.9607999999999999
2014-12-12,-1.25
2014-12-15,-8.6076
2014-12-16,1.3296000000000001
2014-12-17,0.328
2014-12-18,1.6996
2014-12-19,-2.207
2014-12-22,-0.5479
2014-12-23,-3.4384
