ticker,BKEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-27,11.8644
2009-06-04,-12.1212
2009-07-20,36.8966
2009-07-21,-37.0277
2009-09-16,40.0
2009-09-22,0.0
2009-12-24,42.8571
2009-12-29,10.0
2009-12-30,1.8182
2009-12-31,7.1429
2010-01-04,-15.0
2010-01-08,0.0
2010-01-11,-21.5686
2010-01-12,42.5
2010-01-13,12.2807
2010-01-15,-20.3125
2010-01-19,-21.5686
2010-01-20,25.25
2010-01-21,9.7804
2010-01-25,0.0
2010-01-26,-9.0909
2010-01-27,0.0
2010-01-28,10.0
2010-01-29,-10.9091
2010-02-01,2.0408
2010-02-02,10.0
2010-02-03,-5.4545
2010-02-04,0.0
2010-02-05,0.0
2010-02-10,0.0
2010-02-17,-21.1538
2010-02-18,0.0
2010-02-19,-63.4146
2010-02-23,46.6667
2010-03-24,127.2727
2010-03-25,12.0
2010-03-26,25.0
2010-03-29,8.5714
2010-03-30,0.0
2010-03-31,-3.9474
2010-04-01,1.3699
2010-04-05,-2.7027
2010-04-06,0.0
2010-04-07,-2.7778
2010-04-08,2.8571
2010-04-09,-18.75
2010-04-12,12.8205
2010-04-13,-3.0303
2010-04-14,-25.0
2010-04-15,-2.0833
2010-04-16,27.4468
2010-04-19,-6.5109
2010-04-20,3.5714
2010-04-21,-27.5862
2010-04-22,0.0
2010-04-23,9.5238
2010-04-26,6.5217
2010-04-27,0.0
2010-04-28,-14.2857
2010-04-29,7.1429
2010-04-30,8.8889
2010-05-03,-18.3673
2010-05-04,0.0
2010-05-05,12.5
2010-05-06,-2.2222
2010-05-07,0.0
2010-05-10,-11.3636
2010-05-11,12.8205
2010-05-12,-11.3636
2010-05-13,0.0
2010-05-14,-10.2564
2010-05-17,-42.8571
2010-05-18,15.0
2010-05-19,52.1739
2010-05-20,-14.2857
2010-05-21,30.0
2010-05-24,-10.2564
2010-05-25,-2.8571
2010-05-26,-11.7647
2010-05-27,-33.3333
2010-05-28,20.0
2010-06-01,-16.6667
2010-06-02,15.0
2010-06-03,-28.2609
2010-06-04,-9.0909
2010-06-07,-30.0
2010-06-08,9.5238
2010-06-10,73.913
2010-06-14,-10.0
2010-06-15,5.5556
2010-06-16,-31.5789
2010-06-18,0.0
2010-06-22,1.5385
2010-06-23,9.8485
2010-06-24,-3.4483
2010-06-28,22.8571
2010-06-29,-1.1628
2010-06-30,0.0
2010-07-01,-11.7647
2010-07-02,6.6667
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,-6.25
