ticker,WH US Equity
2018-10-10,-2.5587999999999997
2018-10-11,-2.8983
2018-10-12,1.7027
2018-10-15,-0.5712
2018-10-16,2.1791
2018-10-17,-1.0275
2018-10-18,-1.6063
2018-10-19,-4.4396
2018-10-22,0.3333
2018-10-23,-3.0731
2018-10-24,-4.9486
2018-10-25,3.561
2018-10-26,-0.6529
2018-10-29,-0.7229
2018-10-30,4.7882
2018-10-31,3.7903000000000002
2018-11-01,1.1564
2018-11-02,-0.7621
2018-11-05,-1.3136999999999999
2018-11-06,-1.2288000000000001
2018-11-07,1.8453
2018-11-08,-0.9568
2018-11-09,-1.7883
2018-11-12,-2.365
2018-11-13,0.0
2018-11-14,-0.3215
2018-11-15,0.5161
2018-11-16,1.3265
2018-11-19,-0.4434
2018-11-20,-0.4454
2018-11-21,1.2569
2018-11-23,-0.3156
2018-11-26,2.8704
2018-11-27,0.1847
2018-11-28,2.4779999999999998
2018-11-29,0.2198
2018-11-30,-0.0399
2018-12-03,1.8153000000000001
2018-12-04,-1.2931
2018-12-06,0.1985
2018-12-07,-1.7829000000000002
2018-12-10,-2.501
2018-12-11,-0.993
2018-12-12,1.588
2018-12-13,-0.0823
2018-12-14,-1.138
2018-12-17,-1.1093
2018-12-18,-0.6561
2018-12-19,-3.7495000000000003
2018-12-20,-0.5976
2018-12-21,-2.0263
2018-12-24,-1.1364
2018-12-26,3.1264
2018-12-27,1.0031
2018-12-28,-0.5738
2018-12-31,0.7103
2019-01-02,0.2645
2019-01-03,-2.6818999999999997
2019-01-04,5.4213000000000005
2019-01-07,2.0784
2019-01-08,2.0571
2019-01-09,-0.5348
2019-01-10,0.1034
2019-01-11,0.3925
2019-01-14,-0.1646
2019-01-15,1.0923
2019-01-16,-0.265
2019-01-17,0.4088
2019-01-18,1.7508
2019-01-22,-2.7211
2019-01-23,-0.1028
2019-01-24,1.1736
2019-01-25,0.6309
2019-01-28,-1.0111
2019-01-29,0.6333
2019-01-30,0.1827
2019-01-31,-0.5268
2019-02-01,3.3612
2019-02-04,0.1774
2019-02-05,0.8853
2019-02-06,-0.195
2019-02-07,-0.0977
2019-02-08,-1.0952
2019-02-11,-0.4548
2019-02-12,1.6488
2019-02-13,-0.684
2019-02-14,0.3542
2019-02-15,1.6667
2019-02-19,0.8486
2019-02-20,1.7785
2019-02-21,0.5637
2019-02-22,1.4386999999999999
2019-02-25,0.1289
2019-02-26,-1.3797
2019-02-27,-2.1824
2019-02-28,0.2479
2019-03-01,1.712
2019-03-04,-0.6359
2019-03-05,0.7905
2019-03-06,-0.5042
2019-03-07,-2.0833
2019-03-08,-0.3259
2019-03-11,-0.6346
2019-03-12,0.3677
2019-03-13,-0.2507
2019-03-14,-1.0246
2019-03-15,0.6482
2019-03-18,1.4247
2019-03-19,-0.8659
2019-03-20,-1.1452
2019-03-21,0.9228
2019-03-22,-1.8288
2019-03-25,-0.872
2019-03-26,-0.9796
2019-03-27,-0.3028
2019-03-28,1.4378
2019-03-29,-0.1996
2019-04-01,2.0804
2019-04-02,-1.2934
2019-04-03,1.0721
2019-04-04,0.0196
2019-04-05,0.8248
2019-04-08,0.9349
2019-04-09,1.5631
2019-04-10,0.722
2019-04-11,0.9244
2019-04-12,0.5047
2019-04-15,-0.5021
2019-04-16,2.0561
2019-04-17,-0.1282
2019-04-18,-1.4121000000000001
2019-04-22,-0.1302
2019-04-23,1.192
2019-04-24,-0.0184
2019-04-25,-0.7548
2019-04-26,1.7807
2019-04-29,0.6925
2019-04-30,0.8507
2019-05-01,1.6332
2019-05-02,0.4591
2019-05-03,-0.5449
2019-05-06,0.3358
2019-05-07,-1.2507
2019-05-08,-0.446
2019-05-09,0.1971
2019-05-10,-0.304
2019-05-13,-3.157
2019-05-14,1.667
2019-05-15,-0.0182
2019-05-16,1.8586
2019-05-17,-0.9123
2019-05-20,-2.7622
2019-05-21,2.358
2019-05-22,1.433
2019-05-23,-2.0744
2019-05-24,-0.3287
2019-05-28,-1.8322
2019-05-29,-0.2426
2019-05-30,0.5239
2019-05-31,-0.7259
2019-06-03,-1.1061
2019-06-04,2.4455
2019-06-05,2.054
2019-06-06,0.3083
2019-06-07,1.8980000000000001
2019-06-10,-0.1597
2019-06-11,-0.2665
2019-06-12,0.6592
2019-06-13,-0.0885
2019-06-14,0.6054
2019-06-17,-1.0619
2019-06-18,1.127
2019-06-19,-0.3361
2019-06-20,1.1005
2019-06-21,-2.0014
2019-06-24,-0.0896
2019-06-25,-0.8786
2019-06-26,0.5789
2019-06-27,0.5396
2019-06-28,-0.2862
2019-07-01,0.7714
2019-07-02,3.7921
2019-07-03,2.4699999999999998
2019-07-05,0.9374
2019-07-08,-0.7131
2019-07-09,0.6514
2019-07-10,1.2944
2019-07-11,0.2949
2019-07-12,-0.8167
2019-07-15,0.0659
2019-07-16,0.6583
2019-07-17,-2.4853
2019-07-18,0.5533
2019-07-19,-1.9677
2019-07-22,-0.5783
2019-07-23,2.0017
2019-07-24,-0.1677
2019-07-25,-3.6458
2019-07-26,-1.0811
2019-07-29,0.6346
2019-07-30,1.3838
2019-07-31,-2.2979
2019-08-01,-0.7781
2019-08-02,-0.7307
2019-08-05,-3.9138
2019-08-06,1.4013
2019-08-07,-1.2161
2019-08-08,2.4249
2019-08-09,-0.7285
2019-08-12,-1.3942
2019-08-13,0.8744
2019-08-14,-8.4286
2019-08-15,-0.4431
2019-08-16,1.0318
2019-08-19,1.4818
2019-08-20,0.0987
2019-08-21,0.0
2019-08-22,0.0986
2019-08-23,-1.792
2019-08-26,0.4612
2019-08-27,-1.1178
2019-08-28,1.6149
2019-08-29,1.6488
2019-08-30,0.4104
2019-09-03,0.0779
2019-09-04,0.7779
2019-09-05,1.9876
2019-09-06,-1.3434
2019-09-09,2.1864
2019-09-10,-0.0938
2019-09-11,0.6387
2019-09-12,0.616
2019-09-13,0.2052
2019-09-16,-0.8749
2019-09-17,-0.4507
2019-09-18,-0.2264
2019-09-19,0.416
2019-09-20,0.2071
2019-09-23,-0.3382
2019-09-24,-2.6772
2019-09-25,0.8718
2019-09-26,-1.2675
2019-09-27,-0.2723
2019-09-30,0.9167
2019-10-01,-0.4059
2019-10-02,-1.3584
2019-10-03,1.4952
2019-10-04,-0.8723
2019-10-07,-0.6844
2019-10-08,-2.1658
2019-10-09,-0.1811
2019-10-10,-1.2903
2019-10-11,1.9607999999999999
2019-10-14,-0.4607
2019-10-15,0.8251
2019-10-16,1.3174000000000001
2019-10-17,0.2364
2019-10-18,-0.1572
2019-10-21,0.3346
2019-10-22,-0.7455
2019-10-23,0.0395
2019-10-24,2.2525
2019-10-25,2.4154999999999998
2019-10-28,0.4717
2019-10-29,-1.8028
2019-10-30,2.5244
2019-10-31,0.6715
2019-11-01,1.7046999999999999
2019-11-04,-0.3826
2019-11-05,0.8413
2019-11-06,0.4534
2019-11-07,-0.7222
2019-11-08,1.4365999999999999
2019-11-11,-1.6493
2019-11-12,-0.2005
2019-11-13,-1.1872
2019-11-14,0.536
2019-11-15,2.004
2019-11-18,1.3879000000000001
2019-11-19,0.9778
2019-11-20,-1.1444
2019-11-21,-0.3562
2019-11-22,2.0912
2019-11-25,0.3501
2019-11-26,0.977
2019-11-27,0.9502
2019-11-29,-0.8557
2019-12-02,-0.4143
2019-12-03,-2.4093999999999998
2019-12-04,1.1368
2019-12-05,0.1405
2019-12-06,1.7538
2019-12-09,-0.1034
2019-12-10,-0.4658
2019-12-11,1.3347
2019-12-12,0.5474
2019-12-13,1.5729
2019-12-16,1.6159
2019-12-17,0.116
2019-12-18,1.5387
2019-12-19,0.1792
2019-12-20,0.6831
2019-12-23,1.7609
2019-12-24,-0.635
2019-12-26,0.9586
2019-12-27,0.0475
2019-12-30,-0.2373
2019-12-31,-0.4122
2020-01-02,-0.3821
2020-01-03,-1.1028
2020-01-06,-0.6787
2020-01-07,-1.5783
2020-01-08,0.0165
2020-01-09,-0.0165
2020-01-10,-1.3721
2020-01-13,0.6369
2020-01-14,-0.1666
2020-01-15,0.6173
2020-01-16,0.8954
2020-01-17,0.756
2020-01-21,-1.5169000000000001
2020-01-22,-0.3147
2020-01-23,-1.3125
2020-01-24,-1.3468
2020-01-27,-2.9181
2020-01-28,2.4257
2020-01-29,0.9782
2020-01-30,0.6458
2020-01-31,-3.4617
2020-02-03,1.7142
2020-02-04,2.8031
2020-02-05,1.9404
2020-02-06,-2.3794
2020-02-07,-1.1094
2020-02-10,-0.306
2020-02-11,1.1594
2020-02-12,0.8933
2020-02-13,-1.2696
2020-02-14,-0.2876
2020-02-18,-0.7466
2020-02-19,2.5133
2020-02-20,-1.4176
2020-02-21,-0.0846
2020-02-24,-4.8933
2020-02-25,-4.9315
2020-02-26,-2.4345
2020-02-27,-2.7063
2020-02-28,0.5129
2020-03-02,3.945
2020-03-03,-4.5884
2020-03-04,3.6018
2020-03-05,-6.3992
2020-03-06,-0.6122
2020-03-09,-9.6304
2020-03-10,3.431
2020-03-11,-12.1485
2020-03-12,-9.1273
2020-03-13,8.4398
2020-03-16,-21.403
2020-03-17,-12.1498
2020-03-18,-18.8728
2020-03-19,-1.3254000000000001
2020-03-20,18.2955
2020-03-23,-1.9969000000000001
2020-03-24,15.1818
2020-03-25,14.9497
2020-03-26,2.6856
2020-03-27,-6.0535
2020-03-30,0.0313
2020-03-31,-1.4697
2020-04-01,-10.8537
2020-04-02,-3.4888
2020-04-03,-3.0247
2020-04-06,13.5413
2020-04-07,0.402
2020-04-08,10.6773
2020-04-09,3.467
2020-04-13,-6.5851
2020-04-14,3.9925
2020-04-15,-0.5099
2020-04-16,1.1456
2020-04-17,4.5604
2020-04-20,-5.9578
2020-04-21,-3.9103
2020-04-22,3.7855
2020-04-23,4.4985
2020-04-24,0.1745
2020-04-27,7.259
2020-04-28,0.9475
2020-04-29,8.5278
2020-04-30,-6.8199
2020-05-01,-4.1368
2020-05-04,-0.9129
2020-05-05,7.4818999999999996
2020-05-06,1.4026
2020-05-07,9.0164
2020-05-08,2.2086
2020-05-11,-3.0115
2020-05-12,-1.4221
2020-05-13,-4.7127
2020-05-14,2.1196
2020-05-15,1.705
2020-05-18,7.9203
2020-05-19,2.3638
2020-05-20,2.2652
2020-05-21,0.0215
2020-05-22,0.989
2020-05-26,1.0858
2020-05-27,2.1272
2020-05-28,-3.279
2020-05-29,-2.0682
2020-06-01,5.4213000000000005
2020-06-02,-0.537
2020-06-03,3.3015
2020-06-04,1.3266
2020-06-05,2.8963
2020-06-08,-1.9085999999999999
2020-06-09,-2.7319
2020-06-10,-4.9505
2020-06-11,-6.5476
2020-06-12,2.252
2020-06-15,1.0252
2020-06-16,3.6841
2020-06-17,-2.7020999999999997
2020-06-18,2.1649
2020-06-19,-1.8622
2020-06-22,-0.9378
2020-06-23,-2.4659
2020-06-24,-4.5147
2020-06-25,-2.0331
2020-06-26,-1.3272
2020-06-29,3.4727
2020-06-30,0.7327
2020-07-01,2.0178
2020-07-02,0.874
2020-07-06,3.6708
2020-07-07,-4.8164
2020-07-08,1.2246
2020-07-09,-4.1315
2020-07-10,0.9048
2020-07-13,-1.0618
2020-07-14,1.7887
2020-07-15,9.9813
2020-07-16,-0.5113
2020-07-17,-0.7709
2020-07-20,-2.309
2020-07-21,4.7493
2020-07-22,0.2952
2020-07-23,-2.5442
2020-07-24,-1.3808
2020-07-27,1.7502
2020-07-28,-0.989
2020-07-29,-0.5212
2020-07-30,-1.5062
2020-07-31,-2.1277
