ticker,MPAD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,3.6585
2000-01-10,0.0
2000-01-24,76.4706
2000-01-26,-12.5
2000-01-31,-14.2857
2000-02-08,22.2222
2000-02-11,4.5455
2000-02-15,0.0
2000-02-22,0.0
2000-02-25,0.0
2000-02-28,-4.3478
2000-02-29,4.5455
2000-03-01,-4.3478
2000-03-03,9.0909
2000-03-06,29.1667
2000-03-07,-1.4194
2000-03-08,7.9843
2000-03-09,54.5455
2000-03-10,-1.9607999999999999
2000-03-13,-12.0
2000-03-14,-4.5455
2000-03-15,17.8571
2000-03-16,-15.1515
2000-03-17,0.0
2000-03-20,-9.5238
2000-03-21,-1.4737
2000-03-23,-14.5299
2000-03-27,0.0
2000-03-28,6.25
2000-03-29,-17.647100000000002
2000-03-30,0.0
2000-04-03,21.4286
2000-04-04,-17.647100000000002
2000-04-05,-14.2857
2000-04-12,-16.6667
2000-04-13,0.0
2000-04-14,-20.0
2000-04-17,12.5
2000-04-19,-4.8889
2000-04-24,-5.6075
2000-04-25,11.3861
2000-04-26,0.0
2000-05-08,-2.7778
2000-05-15,1.4857
2000-05-16,1.3514
2000-05-17,0.0
2000-05-19,-2.7778
2000-05-25,0.5714
2000-05-26,0.0
2000-06-07,1.8182
2000-06-08,-1.7856999999999998
2000-06-09,2.7273
2000-06-14,-2.6549
2000-06-15,-8.1818
2000-06-26,1.9802
2000-06-27,0.9709
2000-06-30,-0.4808
2000-07-05,8.6957
2000-07-06,5.5556
2000-07-10,23.6842
2000-07-11,2.1277
2000-07-14,-16.6667
2000-07-21,2.5
2000-07-27,-7.3171
2000-07-28,0.0
2000-07-31,7.8947
2000-08-01,12.1951
2000-08-02,4.3478
2000-08-03,0.0
2000-08-04,-8.3333
2000-08-07,22.7273
2000-08-08,25.9259
2000-08-09,-5.8824
2000-08-10,-9.375
2000-08-11,-3.4483
2000-08-18,17.8571
2000-08-21,-6.0606
2000-08-22,4.8387
2000-08-25,23.0769
2000-08-28,7.5
2000-08-29,0.0
2000-08-31,11.6279
2000-09-01,-14.5833
2000-09-05,4.878
2000-09-06,-2.3256
2000-09-07,11.9048
2000-09-11,-12.766
2000-09-15,-4.878
2000-09-19,0.0
2000-09-20,-2.5641
2000-09-21,2.6316
2000-09-22,-7.6923
2000-09-26,0.0
2000-09-29,-12.5
2000-10-03,1.5873
2000-10-10,-9.375
2000-10-12,-6.8966
2000-10-19,-3.7037
2000-11-02,0.0
2000-11-06,30.7692
2000-11-07,0.0
