ticker,WECT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-23,375.0
2008-06-04,31.5789
2008-06-05,-4.0
2008-06-16,-16.6667
2008-06-18,0.0
2008-06-19,2.0
2008-06-26,-1.9607999999999999
2008-06-27,1.0
2008-06-30,-5.9406
2008-08-27,-36.8421
2008-08-29,-25.0
2008-09-02,-20.2222
2008-09-03,-52.6462
2008-09-04,76.4706
2008-09-05,-66.6667
2008-09-11,30.0
2008-09-12,69.2308
2008-09-15,13.6364
2008-09-19,20.0
2008-09-22,16.6667
2008-09-29,0.0
2008-10-01,0.0
2008-10-06,-14.2857
2008-10-28,31.6667
2008-12-31,-59.4937
2009-01-12,-6.25
2009-06-11,166.6667
2009-06-26,0.0
2009-07-13,0.0
2009-08-31,0.0
2010-02-05,0.0
2010-02-09,2.5
2010-02-23,0.0
2010-03-02,0.0
2010-03-04,0.0
2010-06-24,2.439
2010-07-19,0.0
2010-09-17,4.7619
2010-09-24,0.0
2011-04-13,-4.5455
2011-05-18,19.0476
2013-10-29,-60.0
2013-10-30,-50.0
2013-10-31,-59.75
2014-01-08,-0.6211
2014-09-08,75.0
2014-12-31,-28.5714
2015-01-06,0.0
2015-05-06,-60.0
2015-05-18,300.0
2015-08-18,25.0
2016-04-26,0.0
2016-05-02,61.625
2016-05-17,-38.1284
2016-07-25,0.0
2016-12-01,140.0
2016-12-06,-60.2604
2017-01-19,4.8493
2017-01-25,-10.0
2017-04-24,8.6111
2017-09-01,43.2225
2017-09-12,14.4286
2017-09-13,31.0861
2017-09-14,30.4762
2017-09-15,-34.3066
2017-09-25,0.0
2017-10-11,-11.1111
2017-10-17,0.0
2017-10-26,-12.5
2017-10-27,0.0
2017-10-31,-14.2857
2017-11-06,0.0
2017-11-16,200.0
2017-11-20,-16.6667
2017-11-21,33.3333
2017-11-22,-50.0
2017-11-24,100.0
2017-11-27,-0.5
2017-11-28,-24.6231
2017-11-30,0.0
2017-12-01,26.6667
2017-12-06,-5.2632
2017-12-13,11.1111
2017-12-14,35.0
2017-12-26,3.7037
2018-01-05,-46.4286
2018-01-08,6.6667
2018-01-10,-37.5
2018-01-11,50.0
2018-01-30,0.0
2018-02-01,-26.6667
2018-02-02,-2.2727
2018-02-05,20.9302
2018-02-08,0.0
2018-02-21,0.0
2018-02-23,-17.3077
2018-02-26,-16.2791
2018-02-28,66.6667
2018-03-01,16.6667
2018-03-02,8.5714
2018-03-06,-21.0526
2018-03-07,10.0
2018-03-08,-9.0909
2018-03-09,0.0
2018-03-12,-16.6667
2018-03-13,26.8
2018-03-14,-16.4038
2018-03-15,19.6226
2018-03-16,4.1009
2018-03-20,0.0
2018-03-21,-9.0909
2018-03-22,126.6667
2018-03-23,-26.4706
2018-03-27,20.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-04,-23.6667
2018-04-05,22.2707
2018-04-17,0.0
2018-04-26,0.0
2018-04-27,7.1429
2018-05-01,0.0
2018-05-02,50.0
2018-05-03,-11.1111
2018-05-17,0.0
2018-05-18,-2.5
2018-06-14,-43.5897
2018-06-15,32.7273
2018-06-20,-0.6849
2018-07-02,-30.5172
2018-07-03,48.8834
2018-07-05,0.0
2018-07-06,50.0
2018-08-14,-44.9778
2018-08-15,9.9354
2018-08-17,2.8655
2018-08-21,-28.5714
2018-08-24,36.5
2018-08-29,-8.4249
2018-09-04,0.0
2018-09-13,-4.0
2018-09-18,-16.6667
2018-09-25,0.0
2018-09-28,0.0
2018-10-02,0.0
2018-10-04,0.0
2018-10-09,-10.0
2018-10-10,5.5556
2018-10-11,5.2632
2018-10-16,0.0
2018-10-24,0.0
2018-11-05,-20.0
2018-11-07,0.0
2018-11-13,56.25
2018-11-14,-20.0
2018-11-15,0.0
2018-11-26,-15.5
2018-12-12,-5.3254
2018-12-20,-45.3125
2018-12-27,82.8571
2019-02-25,-6.25
2019-02-26,0.0
2019-03-04,0.0
2019-03-20,100.0
2019-03-25,-65.8333
2019-03-26,43.9024
2019-04-01,-32.2034
2019-04-02,50.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-15,-16.6667
2019-04-16,20.0
2019-04-22,0.0
2019-04-23,0.0
2019-05-01,-33.3333
2019-05-03,0.0
2019-05-17,50.0
2019-05-20,33.3333
2019-05-21,0.0
2019-05-22,0.0
2019-06-13,0.0
2019-06-17,-30.0
2019-06-18,7.1429
2019-06-20,0.0
2019-06-21,-20.0
2019-06-24,58.3333
2019-06-25,0.0
2019-07-08,0.0
2019-07-10,-26.3158
2019-07-11,35.7143
2019-07-12,0.0
2019-07-24,-36.8421
2019-07-25,58.3333
2019-08-09,5.2632
2019-08-22,-15.0
2019-09-13,0.0
2019-09-24,-23.5294
2019-09-30,-23.0769
2019-10-02,30.0
2019-10-03,15.3846
2019-10-23,-13.3333
2019-10-25,-37.2308
2019-10-28,47.0588
2019-10-31,-16.6667
2019-11-01,0.0
2019-11-11,-30.0
2019-11-13,0.0
2019-11-14,14.2857
2019-11-15,-12.5
2019-11-18,0.0
2019-12-11,-21.4286
2019-12-12,-4.1818
2019-12-30,4.3643
2020-01-14,-9.0909
2020-02-25,0.0
2020-03-02,0.0
2020-03-12,0.0
2020-03-16,0.0
2020-05-01,0.0
2020-05-14,-5.0
2020-05-18,-9.473700000000001
2020-06-09,0.0
