ticker,MTLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-12,-68.0
2002-06-05,87.5
2002-12-20,0.0
2003-04-24,0.0
2003-04-30,0.0
2003-05-01,0.0
2003-05-20,166.6667
2004-01-29,-72.5
2004-04-29,9.0909
2004-05-12,0.0
2004-09-21,25.0
2005-01-05,66.6667
2005-01-06,-2.0
2005-02-24,-59.1837
2005-03-23,149.0
2005-03-28,-44.7791
2005-04-04,81.8182
2005-04-15,0.0
2005-05-02,18.0
2005-05-12,-15.2542
2005-06-09,0.0
2005-08-31,-12.0
2006-01-26,13.6364
2006-04-17,104.0
2006-04-20,0.0
2006-04-21,0.0
2006-04-24,47.0588
2006-04-26,0.0
2006-04-28,0.0
2006-05-01,0.0
2006-05-04,-6.6667
2006-05-05,0.0
2006-05-09,-7.1429
2006-05-15,-7.6923
2006-05-23,11.6667
2006-05-24,4.4776
2006-05-25,0.0
2006-06-01,-7.1429
2006-06-05,0.0
2006-06-06,-7.6923
2006-06-29,0.0
2006-08-01,-15.0
2006-08-10,13.7255
2006-08-14,-56.8966
2006-08-18,44.0
2006-10-02,-44.4444
2006-10-20,0.0
2006-11-14,-5.0
2006-11-29,-15.7895
2006-11-30,0.0
2006-12-07,0.0
2006-12-26,-11.875
2007-01-03,38.2979
2007-01-12,-15.3846
2007-01-24,21.2121
2007-01-29,15.0
2007-01-30,-28.2609
2007-02-08,39.3939
2007-02-20,0.0
2007-03-08,-34.7826
2007-07-13,33.3333
2007-10-04,-45.0
2007-11-19,-9.0909
2007-11-23,0.0
2007-11-27,0.0
2008-03-14,-30.0
2008-03-18,114.2857
2008-03-24,0.0
2008-03-27,0.0
2008-03-28,0.0
2008-05-02,-20.0
2008-05-05,0.0
2008-05-06,-16.6667
2008-05-12,0.0
2008-05-27,-20.0
2008-06-27,0.0
2008-08-29,0.0
2008-09-22,0.0
2008-09-23,-37.5
2008-10-06,-60.0
2008-10-13,300.0
2008-10-28,6.25
2008-12-18,5.8824
2008-12-31,-77.7778
2009-01-09,350.0
2009-01-29,-22.2222
2009-01-30,0.0
2009-02-04,-42.8571
2009-04-02,0.0
2009-04-14,12.5
2009-04-22,22.2222
2009-05-11,27.2727
2009-05-19,42.8571
2009-05-22,5.0
2009-05-29,-80.9524
2009-06-01,0.0
2009-06-02,155.0
2009-06-03,8.8235
2009-06-15,-13.5135
2009-06-24,68.75
2009-06-25,-25.9259
2009-07-30,-41.6667
2009-08-05,0.0
2009-08-27,14.2857
2009-09-08,0.0
2009-09-24,50.0
2009-10-06,0.0
2009-10-12,1.6667
2009-10-13,63.9344
2009-10-15,0.0
2010-03-02,-70.0
2010-03-03,166.6667
2010-03-09,1.25
2010-04-09,-62.963
2010-04-12,166.6667
2010-04-16,0.0
2010-04-19,0.0
2010-05-20,-36.25
2010-06-01,0.0
2010-06-09,0.0
2010-06-16,0.0
2010-06-25,86.2745
2010-07-27,5.2632
2010-09-21,50.0
2010-10-13,-73.3333
2010-10-14,50.0
2010-10-18,-66.6667
2010-10-19,200.0
2010-10-25,-48.3333
2010-11-09,109.6774
2010-11-29,-38.4615
2010-12-17,150.0
2010-12-20,-30.0
2011-01-10,171.4286
2011-01-11,-63.1579
2011-03-11,1.4285999999999999
2011-06-23,-87.3239
2011-06-24,95.8333
2011-07-13,291.4894
2011-08-01,-13.0435
2011-08-09,0.0
2011-08-16,50.0
2011-09-06,-27.7778
2012-03-21,-7.6923
2012-06-01,118.1818
2012-08-06,-50.0
2012-12-03,-46.4583
2013-06-07,40.0778
2013-06-11,0.0
2013-07-17,77.7778
2013-08-15,-35.0
2013-09-18,53.8462
2013-10-24,-56.25
2014-01-10,185.7143
2014-04-30,0.0
2014-05-01,0.0
2014-06-23,-50.0
2014-06-24,0.0
2014-06-30,80.0
2014-07-01,0.0
2014-07-30,-33.1944
2014-09-26,-0.2079
2014-10-15,1.6667
2014-10-20,14.7541
2014-10-21,-12.857099999999999
2014-11-21,16.3934
2014-11-28,33.8028
2015-01-23,-5.2632
2015-01-27,66.6667
2015-01-28,0.0
2015-04-13,-46.6667
2015-04-22,0.0
2015-05-15,18.75
2015-07-20,-15.7895
2015-09-03,0.1563
2015-10-20,87.2075
2015-10-21,0.0
2015-11-30,-33.3333
2016-01-20,50.0
2016-08-15,0.0
2016-09-06,0.0
2016-09-20,0.0
2016-12-14,-13.3333
2017-02-02,0.0
2017-02-17,0.0
2017-03-09,15.3846
2017-04-07,-13.3333
2017-06-23,0.0
2017-07-28,0.7692
2017-08-29,6.8702
2017-10-30,35.7143
2017-10-31,31.5789
2017-11-22,20.0
2018-06-06,-33.3333
2018-07-13,0.0
2018-07-19,-25.0
2018-07-20,0.0
2018-07-24,36.6667
2018-07-27,21.9512
2018-08-24,8.0
2018-09-21,-3.7037
2019-02-06,-3.8462
2019-03-19,-20.0
2019-07-26,-25.0
2019-09-03,-13.3333
2019-09-06,-23.0
2019-09-25,9.8901
2019-12-26,-0.0909
2020-01-09,-9.0082
2020-02-26,0.0
2020-03-04,0.0
2020-03-10,-40.0
2020-03-16,-16.6667
2020-03-26,140.0
2020-03-31,25.0
2020-04-21,-10.0
2020-05-12,107.4074
2020-05-13,-0.0357
2020-05-14,-46.4094
2020-05-15,-8.3333
2020-05-26,-12.7273
2020-06-04,125.0
2020-06-15,-4.0741
2020-06-30,-42.0849
2020-07-31,-20.0
